//X;Y;Z;R;G;B;Scalar field;Illuminance (PCV)
-7.494780540;-2.768024921;10.232501984;30;20;10;0.195615;0.792373
-11.036265373;-4.657956600;13.220258713;233;238;241;0.553282;0.898305
-4.486106396;-5.787669182;14.053750992;122;119;148;0.479156;0.822034
-7.494615555;-0.473610878;21.367097855;68;75;94;0.806540;0.936441
-16.319967270;-0.834361315;11.943242073;110;107;118;0.479156;0.902542
-10.695186615;-7.850005150;14.860068321;135;133;155;0.437408;0.826271
-10.760746002;-2.318576813;15.306182861;182;175;191;0.195615;0.864407
-10.702617645;5.096260548;17.793918610;132;136;147;0.553282;0.898305
-4.843534470;-5.611493111;13.012057304;202;211;228;0.437408;0.855932
-1.350248098;-3.799487829;18.333253860;191;202;230;0.705299;0.940678
-8.768661499;-3.964553833;20.375225067;228;234;246;0.586844;0.885593
-13.834349632;2.287911415;10.479687691;137;132;164;0.195615;0.872881
-9.794097900;-2.340125561;19.895032883;101;115;144;1.267729;0.894068
-12.091930389;-6.195034504;16.161067963;69;80;126;0.391230;0.830508
-9.933126450;5.830028534;19.246839523;94;77;95;0.276641;0.940678
-5.886644363;-4.997658253;12.321339607;120;110;137;0.195615;0.847458
-13.021038055;-7.722422123;16.035940170;135;121;144;0.195615;0.847458
-5.033244133;-1.570682526;15.680525780;123;118;124;0.437408;0.864407
-10.131148338;-5.198818207;20.879686356;106;108;131;1.613081;0.983051
-14.739944458;1.262967587;17.312259674;125;137;185;0.806540;0.902542
-10.427625656;-0.045405149;16.147840500;115;130;161;0.553282;0.906780
-4.241358757;2.556190968;10.815855980;171;176;206;0.195615;0.868644
-18.141328812;2.338970900;20.325332642;147;152;182;0.437408;0.961864
-8.549299240;-9.212284088;14.527833939;137;135;156;0.437408;0.864407
-3.973199844;1.995801926;11.194909096;238;231;239;0.276641;0.889831
-2.394414425;-5.828735352;17.267263412;99;95;128;0.195615;0.885593
-19.118938446;1.205229759;19.701292038;77;77;89;0.586844;0.927966
-11.292364120;3.653761864;17.406139374;182;179;198;0.276641;0.911017
-10.606868744;4.059451103;16.825969696;51;41;31;0.195615;0.855932
-9.741639137;-0.499960780;14.089975357;92;95;102;0.195615;0.809322
-18.137336731;2.094400883;9.942473412;105;110;130;0.195615;0.906780
-6.718130589;0.208729506;16.231239319;210;218;241;0.276641;0.889831
-11.850359917;-4.727435589;19.284040451;104;117;126;0.437408;0.944915
-10.015013695;4.876377583;17.368669510;153;167;194;0.648781;0.822034
-13.985706329;1.743049860;17.470258713;126;120;154;0.391230;0.877119
-7.312120914;-5.203270912;10.655592918;55;58;49;0.195615;0.855932
-0.918266058;4.911882877;16.444597244;117;125;146;0.195615;0.826271
-5.360178471;-5.751097679;16.194141388;183;179;204;0.618588;0.915254
-0.971915185;-4.063193321;17.355197906;40;40;52;0.195615;0.838983
-11.656244278;5.292251587;17.090089798;127;131;140;0.806540;0.919492
-0.534221649;5.016283989;15.664598465;158;155;174;0.437408;0.855932
-16.470935822;-0.783499599;9.861594200;157;147;112;0.195615;0.902542
-14.161455154;2.022051096;17.324985504;133;124;151;0.195615;0.851695
-11.118137360;-7.745546818;15.031725883;135;119;148;0.479156;0.898305
-9.462514877;5.906737328;17.220045090;216;217;235;0.195615;0.860169
-1.089856148;-2.481427193;17.354492188;129;118;150;0.437408;0.830508
-14.921365738;1.524377823;12.389808655;126;138;198;0.276641;0.830508
-11.129207611;5.416382790;16.218742371;210;214;239;0.276641;0.838983
-10.558959961;-0.284600854;15.881708145;77;84;138;0.338815;0.851695
-1.898817062;-4.750682831;16.459476471;148;155;171;0.338815;0.877119
-13.525924683;1.402107716;17.083744049;74;66;103;0.338815;0.843220
-0.929887950;-7.311906338;15.880716324;80;86;108;0.276641;0.953390
-7.979413033;-1.381402493;21.135942459;197;181;217;0.479156;0.872881
-4.779932022;-7.285471439;12.879947662;190;191;209;0.195615;0.851695
-9.999148369;-0.448461175;15.213211060;108;113;153;0.195615;0.826271
-13.840427399;0.942179203;12.607759476;69;72;81;0.195615;0.792373
-10.388495445;-3.122806549;9.760531425;114;115;135;0.437408;0.826271
-17.342540741;-0.344709635;14.247981071;126;127;158;0.195615;0.843220
-2.330148697;4.132921219;17.486373901;129;129;141;0.618588;0.944915
-8.157293320;-4.173395157;16.716831207;178;177;191;0.276641;0.838983
-5.060311317;3.865688562;15.963441849;117;107;142;0.437408;0.822034
-9.546768188;5.355109215;17.662193298;173;174;192;0.276641;0.881356
-14.871819496;-10.518638611;17.366058350;138;141;172;0.437408;0.838983
-2.713117123;-7.889600754;19.652557373;134;135;163;0.874816;0.983051
-18.341699600;1.814134121;9.334376335;50;47;64;0.195615;0.885593
-13.053466797;2.971572399;10.181238174;83;74;139;0.195615;0.898305
-5.026027679;4.027602196;11.767160416;155;171;204;0.195615;0.911017
-12.483526230;-7.007956982;21.036354065;73;80;88;0.437408;0.898305
-7.600292683;-8.453764915;15.889898300;187;188;208;0.276641;0.906780
-13.612616539;4.365513325;17.127468109;90;95;133;0.276641;0.894068
-12.454907417;-1.679090500;12.102884293;62;62;52;0.479156;0.788136
-11.846143723;5.517790794;20.073930740;101;108;150;0.276641;0.949153
-3.566299915;-5.929352760;14.203919411;140;143;176;0.437408;0.860169
-5.212440491;0.089275837;19.778703690;128;127;143;0.978074;0.902542
-0.927885294;-2.671223402;17.713581085;149;153;182;0.276641;0.923729
-9.087523460;6.003656387;18.978717804;131;143;157;0.276641;0.919492
-3.237787247;-5.765113831;14.259798050;49;57;44;0.195615;0.868644
-11.965188980;4.599956989;16.550537109;37;49;75;0.618588;0.872881
-4.004448891;3.362055779;11.821659088;84;88;117;0.195615;0.894068
-3.880488873;1.660505772;17.007217407;79;85;99;0.437408;0.911017
-7.589343071;-0.551188469;10.664964676;92;94;106;0.479156;0.885593
-7.463835239;-2.961667776;10.881752014;63;64;69;0.391230;0.843220
-1.210439682;5.161849976;16.254600525;115;111;144;0.276641;0.796610
-6.888118744;-2.380044460;11.297246933;75;80;60;0.195615;0.847458
-9.445700645;0.219213486;20.472787857;137;154;198;0.437408;0.771186
-2.401491404;-5.183656693;15.196825027;105;105;143;0.195615;0.843220
-13.351546288;1.571295023;17.521690369;128;155;202;0.705299;0.868644
-1.978464127;5.337553024;16.910419464;185;203;243;0.677629;0.911017
-9.702042580;0.333763599;20.491016388;73;77;104;0.437408;0.775424
-12.512789726;4.177354336;13.337835312;205;211;245;0.195615;0.864407
-4.120209217;0.701288700;10.997286797;181;192;214;0.195615;0.919492
-13.867923737;-4.910868645;21.002328873;134;126;150;0.618588;0.898305
-2.766886711;-4.609236717;13.595441818;64;59;19;0.195615;0.860169
-8.101408958;-6.627045631;13.779297829;54;56;53;0.705299;0.788136
-5.050981998;2.674799919;10.728721619;75;80;136;0.195615;0.847458
-7.222017288;-5.121482849;11.551008224;56;60;46;0.276641;0.771186
-11.630805969;5.586641312;20.349725723;127;147;184;0.731924;0.978814
-6.996234894;0.065235496;11.784275055;82;88;114;0.195615;0.847458
-7.878870487;-2.029555321;9.626766205;175;179;217;0.195615;0.809322
-7.593256474;1.584522963;20.087894440;92;95;130;0.276641;0.817797
-17.085121155;0.338694334;20.081926346;103;101;125;1.205850;0.944915
-0.759122849;4.230241299;17.235857010;60;66;90;0.391230;0.940678
-11.235048294;5.574471951;19.041671753;81;90;119;0.806540;0.915254
-13.513303757;3.209295750;10.358717918;170;184;185;0.195615;0.851695
-8.598657608;6.246551037;18.991979599;109;110;130;0.338815;0.936441
-14.271851540;-10.429477692;17.437683105;190;192;215;0.195615;0.860169
-7.844950676;-7.921093464;15.958059311;121;121;149;0.479156;0.919492
-3.505345345;-7.069537640;12.510629654;125;130;136;0.276641;0.872881
-17.974695206;0.110742569;18.376947403;68;58;67;0.437408;0.894068
-11.247426033;-8.321027756;15.069305420;104;105;123;0.437408;0.847458
-5.046189308;1.787300587;16.368677139;156;157;175;0.195615;0.830508
-10.624161720;6.459369183;15.947542191;189;196;202;0.338815;0.881356
-11.949584961;1.896081686;18.039659500;104;106;155;0.479156;0.902542
-7.415588856;1.291563749;13.735784531;75;82;92;0.338815;0.779661
-6.435751438;-5.376154900;16.162387848;180;168;208;0.806540;0.944915
-16.615585327;-1.022833824;10.568429947;145;162;206;0.195615;0.936441
-10.292342186;-4.441936016;18.074333191;134;121;131;0.195615;0.911017
-4.411384106;3.472882748;16.239509583;171;193;240;0.586844;0.847458
-7.192389965;-1.776839495;10.228885651;56;54;57;0.195615;0.796610
0.388309240;-6.857742310;15.583057404;158;155;172;0.437408;0.894068
-8.604127884;-6.079939842;11.564310074;108;100;147;0.677629;0.881356
-17.127429962;-1.175496101;10.671589851;109;115;163;0.276641;0.919492
-9.934791565;-8.515320778;14.952846527;168;176;199;0.437408;0.877119
-14.210962296;-2.340870857;13.865243912;160;149;189;0.276641;0.826271
-6.626924992;-2.397574902;11.913805008;164;170;196;0.276641;0.809322
-8.603208542;-4.285567760;12.020401955;155;150;173;0.782459;0.898305
-19.864994049;1.888866901;19.049539566;106;109;140;0.479156;0.885593
-11.645184517;1.423589230;17.817171097;115;133;181;0.338815;0.838983
-7.766999245;-6.179272175;13.545970917;128;133;136;0.705299;0.860169
-12.564051628;-1.776517987;14.839489937;60;83;91;0.391230;0.822034
-4.625409126;4.277173042;11.434844017;157;171;218;0.195615;0.868644
-6.751113415;-1.285718918;21.851741791;132;127;167;1.205850;0.974576
-7.513817787;-2.735359669;21.184196472;145;146;167;1.589182;0.953390
-7.967256069;-7.712677956;14.156734467;82;89;97;0.276641;0.868644
-2.362025738;5.087050438;16.940608978;66;63;80;0.391230;0.822034
-5.549095154;-1.391015053;15.834035873;141;133;157;0.437408;0.855932
-14.483868599;2.331825256;17.809381485;124;120;153;0.586844;0.949153
-8.446763039;-6.738436222;19.208196640;101;89;125;1.140620;0.940678
-9.612686157;6.171087265;16.904605865;60;56;89;0.195615;0.847458
-5.744780540;2.851177216;11.697340965;108;112;141;0.195615;0.885593
-4.741169453;-4.301639557;18.225313187;166;173;201;0.782459;0.919492
-9.550760269;-5.398470879;13.927756310;139;140;132;0.958313;0.911017
-13.954280853;3.253438711;13.168639183;66;80;115;0.338815;0.864407
-17.811738968;1.595238686;20.874000549;95;93;115;0.586844;0.995763
-14.786228180;-8.210778236;16.937746048;160;168;189;0.276641;0.855932
-9.210376740;-1.922529221;6.729842663;131;133;184;0.479156;0.860169
-2.099630356;-2.213606358;16.654277802;92;89;72;0.195615;0.855932
-9.142223358;-1.974353552;6.793526173;95;97;122;0.586844;0.927966
-3.697806358;2.969705343;11.768527985;58;55;66;0.195615;0.885593
-13.300981522;-8.954833031;15.852862358;155;143;163;0.437408;0.877119
-0.697041810;-5.065628529;18.312770844;53;54;74;0.648781;0.847458
-5.274848938;-0.065539360;9.986568451;100;108;121;0.195615;0.881356
-1.670351505;3.177914619;17.580402374;113;106;137;0.731924;0.923729
-13.595179558;-2.178456306;11.971913338;100;84;94;0.677629;0.872881
-20.765035629;-6.442125320;7.447225571;135;143;180;0.978074;0.961864
-11.975062370;-4.428158283;17.242517471;108;112;141;0.276641;0.919492
-7.523036480;-6.222587585;13.027282715;141;157;170;0.195615;0.855932
-15.584709167;-1.726702690;16.893133163;146;143;162;0.338815;0.881356
-17.155307770;0.412125587;9.869850159;151;154;171;0.195615;0.851695
-11.768938065;-5.679512501;15.925516129;45;51;63;0.195615;0.902542
-5.667823792;-0.799773216;9.448051453;37;38;30;0.276641;0.805085
-2.410132885;-7.470070362;19.397628784;110;134;172;0.586844;0.923729
-3.534336567;0.076889515;15.350272179;156;161;181;0.391230;0.788136
-6.737820148;1.111840010;14.907690048;48;56;79;0.437408;0.800847
-12.879670143;-9.610997200;16.378028870;108;117;134;0.806540;0.940678
-4.792568207;-7.185504436;13.035902977;99;105;129;0.195615;0.898305
-13.977462769;-6.190052509;21.100744247;95;117;167;0.338815;0.877119
2.064129829;-5.389154911;16.674411774;180;165;194;0.874816;0.919492
-12.078342438;-1.116077423;14.492483139;204;212;235;0.829923;0.872881
-14.757454872;2.525230408;16.941658020;150;154;166;0.195615;0.855932
-11.217403412;2.438222885;9.187779427;163;160;179;0.195615;0.872881
-9.705754280;-0.837154508;14.842329979;79;88;97;0.391230;0.830508
-5.503863335;1.069235086;14.944838524;118;137;179;0.479156;0.838983
-0.877909899;-4.855464935;17.651069641;66;66;102;0.195615;0.906780
-13.060463905;-5.887457848;16.617944717;171;169;208;0.391230;0.872881
-8.646262169;-5.727197647;11.718067169;36;40;49;0.586844;0.830508
-9.884326935;4.654079437;17.159103394;127;126;132;0.479156;0.817797
-7.174712181;-5.655476093;11.633097649;194;195;225;0.195615;0.822034
-4.199698448;3.745105982;11.898496628;107;108;139;0.195615;0.902542
-12.232872009;4.049951553;14.952276230;73;75;116;0.391230;0.830508
-19.497325897;-1.183599949;12.308471680;90;96;118;0.338815;0.860169
-1.253253937;-7.155587196;18.997245789;19;10;13;0.276641;0.855932
-8.786508560;-0.730525613;9.728104591;95;114;173;0.195615;0.830508
-5.592196941;-4.323050499;15.157059669;191;190;195;0.195615;0.868644
-9.729992867;-0.876459479;15.187791824;76;90;101;0.437408;0.868644
-7.804162502;-6.416654587;14.131180763;190;205;224;0.806540;0.919492
-15.255793571;2.205726624;17.508548737;110;115;155;0.479156;0.932203
-2.375818253;-7.084194183;18.925094604;143;130;150;0.195615;0.868644
-6.938313484;-2.646416903;20.695304871;162;163;184;0.896420;0.940678
-8.388122559;-4.953796864;20.374275208;213;199;232;1.053418;0.970339
-9.772870064;-0.074036002;20.808500290;102;120;170;0.618588;0.894068
-2.448582888;-8.483415604;12.492439270;65;64;69;0.276641;0.868644
-4.007233620;-6.651133060;15.891143799;51;44;52;0.731924;0.885593
-6.211228371;1.233054876;14.943893433;56;55;63;0.195615;0.775424
-17.088571548;-0.925409794;12.049356461;127;128;159;0.437408;0.932203
-0.050858259;-7.282635689;15.394821167;204;209;229;0.276641;0.838983
-8.908371925;0.402716279;21.372470856;126;144;158;0.479156;0.936441
-13.064016342;-5.838953972;20.921714783;174;171;198;0.479156;0.923729
-16.386829376;-1.264556408;16.956350327;149;141;178;0.806540;0.940678
-11.839647293;5.346437454;16.866077423;61;61;49;0.978074;0.894068
-12.255311966;-5.320636749;20.537082672;143;150;168;0.391230;0.898305
-3.339261055;-5.441961765;18.751667023;74;76;91;0.553282;0.885593
-7.878169060;-1.391274452;21.174554825;61;54;44;0.479156;0.927966
-12.295991898;5.089800835;17.058250427;46;46;46;0.896420;0.911017
-0.831596255;-5.156035900;18.721492767;96;101;123;0.586844;0.894068
-5.952498436;-4.860291481;15.776472092;176;177;205;0.195615;0.872881
-8.833270073;-3.397294044;20.344202042;235;228;246;0.829923;0.889831
-11.782777786;-6.709215641;13.703131676;157;147;174;0.195615;0.813559
-8.605528831;-4.149023056;16.826866150;209;204;234;0.586844;0.881356
-19.322441101;0.321665764;18.558383942;100;108;155;0.479156;0.915254
-3.219561577;1.576006413;16.742307663;151;150;164;0.195615;0.894068
-3.142090797;4.618650913;16.763723373;212;213;233;0.806540;0.898305
-6.308069229;-0.608636618;20.996622086;191;187;224;0.586844;0.894068
-13.909471512;-8.541939735;17.474260330;82;89;95;0.553282;0.868644
-12.950177193;-3.383929968;21.102767944;114;117;126;1.016444;0.991525
-8.718548775;-3.586887360;10.812013626;51;62;54;0.437408;0.885593
-16.417356491;0.034247875;15.549932480;35;36;56;0.648781;0.877119
-1.703634739;-4.439937592;18.320169449;92;99;128;0.437408;0.838983
-9.924195290;0.204776287;19.914693832;114;115;146;0.276641;0.796610
-12.586637497;-7.030354023;16.982168198;53;71;109;0.586844;0.881356
-15.520541191;-9.930273056;17.149007797;141;145;156;0.479156;0.860169
-8.262422562;5.407924175;19.298908234;91;103;93;0.705299;0.940678
-5.634028435;-4.325506210;17.699077606;162;168;184;0.586844;0.898305
-4.448489666;-3.674025059;16.750381470;106;109;124;0.437408;0.894068
-10.600429535;-8.893026352;11.675113678;148;161;170;0.195615;0.855932
-7.967959404;-0.759665608;10.773614883;84;94;155;0.276641;0.919492
-11.242113113;2.009261370;18.360086441;130;131;136;0.437408;0.949153
-7.847460747;1.829593778;20.972284317;121;131;180;0.618588;0.906780
-9.271587372;-5.549113750;20.018718719;202;204;219;1.071426;0.915254
-4.382619381;1.503990173;11.211740494;135;133;146;0.391230;0.885593
-7.403160572;-3.682212114;16.463479996;64;63;58;0.553282;0.864407
-0.822466850;4.738366127;16.418630600;201;205;232;0.195615;0.809322
-12.501737595;2.832082987;11.513354301;84;75;76;0.195615;0.872881
-13.266448975;-6.657321930;21.143766403;87;89;112;0.586844;0.885593
-14.731478691;-8.680014610;16.906270981;165;166;197;0.276641;0.809322
-8.923176765;6.259869576;17.421819687;148;156;175;0.479156;0.822034
-14.053190231;1.698034525;13.237336159;145;137;174;0.195615;0.838983
-9.192019463;-3.258201599;9.207125664;185;191;213;0.195615;0.843220
-6.185665131;-3.313931704;12.653200150;87;99;97;0.276641;0.830508
-12.746118546;-5.737212181;20.704524994;55;56;38;0.479156;0.902542
-18.336097717;1.817606211;20.333801270;116;130;143;0.276641;0.915254
-7.996849060;6.117147446;18.026926041;80;80;108;0.437408;0.902542
-3.886865616;-6.493657589;17.603460312;32;32;30;0.806540;0.881356
-2.380111217;5.153478622;16.539588928;122;129;155;0.195615;0.822034
-5.231247902;-1.381873131;16.033563614;201;204;235;0.618588;0.881356
-11.776716232;4.054128170;18.636623383;131;127;142;0.917515;0.885593
-7.510803223;1.982280254;14.308290482;86;84;97;0.195615;0.792373
-9.464064598;-7.679495811;12.403977394;126;137;169;0.338815;0.877119
-6.738527298;6.922911167;18.211870193;125;126;154;0.829923;0.961864
-16.237762451;-0.444275737;9.506734848;102;99;80;0.437408;0.906780
-3.970916748;2.118072748;11.653213501;142;142;176;0.437408;0.906780
-5.775207520;2.959049702;10.566294670;107;108;129;0.195615;0.923729
1.965909958;-5.378786087;16.714282990;142;135;151;0.874816;0.911017
-10.739070892;-0.191433072;15.867021561;122;110;110;0.338815;0.902542
-13.067816734;3.817434072;14.549947739;54;74;101;0.586844;0.838983
-4.841751575;1.389542103;16.571950912;137;143;157;0.195615;0.877119
-6.300671577;6.637200832;18.404310226;93;78;101;1.252546;0.953390
-6.062289715;-5.657845020;12.802792549;172;188;201;0.276641;0.838983
-18.234794617;-0.601719141;18.905918121;117;119;142;0.276641;0.872881
-4.507024288;4.429059029;11.349348068;156;159;200;0.195615;0.885593
-9.038501740;-0.756004810;14.223033905;121;123;161;0.437408;0.838983
-6.393198490;-5.314733505;15.911649704;194;193;209;0.677629;0.881356
-8.542234421;-7.896929741;14.810320854;60;62;61;0.648781;0.872881
-11.799407005;-4.584471226;19.243125916;101;115;128;0.479156;0.944915
-5.969021797;3.339056253;16.628057480;156;180;228;0.479156;0.894068
-8.838138580;5.050879478;17.448738098;208;213;232;0.195615;0.834746
-7.543161869;-7.410881519;14.103816986;108;114;140;0.437408;0.813559
-1.899454355;-8.554767609;13.140414238;103;96;137;0.195615;0.872881
-6.395450115;-2.214447975;9.808147430;63;69;55;0.276641;0.855932
-5.579706192;-1.159037948;21.254241943;143;151;130;0.997444;0.974576
-16.319862366;-1.445856094;16.606935501;141;137;160;0.586844;0.911017
-1.944538116;-3.589990854;17.639928818;77;74;105;0.195615;0.847458
-6.180338860;3.635004997;16.400724411;161;184;218;0.586844;0.911017
-19.290966034;0.004107952;12.682436943;68;60;84;0.195615;0.872881
-6.412931442;0.351415873;12.530444145;166;149;191;0.195615;0.860169
-3.909515381;-6.114133358;14.153779030;52;47;43;0.276641;0.750000
-7.777641296;-5.280598640;12.126857758;52;60;45;0.437408;0.864407
-9.576519012;5.055201530;19.814495087;217;219;234;0.391230;0.919492
-6.754096508;0.818022490;20.809719086;142;159;179;0.677629;0.940678
-6.698714256;1.989954948;15.666681290;153;154;182;0.338815;0.851695
-8.273325920;-6.452476025;13.438740730;100;112;138;0.648781;0.830508
-2.730782509;-7.459300518;16.486137390;159;165;189;0.195615;0.906780
-18.342285156;1.359386444;19.703285217;105;122;138;0.195615;0.915254
-13.333661079;-6.080218315;21.288242340;99;107;118;0.586844;0.932203
-3.923543930;-0.975148201;15.153717041;148;160;174;0.276641;0.877119
-17.345977783;1.755357504;10.378332138;114;131;139;0.276641;0.847458
-9.845325470;-8.011992455;14.235926628;218;213;233;0.391230;0.851695
-14.142446518;1.047800064;13.250370026;77;82;124;0.437408;0.911017
-11.407711983;-6.811861038;11.995341301;46;50;49;0.195615;0.868644
-12.462790489;-2.891531944;16.205343246;155;141;174;0.586844;0.885593
-13.457370758;-2.743107796;11.842401505;117;112;134;0.276641;0.834746
-19.913450241;-0.631090164;12.345433235;57;64;74;0.195615;0.894068
-7.914129734;-8.111969948;15.309003830;153;152;184;0.276641;0.864407
-13.047301292;-6.539508820;21.069229126;127;132;154;0.553282;0.906780
-7.782632828;2.238056660;20.581201553;72;69;62;0.437408;0.826271
-18.038143158;1.324062347;20.411867142;118;106;110;0.338815;0.940678
-14.800477982;-8.532398224;16.980716705;71;68;51;0.195615;0.813559
-2.981811523;-7.169868469;14.814492226;88;96;119;0.195615;0.826271
-5.083544731;-4.734861374;18.031076431;99;98;114;0.731924;0.906780
-13.814844131;1.130452514;17.605422974;235;246;252;0.852665;0.911017
-2.175305605;-7.755852699;13.799462318;139;147;160;0.276641;0.915254
-8.097364426;0.031664610;21.722127914;109;125;151;0.648781;0.991525
-10.852695465;-8.392304420;11.584211349;36;36;46;0.479156;0.822034
-10.790493011;4.510562897;15.613697052;43;38;44;0.276641;0.872881
-13.041835785;4.856665611;16.479557037;75;79;108;0.195615;0.915254
-12.136410713;-0.960251331;13.904731750;180;165;184;0.276641;0.779661
-8.603595734;-6.242496014;19.277055740;181;181;193;0.806540;0.919492
-8.590178490;-3.302388668;8.259408951;63;63;97;0.195615;0.877119
-5.027096272;0.028423786;10.241227150;80;87;106;0.276641;0.894068
-9.379307747;0.361831784;20.391283035;140;163;204;0.195615;0.805085
-9.264926910;-0.569252968;14.996066093;201;198;219;0.437408;0.881356
-7.385737419;-3.798669815;13.019680023;141;139;163;0.553282;0.838983
-18.220191956;2.052091599;9.713389397;121;119;133;0.276641;0.860169
-12.708229065;-7.280848026;21.913625717;64;62;83;1.205850;1.000000
-7.785824776;0.823810339;20.939674377;89;94;134;0.195615;0.894068
-12.247064590;-5.933429241;20.896640778;133;123;148;0.731924;0.894068
-11.935846329;4.502424240;15.164417267;45;49;84;0.276641;0.838983
-12.431726456;-3.095799923;16.209894180;32;36;48;0.586844;0.915254
-10.079948425;-4.149517536;19.881471634;114;123;132;0.276641;0.855932
-14.979061127;-10.546049118;17.423830032;96;110;123;0.437408;0.822034
-13.069580078;-2.670341492;15.607978821;178;172;186;0.705299;0.898305
-2.945863247;4.183780670;17.104091644;205;211;225;0.586844;0.919492
-1.421037912;-4.752842903;18.789552689;64;63;69;0.553282;0.919492
-12.027718544;-6.996925354;15.734174728;119;122;155;0.479156;0.894068
-12.460508347;4.839098930;16.120813370;55;55;91;0.276641;0.860169
-1.449340105;3.572321415;17.557325363;103;97;141;0.437408;0.894068
-12.336164474;1.239603996;9.911381721;163;171;194;0.195615;0.885593
-1.344721556;-3.651345015;16.343223572;62;62;62;0.338815;0.855932
-5.299448013;1.342488647;16.638227463;164;172;218;0.553282;0.894068
-12.792359352;-2.443056107;15.649401665;126;126;154;0.586844;0.881356
-12.605064392;4.377749920;16.376611710;68;77;108;0.195615;0.881356
-17.947107315;1.712760925;16.401813507;140;136;124;0.437408;0.889831
-19.501272202;1.746396780;19.745445251;99;100;121;0.618588;0.881356
-12.289842606;-1.577394485;12.376563072;137;150;202;0.479156;0.838983
-5.029113770;2.971190453;16.697254181;156;162;184;0.618588;0.894068
0.070852935;-5.863151550;16.194332123;78;79;99;0.276641;0.843220
-13.281925201;-5.097086906;21.087642670;139;139;151;0.731924;0.906780
-12.803915977;-5.730021477;21.287946701;50;45;15;0.731924;0.944915
-7.731493950;2.102677584;20.680185318;243;229;228;0.276641;0.826271
-7.943603516;0.249266863;16.601045609;74;80;106;0.705299;0.949153
-8.614302635;-3.577858686;7.655141830;201;192;221;0.195615;0.864407
-11.330131531;5.977930546;15.165983200;58;65;49;0.437408;0.872881
-8.744280815;-5.729984760;11.141142845;121;123;146;0.391230;0.834746
-8.378494263;-0.401928782;10.139112473;88;101;109;0.195615;0.809322
-14.642745972;2.258421898;10.703910828;206;205;223;0.437408;0.877119
-13.377351761;-5.819301128;16.567739487;83;85;108;0.276641;0.872881
-9.691962242;-8.482509613;14.318153381;166;170;197;0.618588;0.822034
-5.700797558;-5.518099785;13.185432434;219;222;241;0.586844;0.881356
-6.523356438;2.170858860;15.757797241;94;89;121;0.195615;0.864407
-1.739730358;-4.965147018;15.370275497;110;114;126;0.195615;0.847458
-12.714286804;-1.537326813;15.510833740;76;82;68;0.806540;0.830508
-7.249907494;-2.498600960;11.228876114;98;110;110;0.437408;0.902542
-12.221624374;-6.375355244;21.656175613;124;121;112;1.071426;0.966102
-3.660802841;2.484739780;10.816967964;127;120;162;0.276641;0.864407
-2.855034590;-5.563337803;17.876995087;148;155;184;0.391230;0.834746
-9.509802818;-6.789076328;19.747180939;148;153;175;0.978074;0.949153
-7.723252296;-5.198143959;11.673388481;64;72;93;0.437408;0.838983
-12.690139771;-8.796724319;16.908014297;187;197;224;0.195615;0.906780
-14.428500175;-3.425983191;13.162940025;131;129;150;0.195615;0.881356
-7.515080452;-4.667937756;16.888143539;170;178;199;0.829923;0.872881
-13.675140381;-8.788813591;16.969499588;161;172;190;0.276641;0.813559
-11.471898079;-6.505075932;16.279806137;140;144;169;0.997444;0.894068
-17.581596375;-0.188611984;20.091794968;60;60;58;1.437469;0.940678
-9.369577408;-2.939358711;8.857574463;161;178;222;0.276641;0.868644
-4.984937191;-4.936992645;16.422460556;191;185;219;0.195615;0.911017
-5.653673172;1.782076478;16.432064056;107;109;150;0.479156;0.817797
-0.308585286;3.941146851;16.316165924;165;172;190;0.391230;0.838983
-1.330011845;-7.834441185;18.799657822;140;142;165;0.338815;0.834746
-7.168632030;0.247317791;16.523164749;75;74;82;0.437408;0.923729
-17.380315781;0.495690823;17.592725754;117;111;137;0.553282;0.936441
-19.768774033;-0.828012466;12.038113594;45;42;63;0.338815;0.805085
-10.704395294;-5.327957153;11.552055359;160;182;231;0.195615;0.830508
-0.289048463;-4.266036034;17.338088989;168;176;199;0.391230;0.885593
-8.159098625;-3.575102329;8.335288048;24;26;2;0.195615;0.889831
-18.911266327;1.913802862;20.579301834;166;168;193;0.874816;0.974576
-7.346318245;-7.738265991;16.007360458;180;195;236;0.731924;0.927966
-2.366539955;-4.871934891;15.709131241;82;72;60;0.338815;0.889831
-14.844249725;2.185710669;11.142512321;110;123;175;0.874816;0.906780
-17.590719223;1.559565783;16.610225677;135;148;183;0.437408;0.919492
-3.311624050;-7.780725956;13.548559189;149;153;162;0.195615;0.894068
-12.232844353;-7.590528488;21.347688675;170;162;177;1.016444;0.936441
-7.532881737;-0.466645241;20.882547379;68;70;82;0.618588;0.894068
-6.127175331;-5.646862030;15.638393402;120;108;144;0.648781;0.868644
-19.661012650;1.454777718;19.540475845;109;114;156;0.391230;0.847458
-7.776793480;-6.708258629;14.203109741;105;116;120;0.677629;0.894068
-14.414445877;1.883704901;9.806104660;148;147;165;0.276641;0.860169
-9.685043335;-4.973368645;19.919620514;159;159;185;0.806540;0.927966
-13.457530975;-2.907797813;14.663662910;227;231;240;0.731924;0.872881
-12.975955963;0.632361412;18.019323349;83;83;107;0.958313;0.966102
-1.790836573;-3.269033194;16.036380768;61;60;58;0.338815;0.919492
-8.095228195;-4.150096416;16.978317261;202;196;224;0.437408;0.911017
-1.776950836;-4.953778267;19.359029770;100;112;126;0.852665;0.970339
