//X;Y;Z;R;G;B;Scalar field;Illuminance (PCV)
-1.702109337;4.980217934;16.521331787;151;159;180;0.195615;0.834746
-9.954809189;-7.294967651;13.728737831;63;65;64;0.437408;0.805085
-10.575499535;3.840415955;17.906618118;123;114;143;0.276641;0.919492
-9.725996017;-8.497877121;14.756726265;202;203;221;0.586844;0.872881
-10.532850266;4.534325123;19.070383072;82;93;89;0.586844;0.961864
-10.552713394;-8.171187401;12.253805161;102;97;129;0.195615;0.894068
-13.208833694;1.638108850;13.391032219;204;217;226;0.586844;0.872881
-15.068370819;2.117625713;17.396324158;85;85;123;0.437408;0.872881
-7.050810814;1.782168865;20.893892288;114;121;173;0.705299;0.906780
-14.774659157;-0.138586044;15.391098022;148;165;195;0.479156;0.864407
-12.138833046;0.611538887;9.080955505;102;108;134;0.276641;0.855932
-8.115969658;0.833838582;20.595125198;110;126;175;0.479156;0.822034
-3.769760609;2.133398533;10.150080681;60;67;51;0.195615;0.855932
-9.881017685;-0.754968286;14.220294952;103;115;153;0.195615;0.864407
-5.022767067;-5.424190044;15.667247772;109;118;113;0.276641;0.868644
-6.611354828;-6.391905785;12.414508820;104;104;132;0.195615;0.805085
-3.393458366;2.136002541;17.477048874;119;131;157;0.829923;0.961864
-3.816294193;1.785092711;10.762205124;156;164;211;0.276641;0.809322
-16.719163895;2.430712223;19.963180542;93;81;93;0.618588;0.927966
-5.370662212;-0.220534086;10.148900032;178;174;197;0.195615;0.868644
-12.429571152;4.277852058;14.874551773;39;39;41;0.276641;0.754237
-7.054574013;2.780451775;15.118225098;118;132;161;0.276641;0.898305
-2.049177885;-4.986819267;13.517426491;71;70;76;0.195615;0.881356
-11.010777473;-5.422123909;12.086647034;51;57;71;0.276641;0.919492
-13.993957520;-8.780446053;17.533418655;80;86;74;0.276641;0.851695
-3.631285191;-5.672149658;18.148557663;68;75;85;0.553282;0.877119
-13.228349686;-6.075775146;21.457153320;119;121;146;0.618588;0.927966
-7.697850227;-3.087941408;16.482976913;142;143;161;0.553282;0.894068
-11.834725380;2.946762085;15.062907219;100;101;106;0.195615;0.822034
-13.201490402;-3.560706139;17.814737320;203;206;225;0.437408;0.974576
-10.950293541;-6.009798527;13.234262466;237;231;245;0.195615;0.843220
-11.469940186;3.238150835;17.187736511;148;115;142;0.195615;0.902542
-8.174266815;1.603743553;20.455303192;109;107;120;0.276641;0.733051
-2.370277882;-7.356929302;19.703582764;109;125;151;0.648781;0.978814
-9.744760513;-7.673342228;14.207254410;65;67;80;0.437408;0.885593
-11.754725456;-3.285399437;14.089485168;208;190;206;0.195615;0.877119
-12.156479836;-6.256632328;16.076482773;74;93;110;0.195615;0.838983
-9.739145279;-7.847379684;14.223620415;106;97;114;0.391230;0.860169
-3.025449753;-5.847811222;19.039619446;111;115;140;0.437408;0.911017
-8.985985756;1.962352276;20.381368637;143;168;222;0.276641;0.783898
-8.346395493;-4.581213951;11.258107185;146;154;191;0.195615;0.826271
-1.919729233;-3.537343979;16.345537186;149;148;162;0.195615;0.860169
-8.285661697;-0.320078492;9.576894760;67;80;97;0.195615;0.864407
-7.845610619;-3.421939850;10.918728828;146;147;167;0.195615;0.868644
-12.801805496;-2.965814590;15.984558105;55;60;90;0.437408;0.885593
-17.941698074;0.985174417;20.563055038;156;161;191;0.705299;0.940678
-5.988099575;3.257599354;11.045704842;63;60;69;0.195615;0.868644
-3.880010128;1.705082893;10.693531990;139;140;186;0.195615;0.834746
-6.311352730;-4.369945526;12.612273216;183;190;219;0.195615;0.864407
-7.111434937;-2.235510349;20.956417084;162;154;191;0.917515;0.944915
-7.696879387;2.490882397;15.114703178;77;74;101;0.195615;0.809322
-0.888906598;-3.857719421;17.516633987;147;153;179;0.195615;0.851695
-8.154218674;6.100400448;17.892902374;161;151;188;0.195615;0.838983
-11.683399200;4.971261501;19.501123428;98;109;154;0.276641;0.949153
-1.839069366;-7.171251297;19.516769409;149;151;172;0.437408;0.906780
-9.723241806;-4.775266647;19.837675095;65;53;65;0.586844;0.902542
-15.452157021;-9.284901619;17.035785675;58;60;81;0.586844;0.911017
-11.666740417;-9.282155037;17.278671265;156;162;188;0.997444;0.864407
-1.184489489;-5.565121651;19.329216003;193;197;235;0.553282;0.911017
-11.889029503;4.181450367;17.107721329;122;143;208;0.648781;0.932203
-13.137653351;-6.644867420;17.177736282;101;118;174;0.553282;0.940678
-19.651748657;0.223230362;12.552391052;168;174;208;0.276641;0.936441
-6.974596977;-0.017783880;9.954980850;165;151;166;0.195615;0.885593
-0.093222216;-6.179262638;18.927251816;147;158;190;0.586844;0.923729
-6.689662457;-0.040197492;16.099645615;103;116;151;0.276641;0.898305
-7.997445583;-9.344787598;15.604568481;160;158;180;0.437408;0.906780
-8.914965630;1.661120892;20.577417374;109;122;157;0.276641;0.796610
-0.876781106;-5.131119728;19.260404587;89;91;116;0.829923;0.940678
-12.461720467;-4.794310570;17.003332138;60;67;86;0.391230;0.877119
-12.765830040;-7.595304489;16.863439560;52;53;55;0.586844;0.809322
-10.067489624;-0.196586967;20.331892014;93;105;143;0.338815;0.868644
-12.422133446;-3.630351067;20.577724457;139;136;153;0.437408;0.919492
-5.343122482;1.989603519;16.558629990;96;112;163;0.276641;0.872881
-1.818712234;-4.909397125;18.733293533;102;104;143;0.437408;0.881356
-11.892185211;-6.692455292;13.898297310;216;209;240;0.338815;0.868644
-13.308983803;5.079303265;15.988145828;110;118;154;0.479156;0.877119
-2.114692211;-5.050029755;16.682783127;66;66;68;0.586844;0.906780
-1.232651711;-4.552870750;18.420240402;166;180;206;0.553282;0.860169
-11.776913643;1.162924051;9.942610741;146;136;163;0.195615;0.771186
-12.096929550;3.558959484;17.425537109;133;150;196;0.195615;0.889831
-7.350879192;6.314583778;17.985752106;237;238;243;0.276641;0.932203
-12.383913040;5.109120846;15.961788177;42;43;48;0.479156;0.894068
-7.420032501;-3.689078331;16.955081940;202;209;217;0.874816;0.911017
-4.266272545;2.874666452;11.413929939;234;241;249;0.195615;0.881356
-1.306573629;-2.702914238;17.699880600;143;146;177;0.195615;0.902542
-2.264171362;-3.262715101;14.318696976;75;72;101;0.195615;0.851695
-12.466940880;-5.855900764;21.101453781;92;88;89;0.852665;0.864407
-12.468374252;3.841049671;14.511789322;138;152;165;0.437408;0.805085
-5.734432697;1.288469315;14.193147659;73;80;134;0.276641;0.830508
-11.420051575;5.880935669;14.588546753;137;142;161;0.553282;0.843220
-2.255680084;-2.895310163;17.860862732;183;192;225;0.437408;0.902542
-6.702024937;-5.878121376;11.966084480;70;76;102;0.276641;0.843220
-2.128931046;1.739468813;16.821706772;192;183;204;0.731924;0.902542
-15.732551575;-0.064077377;15.531374931;81;80;96;0.437408;0.898305
-15.359212875;-8.132535934;16.944242477;99;103;150;0.618588;0.936441
-7.610094547;-8.558247566;15.000326157;158;157;191;0.195615;0.915254
-12.389810562;-1.378753662;15.694361687;145;157;181;0.978074;0.877119
-13.610245705;3.264083862;14.985715866;47;45;46;0.618588;0.877119
-5.264316559;-0.173926711;14.148935318;54;57;88;0.276641;0.894068
-3.362208366;-6.304951668;19.399269104;69;84;61;0.874816;0.906780
-19.013751984;1.550146103;20.399419785;135;134;150;1.071426;0.983051
-0.200702533;-7.332322121;15.644686699;97;107;134;0.276641;0.915254
-8.138309479;-7.362762451;14.236818314;53;52;48;0.437408;0.834746
-13.471331596;-7.500198841;16.223464966;66;86;145;0.195615;0.868644
-3.035493374;-0.615979910;14.983845711;206;208;231;0.276641;0.851695
-15.037107468;-0.828736305;16.100654602;190;184;210;0.437408;0.881356
-1.145579100;2.766375780;17.076629639;140;146;170;0.195615;0.838983
-3.502945900;3.163175106;10.992389679;86;92;106;0.276641;0.855932
-11.898001671;-8.189558983;17.543891907;135;136;157;0.705299;0.881356
-5.879417896;-3.968301773;12.545487404;174;168;196;0.195615;0.877119
-11.457024574;-7.573196888;17.764537811;145;149;176;0.978074;0.927966
-12.619733810;1.065777540;9.016273499;72;65;98;0.338815;0.813559
-12.055314064;-2.184880733;11.721066475;98;81;73;0.195615;0.813559
-6.986780167;-7.686143398;15.198756218;172;180;201;0.479156;0.868644
-9.147851944;5.024080276;17.578771591;181;165;192;0.276641;0.838983
-13.160572052;-9.266828537;15.492111206;129;141;157;0.195615;0.826271
-10.324628830;-0.716397285;16.312065125;212;211;219;0.586844;0.953390
-5.699817181;0.076081753;20.320665359;113;102;144;0.648781;0.838983
-3.006361961;4.813228607;16.854837418;71;72;102;0.731924;0.872881
-5.804710388;0.126344681;13.821793556;149;165;198;0.391230;0.805085
-10.810727119;3.907713890;15.252830505;129;145;144;0.618588;0.885593
-15.825397491;2.457085133;9.336574554;104;83;100;0.195615;0.877119
-12.334751129;-9.458913803;15.036077499;121;124;155;0.276641;0.868644
-9.439098358;-4.765399933;20.645318985;125;137;179;1.071426;0.889831
-15.798268318;-2.632542610;16.647520065;170;175;197;0.276641;0.860169
-12.999037743;-0.945922375;12.851967812;60;63;46;0.437408;0.838983
-1.902783394;-6.327251434;19.336641312;100;108;129;0.806540;0.826271
-13.169088364;-7.537254333;14.629640579;144;158;203;0.195615;0.847458
-12.756434441;-6.002861977;14.695995331;47;51;26;0.195615;0.894068
-19.395437241;0.683806896;18.418962479;93;92;134;0.618588;0.885593
-8.327105522;-1.345177174;21.433719635;137;135;149;0.553282;0.936441
-18.939346313;2.746539116;19.383499146;142;148;172;0.479156;0.923729
-16.958873749;2.505563259;19.659175873;102;92;116;0.437408;0.902542
-6.205040455;1.742025137;13.782534599;103;115;173;0.195615;0.796610
-12.536596298;-0.299532413;13.677903175;218;231;250;0.437408;0.851695
-13.412462234;-8.407857895;17.669441223;69;86;106;0.618588;0.957627
-10.624370575;-4.005682945;14.379479408;59;60;42;0.195615;0.877119
-4.939286232;2.887132168;16.435001373;168;165;186;0.437408;0.817797
-6.295602322;-8.197212219;14.719243050;83;66;102;0.276641;0.868644
-10.996179581;-6.024718761;13.710022926;157;157;191;0.479156;0.898305
-6.161092281;-1.365206122;21.430374146;138;153;176;0.806540;0.961864
-19.005746841;0.029900551;19.387943268;82;88;114;0.978074;0.927966
-16.131700516;-2.308938026;16.815574646;100;93;111;0.618588;0.889831
-7.168854713;0.443883777;12.587562561;81;89;76;0.276641;0.864407
-2.677498817;4.004976273;17.218435287;132;140;176;0.586844;0.885593
-17.761457443;1.111051083;20.642045975;109;106;133;0.553282;0.919492
-13.134808540;-8.764635086;14.791137695;63;63;75;0.195615;0.843220
-5.374121189;2.094821453;15.620372772;58;57;55;0.195615;0.813559
-9.757235527;-6.266304016;13.933393478;78;86;88;0.276641;0.855932
-13.772861481;-9.678267479;17.641159058;156;146;170;0.276641;0.830508
-2.224378347;0.153336287;15.119305611;122;146;170;0.276641;0.860169
-8.229981422;-8.222821236;14.165920258;72;70;81;0.276641;0.898305
-17.218833923;1.005360365;9.351407051;121;114;147;0.391230;0.872881
-12.570764542;-3.700375080;21.052307129;115;121;137;0.874816;0.983051
-12.798076630;-4.589659214;17.286396027;109;102;133;0.479156;0.932203
-2.243083239;-4.815080643;19.243968964;153;166;200;0.806540;0.927966
-17.888793945;1.827447176;16.384868622;91;97;145;0.586844;0.936441
-8.048830032;-4.710822582;11.767833710;95;102;112;0.618588;0.809322
-9.943759918;0.226941705;20.492902756;94;92;97;0.276641;0.805085
-1.602209568;3.783777237;17.431427002;150;149;180;0.677629;0.894068
-18.478866577;0.009415627;19.499603271;92;96;121;0.782459;0.932203
-7.852757931;-6.050105095;11.468595505;192;199;218;0.195615;0.885593
-10.316272736;-7.849691391;14.372669220;125;128;171;0.276641;0.817797
-12.269414902;2.047447681;17.867731094;98;93;89;0.553282;0.877119
-6.870915413;-2.416059494;10.601887703;89;92;109;0.195615;0.779661
-2.168450117;-6.889794827;19.829824448;147;158;176;0.782459;0.974576
-3.870260477;-6.389940262;15.505567551;138;141;186;0.648781;0.864407
-6.843345165;6.888594627;18.178371429;162;159;190;0.705299;0.927966
-20.592903137;-6.897141457;7.463691711;140;160;195;0.731924;0.949153
-10.373661041;5.507430077;16.498983383;83;82;114;0.195615;0.843220
-7.306149960;-4.686950684;12.919315338;204;212;231;0.276641;0.898305
-8.217532158;4.011149406;19.981098175;163;183;207;0.276641;0.940678
-9.550856590;-0.202660680;20.181892395;89;79;69;0.276641;0.822034
-16.571166992;0.044227123;14.005975723;20;26;12;0.195615;0.834746
-11.809267998;2.460431099;18.027063370;103;108;140;0.479156;0.932203
-3.830005646;-6.287130356;17.914127350;75;71;86;0.852665;0.877119
-13.580234528;1.914736032;10.897392273;99;99;99;0.195615;0.881356
-0.498682976;4.908629894;16.070991516;158;161;194;0.195615;0.817797
-2.776476860;-4.561004639;13.490254402;202;204;227;0.195615;0.906780
-12.645519257;4.710423946;15.787803650;49;49;85;0.276641;0.872881
-2.845382690;-5.495768547;15.434437752;69;76;92;0.276641;0.822034
-9.410284996;6.604713440;19.182685852;90;101;131;0.586844;0.936441
-7.252809048;-4.522872925;9.607759476;98;102;88;0.705299;0.851695
-0.821419716;2.582168579;16.837635040;185;177;200;0.195615;0.855932
-16.931621552;1.955205560;9.641222954;53;56;63;0.338815;0.860169
-13.466977119;-3.455602646;20.554977417;152;164;204;0.479156;0.868644
-11.374038696;1.085572362;9.922019958;113;134;181;0.195615;0.885593
-11.673942566;-2.089272976;15.297414780;55;55;81;0.479156;0.847458
-9.694225311;0.642649531;20.727771759;106;119;161;0.437408;0.834746
-9.950422287;-5.074706554;10.310563087;40;38;41;0.276641;0.830508
-7.550003052;-4.345324516;10.237642288;132;131;171;0.195615;0.805085
-12.330262184;-6.491432190;21.186416626;187;192;212;0.618588;0.902542
-7.910703659;2.939410448;19.804037094;136;156;189;0.195615;0.817797
-19.341651917;-1.335343361;12.189696312;47;47;47;0.276641;0.885593
-7.313100815;2.015391111;14.849718094;199;189;213;0.195615;0.745763
-7.246266842;1.821190238;15.237976074;65;76;70;0.276641;0.796610
-5.839386940;0.431813717;20.385326385;131;133;154;0.705299;0.902542
-0.958235025;3.466069698;17.189603806;90;93;128;0.195615;0.826271
-7.600165844;-5.176609993;12.102690697;149;163;192;0.338815;0.809322
-10.544318199;-3.944004059;9.855948448;52;53;55;0.276641;0.826271
-8.773050308;-0.362728477;21.134037018;119;129;165;0.437408;0.927966
-8.513025284;-3.002414703;16.748052597;105;111;123;0.896420;0.877119
-7.079794407;-3.358669996;15.794523239;84;89;95;0.731924;0.855932
-2.173938036;4.225612164;17.149330139;149;154;174;0.338815;0.817797
-15.322292328;2.616571426;16.400123596;88;84;117;0.276641;0.864407
-5.371812820;-4.395285130;17.649084091;141;130;164;0.437408;0.872881
-13.539320946;-2.671305656;11.332369804;84;84;110;0.195615;0.877119
-14.504838943;2.749620676;10.286960602;76;79;72;0.195615;0.822034
-0.791457534;-4.199957371;18.070247650;91;97;113;0.195615;0.843220
-2.498692036;-5.272443771;16.174911499;104;128;106;0.195615;0.885593
-3.694766045;0.320886850;11.005861282;168;168;192;0.437408;0.898305
-6.860400200;0.854056835;16.007608414;91;93;118;0.338815;0.877119
-11.933460236;-2.835552216;16.499038696;136;143;169;0.618588;0.923729
-9.102481842;-4.104764938;16.852178574;223;225;248;0.705299;0.864407
-11.445169449;-7.186091900;15.472963333;64;62;83;0.479156;0.855932
-8.057808876;1.152199507;9.555286407;138;99;118;0.195615;0.915254
-1.812694788;-6.601242065;19.473976135;171;174;215;0.586844;0.864407
-10.709460258;-8.611547470;11.977820396;114;114;152;0.195615;0.834746
1.081754446;-6.257598877;17.144472122;151;165;191;1.237177;0.974576
-0.931775808;-7.293828964;18.917827606;135;140;159;0.195615;0.822034
-9.700033188;5.125946999;17.182233810;145;148;163;0.276641;0.864407
-15.338144302;2.680764914;17.404909134;52;47;70;0.276641;0.881356
-14.445821762;2.534409285;17.600914001;214;206;221;0.391230;0.881356
-9.569075584;-8.887746811;11.550492287;52;54;51;0.195615;0.843220
-6.911221504;1.213625669;19.358755112;101;88;108;0.195615;0.877119
-11.689028740;4.152905464;14.064188957;108;106;119;0.195615;0.877119
-12.858547211;-7.740338326;14.934396744;105;115;166;0.195615;0.864407
-10.290430069;-5.171196461;20.615699768;231;225;239;1.540272;0.953390
-10.711159706;-4.496123314;13.093742371;131;130;144;0.705299;0.847458
-6.137766361;-5.817449570;12.959506989;144;160;194;0.437408;0.868644
-0.637406349;4.146885872;15.980901718;125;129;140;0.391230;0.762712
-8.217002869;-9.200309753;15.189094543;151;148;175;0.553282;0.911017
-6.851794720;-0.175081015;15.757259369;229;236;252;0.195615;0.834746
-2.072407722;-3.763040066;18.107484818;162;165;200;0.276641;0.855932
-17.215383530;0.601387262;9.354731560;59;42;76;0.338815;0.851695
-9.674993515;0.168143749;14.186766624;223;236;242;0.195615;0.847458
-10.171247482;4.499490261;17.615228653;62;52;43;0.195615;0.885593
-13.983392715;-10.339504242;17.355077744;112;115;132;0.195615;0.864407
-1.579468966;-6.422022820;18.807756424;174;181;200;0.437408;0.834746
-7.651848793;0.654146671;12.700728416;129;135;151;0.391230;0.843220
-7.208120346;2.225329876;15.369089127;135;151;203;0.195615;0.843220
-0.164223433;-5.316695213;18.483825684;65;63;64;0.586844;0.906780
-8.336324692;1.306785822;21.111640930;125;146;191;0.731924;0.936441
-14.611326218;-8.095004082;17.155801773;48;50;65;0.437408;0.830508
-9.134693146;1.489123940;20.330579758;111;117;149;0.195615;0.720339
-2.061290741;-8.441806793;18.289663315;147;159;185;0.437408;0.877119
-4.700551987;-6.876745224;11.901572227;55;53;92;0.391230;0.868644
-11.697521210;5.531158447;15.282076836;131;134;169;0.195615;0.826271
-0.944940567;3.495773077;17.387371063;245;233;235;0.276641;0.932203
-8.733337402;-3.685204983;20.471878052;109;112;129;0.618588;0.940678
-12.622541428;-6.617514610;17.031255722;83;78;98;0.677629;0.847458
-13.908072472;-9.289541245;17.929126740;130;128;149;0.338815;0.949153
-2.297443390;4.319922447;17.255348206;164;170;206;0.479156;0.851695
-12.139536858;-2.377310753;16.592447281;130;124;158;0.648781;0.919492
-9.386369705;5.655573845;18.335302353;105;102;111;0.553282;0.936441
-6.675916195;0.008630633;8.941618919;40;38;52;0.195615;0.830508
-8.946487427;-8.960618973;14.337596893;44;49;91;0.338815;0.864407
-7.699718475;0.986761987;13.097588539;61;57;56;0.553282;0.851695
-9.561876297;-2.922246218;15.205839157;95;96;100;1.053418;0.936441
-13.269175529;3.896232367;14.339432716;37;43;69;0.586844;0.881356
-12.103490829;4.425594330;15.040615082;88;86;125;0.276641;0.788136
-5.072009087;0.622062922;9.952395439;96;91;111;0.276641;0.830508
-11.575337410;-9.065749168;17.558622360;74;74;100;0.958313;0.889831
-8.455593109;-6.415745735;18.885746002;124;126;149;0.852665;0.923729
-2.296480656;-8.192302704;13.949211121;102;106;133;0.338815;0.932203
-4.228544235;0.419491410;11.325546265;56;58;53;0.276641;0.936441
-11.084988594;-6.816647053;13.486551285;141;151;176;0.195615;0.788136
-10.553054810;4.662237167;17.346668243;39;37;48;0.437408;0.792373
-18.322845459;2.327534199;9.960599899;122;133;179;0.276641;0.911017
-1.463013649;-6.216747284;19.517890930;82;86;121;0.806540;0.961864
-6.986225128;-0.525526047;21.165700912;103;112;143;0.917515;0.906780
-17.444355011;1.073424339;20.639009476;122;126;174;0.586844;0.915254
-7.986421585;-0.674697280;21.358495712;87;102;161;0.479156;0.881356
-3.804628849;1.323217988;14.479160309;158;166;189;0.618588;0.868644
-7.261942387;2.690819979;15.075932503;107;115;162;0.195615;0.792373
-3.422736645;3.529795647;16.488620758;107;122;161;0.276641;0.805085
-6.662911415;-1.141263604;21.288518906;107;109;132;0.829923;0.906780
-10.066477776;-3.551926374;10.351243973;66;68;81;0.437408;0.826271
-13.672805786;-9.577753067;15.334744453;106;104;125;0.276641;0.843220
-13.873998642;-9.541053772;17.933128357;104;104;116;0.437408;0.966102
-9.468169212;-3.087327003;9.595239639;43;43;43;0.276641;0.822034
-13.059519768;2.857163906;14.864077568;126;115;132;0.195615;0.834746
-13.503614426;-4.825955391;20.042984009;89;63;46;0.195615;0.906780
-6.980055809;-3.804394245;13.209639549;91;84;100;0.479156;0.932203
-16.873065948;2.234760284;19.247564316;105;102;145;0.479156;0.927966
-16.523305893;-0.969199896;10.261024475;156;151;171;0.195615;0.868644
-15.936859131;-1.735363007;17.243076324;193;191;213;0.782459;0.949153
-8.029860497;3.424680948;19.414894104;199;190;191;0.586844;0.889831
-11.086714745;-8.276223183;16.983766556;188;183;213;0.195615;0.894068
-2.899712324;-7.337630272;19.393360138;92;96;107;0.479156;0.889831
-13.553684235;4.696341515;16.417558670;243;244;239;0.437408;0.872881
-16.243623734;1.900476456;19.745018005;123;124;145;0.391230;0.953390
-12.852933884;3.381495476;10.410287857;125;145;195;0.195615;0.919492
-11.490706444;-8.798088074;14.705590248;159;157;194;0.479156;0.868644
0.422055244;-5.226145744;16.083852768;128;139;169;0.276641;0.902542
-7.472400188;2.183222055;20.861007690;81;84;63;0.479156;0.902542
-10.684035301;-8.812620163;11.788736343;116;114;135;0.276641;0.851695
-4.935749054;-0.333033562;19.662273407;164;162;183;1.053418;0.927966
-3.037343979;-7.445600986;15.638237000;110;98;122;0.391230;0.936441
-18.086120605;2.488149643;9.722967148;89;92;123;0.276641;0.868644
-11.529613495;-5.733254910;10.814530373;83;87;88;0.276641;0.872881
-13.250788689;3.589248180;15.114489555;119;127;150;0.586844;0.889831
-8.090982437;-3.829147816;10.666144371;60;74;135;0.195615;0.754237
-19.133359909;0.669102192;18.662405014;119;127;174;0.437408;0.885593
-2.429913044;0.225782156;14.877298355;56;71;92;0.195615;0.796610
-12.059744835;-7.376083374;20.578889847;140;137;156;0.276641;0.902542
-11.743284225;-7.602231979;14.272846222;116;123;151;0.391230;0.766949
-13.418413162;1.442837238;17.397445679;167;171;196;0.705299;0.843220
-8.272954941;-5.253947258;16.474901199;60;62;75;0.618588;0.923729
-3.344249725;3.878609657;16.820886612;210;210;234;0.479156;0.894068
-7.572173119;0.817283392;22.072458267;105;105;115;1.189878;1.000000
-2.844698906;-5.245116711;18.143899918;157;177;228;0.391230;0.906780
-3.928575993;1.762791872;11.086561203;165;180;219;0.276641;0.894068
-7.610698700;-4.187397003;12.374587059;155;153;166;0.437408;0.851695
-7.983443260;4.682938576;18.145004272;99;101;113;0.338815;0.906780
-15.103098869;2.187610626;17.542320251;148;155;161;0.437408;0.936441
-8.953605652;-8.227270126;13.994806290;63;60;71;0.195615;0.872881
-8.783772469;-0.328413129;9.840299606;98;115;171;0.195615;0.868644
-6.884290218;-2.197144032;10.199681282;51;58;40;0.195615;0.805085
-13.527913094;0.693782330;12.572265625;136;141;183;0.338815;0.813559
-12.921276093;0.834644198;8.488452911;91;102;85;0.195615;0.906780
-2.752999783;-7.137584686;19.704769135;139;138;170;0.618588;0.953390
-17.033233643;-0.283892155;14.868783951;12;18;52;0.437408;0.919492
-1.467636347;3.704945087;17.429689407;129;129;155;0.479156;0.881356
-13.764167786;-6.599851608;21.606426239;153;144;173;0.705299;0.949153
-7.684009075;-2.170516491;10.223522186;112;114;127;0.195615;0.817797
-5.984025955;2.539297104;16.483568192;129;147;183;0.338815;0.830508
0.532725692;-6.533890724;15.551498413;234;233;247;0.705299;0.881356
-12.113441467;2.950898886;15.131425858;43;48;68;0.195615;0.881356
-6.001744270;0.062520266;13.160861969;107;112;131;0.195615;0.898305
-0.726163507;-6.502345085;19.636678696;158;172;199;0.896420;0.987288
-5.308987141;1.460489750;14.622291565;93;96;87;0.195615;0.800847
-1.671133518;-6.058166027;17.909393311;134;145;167;0.195615;0.864407
-6.471502304;3.222223997;15.874671936;171;177;203;0.586844;0.851695
-11.119678497;-4.608799934;18.797468185;91;115;151;0.586844;0.915254
-13.597456932;-5.879103661;21.318326950;120;130;181;0.586844;0.911017
-10.966403961;3.661266327;18.509399414;133;140;156;0.479156;0.902542
-7.725708008;3.202422619;19.599407196;132;135;144;0.195615;0.911017
-9.490031242;-8.918368340;11.490182877;60;60;58;0.195615;0.864407
-3.261966705;3.293440342;16.689210892;137;143;165;0.276641;0.868644
-12.364215851;4.865700245;16.031291962;62;57;64;0.276641;0.851695
-13.292243958;-2.126537800;12.497757912;70;69;64;0.978074;0.894068
-11.070348740;6.346035004;15.971092224;70;68;73;0.276641;0.860169
-11.496215820;2.752505302;17.708301544;65;51;76;0.338815;0.872881
-5.664770603;-4.799245834;15.827663422;77;62;101;0.276641;0.843220
-16.570690155;1.494936943;9.274977684;87;98;120;0.195615;0.885593
-15.849313736;0.031262398;15.656265259;69;69;69;0.648781;0.902542
-10.015481949;-8.621823311;14.816344261;101;99;136;0.276641;0.906780
-11.352696419;-5.558726788;11.947978020;179;145;182;0.618588;0.860169
-1.960140228;3.911236763;18.108642578;151;167;192;1.189878;0.987288
-1.109894991;-5.283690453;18.483343124;115;119;146;0.391230;0.881356
-7.697033882;5.572455406;18.533529282;184;189;221;0.338815;0.949153
-2.621395111;-5.665087700;19.355255127;136;142;176;0.479156;0.944915
-2.251466036;-8.501560211;13.856018066;198;198;236;0.437408;0.919492
-10.691843987;-8.484907150;12.827074051;71;70;88;0.276641;0.847458
-9.480158806;-0.361860394;20.314971924;89;88;120;0.479156;0.838983
-10.247164726;-6.866180420;13.983417511;80;85;107;0.195615;0.864407
-0.919728279;-2.693008423;17.385290146;89;69;70;0.195615;0.847458
-8.567276955;0.619676828;21.310741425;124;145;188;0.437408;0.906780
-11.577403069;3.769935608;15.038482666;69;69;97;0.276641;0.834746
0.942646027;-4.951415062;17.322315216;154;167;202;0.391230;0.919492
-1.806170464;-7.779131413;19.210393906;167;177;202;0.553282;0.834746
-2.600312233;-5.285052776;19.528860092;137;145;158;0.852665;0.974576
-8.521079063;4.799459934;19.673383713;138;142;151;0.437408;0.889831
-4.200128078;0.864183307;12.564483643;105;108;139;0.276641;0.902542
-11.754584312;4.360229015;16.977487564;170;174;201;0.806540;0.864407
-10.137830734;-0.315361381;20.916906357;104;111;153;0.731924;0.932203
-11.074125290;-6.411426544;20.899194717;106;113;132;1.053418;0.953390
-10.164704323;-3.069907665;9.329891205;56;58;36;0.276641;0.800847
-11.282691956;-8.059528351;17.935367584;91;90;108;0.806540;0.953390
-13.617408752;1.511560917;17.364833832;133;141;177;0.437408;0.834746
-6.756224155;-2.017767668;9.760574341;89;91;77;0.195615;0.834746
-9.647834778;-3.009904146;10.931895256;194;196;219;0.731924;0.775424
-7.536789894;-4.347243786;16.454549789;165;173;196;0.586844;0.851695
-12.758501053;2.579728127;14.820012093;168;152;136;0.338815;0.889831
-13.553437233;1.206946373;12.626899719;86;90;63;0.276641;0.864407
-0.326172471;-7.214399338;15.569572449;121;133;159;0.195615;0.864407
-2.368496418;-4.298606873;18.459171295;96;103;111;0.618588;0.906780
-11.126771927;-9.017560959;13.950796127;121;117;176;0.437408;0.847458
-12.254022598;1.957439661;17.957897186;114;118;145;0.479156;0.894068
-12.860043526;1.467556238;17.744136810;120;104;140;0.479156;0.885593
-12.606460571;0.550932884;9.628074646;56;49;43;0.276641;0.868644
-6.054156303;-6.037859440;12.873044014;145;166;183;0.276641;0.868644
-9.071052551;-2.270667553;6.417254448;178;164;190;0.553282;0.906780
-10.373309135;0.294116735;20.545742035;79;79;89;0.276641;0.894068
-7.184185982;3.173815727;19.297773361;134;142;153;0.705299;0.847458
-12.615219116;-5.292567253;21.068210602;89;95;109;0.391230;0.915254
-5.955163479;-4.778061867;16.249462128;236;240;251;0.618588;0.864407
-3.999671459;-5.740078449;14.882412910;37;50;82;0.782459;0.838983
-1.761359692;-5.133913994;13.549337387;137;150;194;0.195615;0.868644
-14.361559868;-9.003035545;17.763225555;159;165;181;0.338815;0.966102
-8.328989029;5.445601463;18.635759354;155;176;207;0.553282;0.915254
