//X;Y;Z;Illuminance (PCV)
-3.940200090;4.718999863;3.474900007;1
-1.750599980;2.120599985;5.034900188;1
-4.146999836;6.521800041;3.946000099;1
-1.057600021;-0.909200013;2.653399944;1
-2.175699949;2.180799961;4.662700176;1
-2.914000034;2.556499958;3.829400063;1
1.302399993;3.265500069;5.648300171;1
-3.687200069;2.850800037;4.166299820;1
-2.793600082;6.963200092;2.904900074;1
-0.259000003;0.541000009;3.194999933;1
-4.082699776;5.448400021;3.841799974;1
-2.460999966;5.439099789;2.752599955;1
-1.534700036;1.690400004;5.238900185;1
-2.315299988;1.765300035;4.470099926;1
-4.035099983;4.531300068;3.572299957;1
1.159899950;3.693700075;5.190499783;1
-4.493000031;2.351399899;5.838799953;1
-4.121600151;7.143700123;2.861399889;1
-2.845999956;4.962999821;4.885000229;1
-0.400000006;0.086000003;3.132999897;1
0.034000002;0.066000000;3.019000053;1
-1.025599957;2.298799992;4.907100201;1
-3.848099947;5.277599812;4.158800125;1
-4.101600170;5.563600063;4.036399841;1
-4.157999992;1.473000050;3.861000061;1
-4.354100227;6.089499950;4.313600063;1
-3.714099884;5.354300022;3.483900070;1
-2.852299929;3.262000084;4.551400185;1
-4.275599957;1.569399953;3.855999947;1
-4.243100166;4.761400223;6.859499931;1
-1.001199961;2.423399925;5.107999802;1
-1.698699951;2.296099901;5.052100182;1
-2.317500114;5.344699860;4.784999847;1
-0.090400003;5.850599766;7.349899769;1
-0.379000008;-0.541999996;2.589999914;1
-1.049000025;3.907000065;8.303000450;1
-0.998000026;-0.967000008;2.719000101;1
-2.833499908;5.866899967;2.135600090;1
-2.561100006;7.565700054;3.284300089;1
-2.837399960;2.674200058;3.760999918;1
-3.822000027;0.760999978;3.859999895;1
-0.866100013;2.999099970;4.237599850;1
-4.308400154;6.758900166;4.166900158;1
-3.934299946;4.836500168;3.568000078;1
-3.970000029;6.969999790;3.496999979;1
-1.614099979;6.012700081;6.487800121;1
-3.503000021;4.632900238;7.543000221;1
-2.332900047;2.819099903;3.642999887;1
-1.011000037;0.404000014;2.900000095;1
-1.416200042;6.633299828;3.989599943;1
-4.649700165;3.203000069;5.826099873;1
0.602999985;1.796000004;2.838000059;1
-2.561899900;2.339400053;3.737799883;1
-2.776000023;1.039999962;5.442999840;1
-2.660399914;2.607199907;3.844399929;1
-0.093999997;5.301000118;7.223999977;1
-2.822900057;4.770199776;4.890799999;1
0.107000001;0.093000002;2.913000107;1
-2.147900105;2.124799967;4.801300049;1
-3.719000101;1.042000055;4.613999844;1
-2.694200039;2.258500099;3.884000063;1
-3.973900080;6.360899925;4.154300213;1
-0.314999998;0.653999984;3.089999914;1
-3.736900091;2.722800016;4.002399921;1
-2.314100027;4.794099808;4.994900227;1
-2.180999994;2.586999893;8.524000168;1
-0.437000006;0.426999986;2.690000057;1
-1.517799973;5.210499763;2.916500092;1
-3.795000076;1.092000008;4.564000130;1
-3.351300001;2.526799917;7.682899952;1
-3.130000114;4.401000023;4.742000103;1
-3.699800014;5.571700096;3.497600079;1
-3.026900053;6.174600124;3.243900061;1
-3.749200106;6.453199863;4.271299839;1
-0.503300011;6.181499958;5.456200123;1
1.218999982;3.822999954;5.165999889;1
-3.690999985;4.940999985;4.631999969;1
-1.371999979;5.828999996;4.846000195;1
-4.340000153;1.238000035;4.236000061;1
-3.463299990;2.792000055;4.533999920;1
-1.625800014;1.964200020;7.653900146;1
-4.690100193;3.253099918;5.903800011;1
-0.386000007;0.600000024;2.960000038;1
-3.265199900;2.317800045;4.854400158;1
-3.043100119;6.835899830;3.380000114;1
-3.939599991;5.621699810;4.284699917;1
-1.645300031;5.444900036;4.894800186;1
-0.322499990;5.924600124;7.180600166;1
-1.506600022;1.845199943;7.582699776;1
-3.788199902;5.339399815;4.261199951;1
-3.483599901;4.531300068;4.687600136;1
-2.118000031;5.388999939;4.725999832;1
-2.035900116;2.081099987;4.632999897;1
0.972700000;2.581799984;5.042399883;1
-0.757000029;0.289999992;2.746000051;1
-3.763200045;4.539700031;4.543499947;1
-2.899800062;2.431699991;3.699199915;1
-3.975399971;3.355099916;3.934999943;1
-3.898999929;2.752000093;3.921999931;1
-3.077600002;4.614500046;4.973100185;1
-3.970599890;7.132299900;3.466500044;1
0.827000022;1.467000008;3.226000071;1
-2.576800108;6.338900089;3.233999968;1
-2.737400055;6.770599842;3.065099955;1
-4.544600010;1.843700051;5.771500111;1
-3.715100050;2.995300055;4.133200169;1
-2.394700050;2.427200079;3.747699976;1
-3.690000057;5.940999985;3.234999895;1
-3.977299929;7.135200024;2.807800055;1
0.009000000;5.001999855;7.263000011;1
-2.678800106;2.230600119;5.255300045;1
-3.777499914;2.611599922;3.975800037;1
-3.410700083;2.615099907;4.389699936;1
-0.875000000;2.990999937;8.512000084;1
0.252200007;1.779399991;3.370500088;1
-0.089000002;0.379000008;3.036000013;1
-1.432399988;2.251800060;4.859899998;1
-3.747800112;4.730500221;3.521300077;1
-1.170600057;3.236900091;4.295000076;1
-2.364200115;1.513800025;4.356699944;1
-1.741199970;5.651599884;6.767899990;1
-0.487800002;0.615800023;3.225199938;1
-0.057999998;0.034000002;2.772000074;1
-0.532999992;0.689999998;2.961999893;1
-3.540100098;6.503799915;4.392499924;1
1.361199975;3.786900043;5.317500114;1
-2.660700083;4.530600071;4.815999985;1
-2.863600016;6.346300125;3.804300070;1
-1.656100035;4.974400043;3.933300018;1
-2.894999981;4.616000175;4.679999828;1
-2.892600060;2.240799904;3.923700094;1
-1.078999996;3.286999941;7.697000027;1
-1.225000024;-0.068000004;2.894999981;1
-3.891599894;3.257699966;3.585599899;1
-4.352300167;3.110500097;6.123000145;1
-2.886100054;2.831300020;3.335200071;1
-0.972000003;2.887700081;4.427700043;1
-2.522599936;2.848400116;3.806099892;1
-3.109499931;1.975600004;7.649300098;1
-2.841900110;3.022900105;4.498600006;1
-3.999399900;5.307199955;3.613100052;1
-3.762399912;1.090600014;4.312399864;1
-0.155000001;-0.389999986;2.947999954;1
-3.217299938;2.150799990;5.344699860;1
-2.627500057;5.560500145;2.933500051;1
-1.893399954;1.674999952;4.187900066;1
-3.260299921;6.193099976;3.122299910;1
-4.255000114;1.492200017;3.756599903;1
-3.925499916;5.597499847;3.335400105;1
-0.586799979;0.584299982;2.958600044;1
-2.988399982;6.364900112;3.163100004;1
-3.189100027;2.339900017;5.041600227;1
-0.177000001;4.828000069;7.221000195;1
-3.626600027;1.908300042;7.583000183;1
-3.273499966;4.681700230;4.852200031;1
-2.421000004;1.264000058;5.250000000;1
-3.243999958;5.315199852;5.034200191;1
0.797200024;1.492599964;3.355200052;1
-0.473300010;3.221699953;9.022999763;1
-3.882499933;3.113899946;4.101500034;1
-1.405699968;2.145400047;4.963200092;1
-2.795200109;2.559200048;5.308300018;1
-0.707400024;5.699699879;5.601399899;1
-0.970000029;0.546000004;2.951999903;1
-4.031300068;4.157299995;5.251399994;1
-1.763800025;2.008599997;5.015100002;1
-2.092499971;1.880699992;4.555600166;1
-3.816200018;7.198999882;3.211100101;1
-4.399000168;6.763999939;3.970999956;1
-3.477200031;2.774800062;3.854500055;1
-2.187000036;2.560400009;5.152900219;1
-0.945299983;2.665899992;4.700200081;1
-4.375000000;6.533100128;3.523099899;1
-3.748600006;5.004000187;3.731600046;1
-2.364900112;1.416000009;4.272200108;1
-2.520400047;4.571800232;4.606800079;1
-0.430999994;3.592000008;6.353000164;1
-2.615600109;2.697900057;3.667900085;1
-0.580999970;0.991999984;3.339999914;1
-3.683000088;5.591000080;4.896999836;1
-1.934999943;2.999000072;7.216000080;1
-0.226999998;0.025000000;2.680000067;1
1.254999995;3.726999998;5.289000034;1
-3.578599930;5.062200069;4.934999943;1
-3.436599970;2.023900032;4.639500141;1
-1.527400017;1.748100042;4.746099949;1
-0.282000005;0.558000028;2.732000113;1
-2.728699923;3.161200047;4.615300179;1
-0.017000001;-0.704999983;2.851999998;1
-3.821199894;1.175899982;4.636000156;1
-1.751999974;5.351200104;4.900400162;1
-3.609100103;3.110899925;3.582299948;1
-0.745000005;-0.012000000;3.161999941;1
-2.449899912;1.386600018;4.565899849;1
-2.663500071;2.453599930;5.225100040;1
-2.551500082;6.123600006;3.998199940;1
-1.968899965;1.202399969;4.721000195;1
-3.467200041;2.691200018;7.473199844;1
-1.144099951;4.831999779;3.392100096;1
-1.162899971;5.521100044;7.270400047;1
-3.670000076;6.568999767;4.357999802;1
-0.676999986;-0.575999975;2.621000051;1
-0.360000014;-0.225999996;3.117000103;1
-2.913500071;2.098000050;3.701400042;1
-1.521900058;5.008600235;3.037800074;1
0.481000006;5.899000168;7.414000034;1
-3.924000025;2.981600046;4.074999809;1
-3.808500051;6.519400120;4.387300014;1
-4.307600021;4.529099941;5.613999844;1
1.296000004;3.877000093;5.127999783;1
-3.392600060;2.113600016;4.631299973;1
-1.868000031;3.868000031;7.283999920;1
-1.419899940;2.381000042;8.289400101;1
-2.075700045;2.206799984;4.799600124;1
-2.316999912;1.365000010;5.348000050;1
-4.410500050;1.143700004;4.270299911;1
-1.363700032;5.068999767;3.554399967;1
-1.184000015;2.816999912;4.938000202;1
1.461300015;2.563800097;5.623400211;1
-0.012000000;-0.014000000;2.877000093;1
-2.825000048;3.338299990;4.959599972;1
-0.977100015;2.796299934;8.667499542;1
-3.686899900;1.022799969;4.290999889;1
-3.951200008;5.169700146;3.704799891;1
-1.161900043;2.680999994;4.926300049;1
-1.461099982;5.755400181;4.894999981;1
-1.963400006;3.132600069;7.706099987;1
-3.760999918;1.314000010;4.675000191;1
-3.280499935;2.295900106;5.039000034;1
-4.357999802;4.079999924;7.294000149;1
-4.373000145;6.563700199;3.166899920;1
-0.530300021;0.522099972;2.617399931;1
-3.469500065;5.017300129;4.910299778;1
-1.444000006;5.142000198;3.223000050;1
-0.337000012;0.734000027;2.983999968;1
-2.756700039;2.254800081;3.305099964;1
-2.750699997;2.732599974;3.969599962;1
-0.824000001;2.979099989;4.381100178;1
-3.838000059;0.994000018;4.330999851;1
-3.578799963;2.813600063;4.236999989;1
-1.390599966;4.488900185;5.449100018;1
-2.545000076;5.581999779;5.250999928;1
-3.759000063;1.728999972;7.399000168;1
-2.241300106;5.672299862;4.652699947;1
-2.551399946;4.898200035;4.814099789;1
-0.417299986;4.739200115;7.086100101;1
-1.399600029;3.095999956;8.531499863;1
-2.169699907;3.987600088;8.166099548;1
0.842199981;1.776600003;2.937400103;1
-4.381999969;1.814000010;6.165999889;1
-0.123999998;0.763999999;3.190999985;1
-2.584000111;6.144800186;3.161299944;1
-4.065100193;2.898200035;5.935599804;1
-0.075000003;0.584999979;3.213000059;1
-3.242199898;2.587899923;4.429100037;1
-1.259600043;2.118599892;5.036099911;1
-1.261999965;3.125000000;8.583999634;1
-4.033999920;4.850100040;3.461800098;1
0.180999994;1.715899944;3.130500078;1
-0.501999974;3.609999895;8.765999794;1
-1.254999995;4.295000076;4.778999805;1
-2.759900093;3.275500059;4.495900154;1
-3.098200083;6.337800026;3.076299906;1
-3.617700100;2.966000080;4.108600140;1
-2.925299883;5.040999889;4.882199764;1
-3.208800077;2.575299978;4.898099899;1
-2.443700075;5.654500008;7.097400188;1
-2.791899920;3.559900045;8.077099800;1
-4.456099987;6.726900101;2.832799911;1
-4.221000195;6.679299831;2.658200026;1
-3.714999914;4.948999882;3.845000029;1
-3.670099974;5.480000019;5.054699898;1
-4.576300144;6.846199989;2.952800035;1
-1.123000026;3.069999933;7.260000229;1
-1.955999970;1.195500016;4.591199875;1
-2.442100048;1.779899955;4.532800198;1
-3.803600073;6.601200104;3.475100040;1
-4.110499859;4.765799999;3.612200022;1
-3.028800011;5.852600098;3.314100027;1
-4.494400024;4.332399845;7.306099892;1
-1.601199985;1.872400045;6.864699841;1
-2.540299892;6.180500031;3.290699959;1
-3.837899923;5.616099834;3.474400043;1
-2.040400028;2.048700094;4.771800041;1
-1.748999953;6.117000103;4.449999809;1
-1.554000020;1.641000032;7.241000175;1
-0.246999994;3.516000032;6.506000042;1
-0.136000007;5.244999886;7.035999775;1
-3.379199982;6.293099880;3.475899935;1
-2.542999983;5.460499763;2.849299908;1
-4.355500221;6.538599968;3.398699999;1
-1.032699943;6.002299786;4.114600182;1
-3.691200018;6.922900200;3.836100101;1
-0.101999998;3.621000051;6.872000217;1
-0.407799989;3.139199972;8.565099716;1
-3.490400076;5.607399940;3.990600109;1
-2.776400089;4.827700138;5.008100033;1
-1.332000017;5.186100006;2.946599960;1
-4.230800152;1.570999980;4.005000114;1
-0.778999984;2.630000114;4.602000237;1
-1.243100047;-0.390500009;2.764899969;1
-3.837500095;1.687100053;7.258900166;1
0.026500000;1.729400039;3.312099934;1
-1.523000002;2.204400063;4.757199764;1
-0.428000003;-0.028999999;3.119999886;1
-4.352900028;2.290499926;6.316800117;1
-3.371900082;2.720000029;4.749300003;1
-2.955399990;2.316499949;3.818300009;1
-4.009900093;7.228899956;3.089400053;1
-1.418699980;5.066199780;5.757599831;1
-0.743099988;3.729099989;6.980299950;1
-4.234899998;4.621099949;6.634799957;1
-4.357100010;6.743599892;4.078100204;1
-1.320500016;4.284599781;6.181700230;1
-0.207000002;-0.094999999;3.302000046;1
-1.542600036;2.638799906;7.585400105;1
0.901600003;1.361299992;3.370800018;1
-0.172999993;6.007999897;7.380000114;1
-1.525799990;5.460800171;3.408099890;1
-2.631999969;1.840000033;5.552999973;1
-0.781000018;-0.737999976;2.654000044;1
-0.312500000;1.074699998;3.146199942;1
-3.374900103;2.053400040;4.493199825;1
-2.236000061;7.748499870;3.230799913;1
-1.378600001;1.975900054;5.212800026;1
-3.585999966;4.572000027;4.482999802;1
-0.430999994;4.201000214;8.888999939;1
-4.240699768;4.017600060;7.226099968;1
-4.282899857;6.600399971;2.678999901;1
-3.604300022;1.956099987;7.697299957;1
0.014000000;1.039000034;2.986000061;1
-1.246199965;4.002500057;4.539800167;1
-3.812200069;5.070700169;4.514900208;1
-3.654000044;0.720000029;3.986999989;1
-3.459599972;5.256899834;5.098700047;1
-4.128399849;6.225999832;4.381000042;1
-2.673500061;2.575400114;5.500100136;1
-2.788500071;6.942399979;3.159499884;1
0.068999998;-0.070000000;2.954999924;1
-3.625900030;3.033299923;4.342700005;1
-1.257099986;3.957200050;7.303999901;1
0.504999995;1.743999958;3.493000031;1
-2.858099937;2.567399979;4.006999969;1
-3.818000078;7.074999809;3.857899904;1
-1.665699959;3.019399881;7.567900181;1
-4.506999969;6.539500237;3.508899927;1
-2.955800056;1.592000008;5.571400166;1
-1.693799973;4.035299778;4.755599976;1
-0.377999991;0.529999971;2.785000086;1
-1.421800017;5.071000099;3.089099884;1
-2.212699890;5.962900162;3.447099924;1
-3.451200008;5.493999958;3.265199900;1
-1.406999946;6.754899979;3.997299910;1
-3.148900032;2.596299887;4.814700127;1
-4.026999950;7.068999767;3.246999979;1
-0.824999988;-0.250000000;2.918999910;1
-1.151000023;3.207000017;4.394000053;1
-2.247100115;1.293200016;4.592899799;1
-2.368799925;6.551000118;4.767199993;1
-3.213599920;2.441400051;4.535200119;1
-4.064599991;6.735199928;2.732199907;1
-3.438699961;5.620999813;3.861299992;1
-1.789299965;1.106799960;4.776500225;1
-1.938599944;1.958799958;4.909200191;1
1.070299983;2.966599941;5.642399788;1
-0.699599981;2.746900082;4.365200043;1
-3.268300056;2.775300026;4.386199951;1
-0.182099998;6.014900208;7.140699863;1
-3.480799913;4.612299919;3.764499903;1
-1.807399988;2.195400000;4.965700150;1
-1.105999947;-0.871999979;2.746000051;1
-2.505599976;2.710700035;4.214099884;1
-0.096000001;0.097999997;2.938999891;1
-3.187099934;5.021699905;5.068900108;1
-2.605700016;2.443300009;3.725100040;1
-2.036499977;1.954599977;4.987599850;1
-4.215300083;2.553600073;6.243100166;1
-1.231899977;4.875400066;4.692399979;1
-3.724400043;5.409599781;3.283299923;1
-4.017700195;7.253200054;3.266099930;1
-0.501800001;4.995200157;6.929299831;1
-0.624000013;2.765000105;4.731999874;1
-4.022500038;5.943799973;3.436500072;1
-2.668600082;4.640699863;4.768400192;1
0.184000000;4.631000042;7.166999817;1
-2.770900011;6.672399998;3.390199900;1
-0.141000003;-0.805000007;2.924000025;1
-2.894900084;3.718499899;6.302999973;1
-3.737099886;6.489799976;3.875499964;1
-0.209999993;5.556000233;5.379000187;1
-3.810499907;5.555699825;3.613300085;1
-4.555500031;6.429399967;2.798300028;1
-3.577399969;5.489099979;3.823299885;1
-3.892499924;4.057700157;5.332799911;1
-3.811300039;2.424000025;7.578400135;1
-0.208199993;0.476500005;2.708800077;1
-0.512000024;4.672999859;8.409000397;1
-0.768599987;4.715000153;2.633199930;1
-2.487999916;6.159999847;3.796999931;1
-3.157999992;2.561399937;3.697900057;1
-2.104000092;3.943000078;4.789000034;1
0.745999992;1.652999997;3.316999912;1
-3.867500067;6.077300072;3.951299906;1
-3.632999897;4.711999893;4.646999836;1
-3.885999918;7.190000057;3.444000006;1
-4.085199833;5.982900143;4.174900055;1
-4.650599957;6.622799873;2.916500092;1
-1.764899969;5.554299831;7.586699963;1
-0.252999991;0.884999990;3.229000092;1
-0.128999993;0.773999989;3.017999887;1
-0.947000027;-0.010000000;3.124000072;1
-4.510700226;3.268199921;5.877900124;1
-0.430999994;5.289299965;5.205399990;1
-4.001999855;7.162000179;2.970000029;1
-2.365000010;2.882299900;3.785500050;1
-1.593299985;6.738100052;4.172800064;1
-1.850999951;5.769000053;6.923999786;1
-2.915199995;4.411099911;4.667300224;1
-1.067899942;4.529200077;4.658999920;1
-4.252099991;1.289299965;4.548500061;1
-2.304500103;4.291800022;4.619100094;1
-0.645600021;5.082900047;2.878299952;1
-2.544300079;2.441999912;3.570699930;1
-3.462199926;5.126900196;5.042300224;1
-2.746000051;6.253900051;3.599900007;1
-1.103999972;-0.030999999;2.773999929;1
0.372000009;1.392600060;3.207099915;1
-2.575099945;1.239199996;5.671299934;1
-4.159800053;5.821899891;3.426899910;1
-2.779999971;4.697999954;4.982999802;1
-3.076299906;3.264899969;4.424499989;1
-3.967999935;4.880000114;3.752000093;1
-2.789000034;2.413000107;5.272999763;1
-1.309200048;4.884600163;3.463299990;1
-1.019500017;-0.336499989;2.561100006;1
0.055100001;0.665099978;2.815799952;1
-2.954900026;4.919199944;4.819300175;1
-2.957000017;6.104800224;3.280400038;1
-3.903800011;6.946400166;2.906500101;1
-3.848999977;3.412899971;6.675600052;1
-4.417200089;6.640299797;3.263400078;1
-1.117499948;-0.168899998;2.499099970;1
0.131999999;0.194000006;2.476000071;1
-0.268000007;0.634999990;2.964999914;1
1.311599970;3.611399889;5.425700188;1
-0.384000003;0.048000000;2.963000059;1
-2.705199957;5.532400131;3.029599905;1
-2.925199986;6.647099972;2.487600088;1
-4.444699764;6.599599838;3.372600079;1
-4.094600201;4.988699913;5.337500095;1
-2.699899912;6.409999847;3.815700054;1
-3.812099934;2.808000088;7.453100204;1
-3.795300007;5.861299992;3.200500011;1
-1.774399996;5.956799984;4.313000202;1
-1.189000010;5.243999958;3.788000107;1
0.677900016;5.366499901;7.245500088;1
1.135100007;2.518199921;5.511499882;1
-4.345699787;4.648900032;5.670000076;1
-2.888799906;2.955300093;4.582099915;1
-3.593899965;6.848199844;2.744899988;1
-2.777299881;2.524600029;3.894000053;1
-4.299600124;6.788799763;3.830899954;1
-4.007800102;5.862500191;4.039700031;1
0.156700000;1.815099955;3.297199965;1
1.440999985;3.166300058;5.792500019;1
-4.075500011;6.895400047;3.555999994;1
-4.138599873;6.069499969;4.306499958;1
-3.177999973;4.060999870;6.856999874;1
-2.607599974;6.742099762;2.893300056;1
-1.101999998;3.993000031;7.477000237;1
1.076699972;3.753499985;5.197299957;1
-2.423799992;2.847599983;3.686700106;1
-2.085200071;5.734200001;4.891099930;1
-3.895999908;2.584000111;3.911000013;1
-2.749000072;5.932000160;2.105000019;1
-0.930000007;0.342000008;2.904000044;1
-3.722199917;5.288799763;4.194300175;1
-0.993799984;6.219799995;3.752500057;1
-3.822999954;3.022399902;4.100999832;1
-2.355700016;4.172200203;4.680799961;1
-3.125499964;6.961800098;4.446599960;1
-1.143800020;2.138700008;5.215000153;1
-2.694999933;4.916500092;4.977099895;1
1.229900002;2.239000082;5.554200172;1
-3.827100039;6.731500149;3.802200079;1
-3.248600006;2.456199884;4.638400078;1
-3.872800112;4.633399963;3.410700083;1
-2.954299927;6.310200214;3.036099911;1
1.847000003;3.447000027;5.576000214;1
-4.239500046;6.178999901;4.131400108;1
-2.319700003;6.242800236;3.082299948;1
-0.547999978;-0.566999972;2.496999979;1
-1.977800012;7.804699898;3.180299997;1
-0.615899980;4.801199913;6.708700180;1
-0.562699974;5.643400192;5.562099934;1
-3.617000103;5.393199921;3.221499920;1
-2.582000017;5.982999802;3.632999897;1
-2.107700109;6.271800041;3.585200071;1
-2.865099907;3.265100002;4.841199875;1
-4.253200054;1.678500056;3.943900108;1
-3.344500065;2.840500116;7.271100044;1
-0.037999999;6.081999779;7.262000084;1
-3.031300068;2.610899925;3.623500109;1
