//X;Y;Z;Illuminance (PCV)
5.204899788;-16.931200027;8.467100143;1
5.659599781;-15.401499748;7.997799873;1
5.766600132;-16.418100357;9.101400375;1
6.113699913;-16.366899490;9.326399803;1
5.631100178;-16.540899277;8.396300316;1
4.995800018;-17.384099960;7.785500050;1
5.047399998;-17.019500732;7.574500084;1
6.287600040;-17.053100586;9.904199600;1
6.011700153;-16.766700745;9.811100006;1
6.199100018;-16.782699585;9.960000038;1
6.170100212;-17.097299576;9.807399750;1
6.416900158;-16.485500336;9.833900452;1
6.583300114;-16.528400421;9.917499542;1
6.299300194;-16.627199173;9.811300278;1
6.808000088;-16.646499634;9.810999870;1
6.669300079;-14.906000137;8.636799812;1
6.063600063;-15.336299896;8.881999969;1
6.757699966;-14.917200089;8.239299774;1
6.158899784;-14.888400078;8.362899780;1
6.421899796;-15.262299538;9.000200272;1
6.668300152;-14.881699562;8.290200233;1
6.858200073;-14.975199699;8.564800262;1
6.752399921;-14.990500450;8.128199577;1
6.488599777;-15.041299820;8.232999802;1
7.306499958;-14.334699631;8.269599915;1
6.181700230;-14.881500244;7.988999844;1
6.928500175;-14.956000328;8.993599892;1
7.612899780;-14.307200432;8.385999680;1
7.723999977;-14.006999969;8.691699982;1
7.418700218;-14.415100098;8.930299759;1
6.413400173;-14.878000259;8.423299789;1
6.552400112;-15.329099655;8.163399696;1
6.339000225;-14.792799950;8.085800171;1
6.126699924;-15.293999672;8.760199547;1
7.376299858;-14.349300385;8.186900139;1
6.563000202;-15.533100128;8.851699829;1
7.572000027;-13.969900131;8.674500465;1
6.495699883;-15.120599747;8.907999992;1
7.492599964;-14.683500290;9.353400230;1
7.608099937;-14.752400398;8.904399872;1
6.737699986;-14.465600014;8.762800217;1
6.755599976;-16.224599838;8.452799797;1
6.598499775;-14.222000122;8.133700371;1
7.249000072;-14.984999657;9.288000107;1
6.622900009;-15.992099762;8.631999969;1
7.186399937;-14.721400261;9.395899773;1
6.183800220;-15.024399757;7.841599941;1
6.187799931;-15.245499611;8.513500214;1
6.328100204;-15.135100365;8.646599770;1
7.105800152;-14.760800362;8.962800026;1
7.761600018;-14.567799568;8.807999611;1
7.264999866;-14.654700279;9.338299751;1
6.539199829;-14.922499657;8.468099594;1
6.282899857;-15.366200447;8.733200073;1
7.047800064;-14.841799736;9.338600159;1
6.385000229;-14.464900017;8.064100266;1
7.315299988;-14.403100014;8.895799637;1
6.286499977;-14.395199776;8.109299660;1
7.460400105;-13.940299988;7.973199844;1
7.781499863;-14.466799736;8.881500244;1
6.519999981;-15.996700287;8.476900101;1
7.515500069;-14.139900208;8.341899872;1
7.506100178;-14.493399620;9.000300407;1
6.175899982;-15.141799927;7.940400124;1
6.274300098;-15.050399780;8.618700027;1
6.650400162;-14.639900208;8.333900452;1
6.463200092;-14.429900169;7.981599808;1
6.110499859;-15.329799652;7.671700001;1
7.227499962;-14.532899857;9.017800331;1
6.574100018;-14.604700089;8.234299660;1
6.110499859;-15.313400269;8.612999916;1
6.330800056;-14.755800247;8.226300240;1
6.427199841;-15.357799530;8.680899620;1
6.437399864;-15.180999756;8.757900238;1
7.040500164;-14.412500381;8.707900047;1
7.347300053;-14.310500145;8.083800316;1
7.045700073;-14.893199921;9.126899719;1
7.158800125;-14.961500168;9.064299583;1
6.453199863;-15.222900391;8.220700264;1
6.297800064;-15.228799820;8.979000092;1
7.688700199;-14.412400246;9.040100098;1
6.748499870;-16.165300369;8.887200356;1
6.600999832;-15.009900093;8.967100143;1
6.774199963;-15.017900467;8.293899536;1
6.488500118;-15.117099762;9.027500153;1
7.230299950;-14.347100258;8.865099907;1
7.725900173;-14.434800148;8.577899933;1
7.284999847;-14.460900307;8.691900253;1
7.275100231;-14.482600212;9.102899551;1
7.662899971;-14.160900116;8.621000290;1
7.537499905;-14.015999794;7.924499989;1
6.210000038;-15.023900032;8.281200409;1
6.293099880;-14.851300240;8.207699776;1
6.209599972;-15.274399757;8.350799561;1
7.021200180;-14.364700317;8.273500443;1
8.174599648;-14.497699738;8.573100090;1
6.536200047;-15.919899940;8.571800232;1
6.604499817;-16.085699081;8.717900276;1
6.784200191;-14.630800247;8.721400261;1
7.300899982;-14.464300156;8.376999855;1
7.416800022;-14.593400002;9.208299637;1
6.481500149;-15.799500465;8.260800362;1
7.406700134;-14.597299576;9.028400421;1
7.522500038;-14.317299843;8.246299744;1
6.405700207;-14.353599548;8.090800285;1
6.235099792;-15.266200066;7.747700214;1
6.315499783;-15.523400307;8.587400436;1
7.039700031;-16.520000458;9.645400047;1
6.362199783;-14.367500305;7.895599842;1
6.191899776;-14.910699844;8.199000359;1
6.267199993;-15.221400261;8.065400124;1
6.222000122;-15.376199722;8.298399925;1
6.137599945;-15.439000130;8.843700409;1
7.353199959;-14.322999954;8.740900040;1
6.497900009;-14.246999741;8.125100136;1
6.282299995;-14.931400299;8.394800186;1
6.836200237;-14.608400345;8.888600349;1
7.104199886;-16.606500626;9.661800385;1
6.211900234;-15.151499748;8.757800102;1
7.360099792;-14.699000359;9.370100021;1
6.294400215;-14.805299759;7.990799904;1
6.981400013;-14.729399681;9.004599571;1
7.210499763;-14.432999611;8.973299980;1
6.247099876;-15.005900383;8.022299767;1
6.563799858;-14.979499817;8.347599983;1
6.757999897;-14.962200165;8.436100006;1
6.255899906;-15.368800163;8.872099876;1
6.363100052;-15.149499893;8.948300362;1
7.440499783;-14.034700394;8.553500175;1
6.411600113;-15.855799675;8.207200050;1
7.270100117;-14.653800011;9.081000328;1
6.106900215;-15.216400146;8.042499542;1
7.167699814;-14.584699631;8.941100121;1
7.065899849;-14.792699814;9.193300247;1
6.399199963;-15.326700211;9.098099709;1
6.845099926;-14.944100380;8.777299881;1
7.576099873;-14.326899529;8.775899887;1
6.699699879;-14.878399849;8.148200035;1
7.621900082;-14.023099899;8.557299614;1
6.654399872;-14.250900269;7.978000164;1
6.967599869;-14.984299660;9.241700172;1
6.193900108;-15.386199951;7.972700119;1
7.437099934;-13.994799614;8.083399773;1
6.563300133;-15.365400314;8.783599854;1
6.365300179;-14.965900421;8.142000198;1
6.968800068;-14.970800400;9.088899612;1
6.829299927;-14.548899651;8.676400185;1
6.783899784;-14.830800056;8.185000420;1
6.356100082;-14.250300407;7.825200081;1
6.122200012;-14.348799706;7.768400192;1
6.298399925;-14.291099548;8.206100464;1
6.416600227;-14.203599930;8.321100235;1
6.564599991;-14.062100410;7.876299858;1
6.366600037;-14.138500214;7.824100018;1
6.404600143;-14.172599792;8.053199768;1
6.267199993;-14.328499794;7.875599861;1
6.274600029;-14.229999542;7.638100147;1
6.199800014;-14.248600006;7.853099823;1
7.316800117;-16.744899750;10.075499535;1
5.744900227;-17.959400177;9.804100037;1
7.033100128;-16.758199692;9.820699692;1
6.454100132;-17.545799255;9.759300232;1
5.370399952;-17.834699631;8.119799614;1
5.218699932;-17.953899384;9.196999550;1
7.086500168;-18.735099792;9.141799927;1
5.369800091;-18.056100845;9.260299683;1
6.162199974;-18.277500153;9.496399879;1
7.035399914;-18.637399673;9.062199593;1
5.737699986;-17.934600830;9.696900368;1
5.595499992;-17.907499313;9.510000229;1
6.027400017;-17.696599960;8.628000259;1
6.975200176;-18.758199692;9.046500206;1
6.133500099;-19.066099167;9.065500259;1
5.881499767;-18.779199600;8.737600327;1
7.191899776;-18.438199997;9.267499924;1
5.584000111;-18.489000320;9.369999886;1
7.106500149;-18.055900574;9.433600426;1
5.446100235;-17.940799713;9.291399956;1
5.544300079;-17.896600723;7.797299862;1
7.879399776;-18.363399506;7.642799854;1
5.500599861;-17.855899811;9.291199684;1
6.925399780;-17.679399490;9.017999649;1
6.966000080;-17.492900848;9.266500473;1
6.758600235;-17.892999649;9.073900223;1
6.174300194;-17.549200058;8.696900368;1
7.159200191;-18.610200882;9.102199554;1
5.378399849;-17.739500046;8.075400352;1
5.589499950;-18.176900864;9.305000305;1
5.468500137;-17.937500000;9.434000015;1
5.546599865;-17.990400314;9.475999832;1
6.818500042;-18.573499680;9.122900009;1
5.790699959;-17.792299271;7.694699764;1
6.783500195;-18.646499634;8.986700058;1
6.699999809;-18.533899307;8.653300285;1
7.040999889;-18.643199921;9.204000473;1
5.437799931;-17.788499832;9.455300331;1
5.284699917;-17.974100113;9.077300072;1
5.234899998;-18.138599396;8.130100250;1
6.000000000;-18.211999893;8.193200111;1
5.332399845;-18.173099518;9.239000320;1
7.381899834;-18.844400406;7.457900047;1
6.782800198;-19.309799194;8.906000137;1
5.520400047;-18.211900711;9.225000381;1
7.159299850;-18.478799820;9.052100182;1
6.830200195;-19.147100449;8.594099998;1
6.281700134;-17.473699570;8.949999809;1
6.189599991;-17.436899185;8.725700378;1
6.601099968;-18.563100815;8.654500008;1
5.521800041;-18.172399521;9.398300171;1
5.989200115;-18.197599411;8.338100433;1
7.270500183;-18.638999939;9.145000458;1
6.757500172;-17.878700256;8.756099701;1
7.011300087;-18.688299179;8.973400116;1
5.559500217;-17.952899933;9.342599869;1
6.388500214;-19.782400131;8.709099770;1
5.597799778;-18.277399063;9.409899712;1
6.724800110;-17.856800079;9.265199661;1
6.494200230;-17.174100876;9.633899689;1
5.373300076;-18.063600540;9.097900391;1
6.559599876;-18.690099716;8.512900352;1
5.360499859;-17.809499741;9.279000282;1
8.697699547;-16.210399628;7.503099918;1
9.549500465;-17.497699738;7.574600220;1
7.137100220;-16.849199295;9.600600243;1
4.521999836;-17.176599503;7.830399990;1
4.421100140;-17.244800568;7.855500221;1
4.424799919;-17.316999435;7.986400127;1
4.541500092;-17.243999481;7.700699806;1
4.473599911;-17.237199783;8.032299995;1
4.431600094;-17.399499893;7.838600159;1
4.564400196;-17.272600174;7.999400139;1
4.357100010;-17.403099060;8.022999763;1
4.436299801;-17.498300552;7.598299980;1
4.212800026;-17.303899765;7.728099823;1
4.521299839;-17.799699783;7.605800152;1
4.433599949;-17.620300293;7.667900085;1
4.409200191;-17.247299194;7.599599838;1
4.303800106;-17.360599518;7.591499805;1
4.194699764;-17.208499908;7.638400078;1
4.913400173;-19.079099655;8.347399712;1
5.025800228;-18.898799896;8.780599594;1
4.999599934;-19.331600189;9.125900269;1
5.129399776;-18.787599564;7.688700199;1
4.996099949;-19.089899063;8.007200241;1
4.884099960;-18.968900681;8.960100174;1
4.850599766;-19.006099701;8.760899544;1
5.041399956;-18.789499283;7.967599869;1
5.039000034;-19.152000427;8.589500427;1
5.102900028;-18.979499817;9.092100143;1
5.011899948;-18.742700577;9.128999710;1
4.982999802;-18.573799133;7.644499779;1
4.891399860;-19.159099579;8.404700279;1
5.066599846;-19.049499512;8.119299889;1
4.935100079;-19.091299057;8.568499565;1
4.999300003;-18.941299438;9.020400047;1
4.909500122;-19.100400925;8.092599869;1
5.349100113;-19.256200790;8.859100342;1
5.060100079;-18.535299301;7.572199821;1
5.165699959;-19.091499329;8.778599739;1
4.972300053;-19.013799667;8.862000465;1
5.177000046;-18.671600342;9.056900024;1
5.118800163;-17.993799210;9.321999550;1
5.039100170;-18.897100449;7.976500034;1
5.017199993;-19.176300049;8.842700005;1
4.975699902;-19.125299454;9.043700218;1
4.994800091;-19.155599594;8.087300301;1
5.161499977;-19.009799957;8.072500229;1
4.947700024;-18.884500504;7.615399837;1
4.921700001;-18.885299683;8.662099838;1
4.888100147;-19.146499634;8.683500290;1
4.964700222;-19.333700180;8.338199615;1
5.010399818;-18.856199265;7.691400051;1
5.092599869;-18.871099472;8.067700386;1
5.036399841;-18.870399475;9.106399536;1
5.055500031;-18.652999878;7.625899792;1
5.113599777;-18.959100723;8.909199715;1
5.030099869;-18.780199051;8.753000259;1
5.040200233;-19.141099930;9.178400040;1
5.081200123;-19.216499329;8.041799545;1
5.229899883;-19.145700455;9.134300232;1
4.939899921;-19.318199158;8.153300285;1
5.147600174;-18.662099838;9.189200401;1
4.972199917;-19.193700790;8.742500305;1
5.284599781;-19.236299515;8.074899673;1
4.930900097;-18.826799393;8.971899986;1
6.107699871;-13.742400169;6.616799831;1
6.173500061;-13.677200317;7.203199863;1
6.315899849;-14.115200043;7.541100025;1
7.535799980;-14.554300308;5.690599918;1
6.875999928;-16.135599136;5.905399799;1
6.311200142;-15.560999870;5.861899853;1
7.636799812;-14.701600075;5.771100044;1
7.839499950;-14.173600197;5.467199802;1
6.162700176;-15.278800011;7.541399956;1
6.056499958;-14.814100266;5.384500027;1
7.192500114;-14.599800110;5.738900185;1
8.241800308;-15.660400391;6.862999916;1
7.778999805;-14.140099525;5.827400208;1
6.696100235;-15.606399536;6.465199947;1
7.350800037;-15.374500275;7.007199764;1
6.808199883;-16.268800735;5.863500118;1
6.950699806;-15.616399765;5.783299923;1
7.795599937;-14.528400421;5.541100025;1
7.055200100;-16.092399597;6.141300201;1
6.897099972;-15.582099915;6.507699966;1
6.946800232;-16.099000931;6.140500069;1
7.414199829;-15.238100052;5.475900173;1
6.045899868;-14.724900246;7.184100151;1
7.105800152;-16.279100418;6.124199867;1
7.088300228;-14.162099838;5.445799828;1
7.645400047;-14.587800026;5.608099937;1
7.682000160;-14.249300003;5.849199772;1
7.929800034;-14.229200363;5.676899910;1
4.829199791;-17.275899887;6.085299969;1
5.299600124;-15.792799950;7.383800030;1
5.054999828;-16.875000000;7.487500191;1
5.022799969;-17.003099442;7.469699860;1
5.438399792;-16.720199585;7.551199913;1
5.109899998;-16.761299133;7.451099873;1
4.881400108;-16.989400864;7.388400078;1
5.459700108;-16.212999344;6.993100166;1
4.978000164;-16.676700592;7.490699768;1
5.933000088;-16.856300354;5.411900043;1
5.814899921;-16.849599838;5.471799850;1
5.423699856;-16.663400650;7.453299999;1
5.148399830;-16.603799820;7.453599930;1
4.818900108;-16.844999313;7.430600166;1
6.123000145;-16.398300171;6.234300137;1
5.000000000;-16.789100647;7.537799835;1
5.206699848;-16.941200256;7.424799919;1
4.907400131;-16.762800217;7.489399910;1
4.789400101;-17.121000290;7.345300198;1
4.928199768;-16.897499084;7.242499828;1
4.868800163;-16.976900101;7.020800114;1
4.972199917;-17.114500046;6.922399998;1
5.157700062;-17.193799973;7.120500088;1
5.469799995;-16.415199280;6.735499859;1
6.110300064;-17.011699677;5.512800217;1
5.359200001;-15.927900314;7.550099850;1
4.780000210;-16.787200928;5.463799953;1
5.003300190;-16.979900360;7.251800060;1
5.622300148;-15.539999962;7.400300026;1
5.370600224;-15.825300217;7.502799988;1
6.651100159;-16.582199097;6.315499783;1
4.599999905;-17.132600784;7.162700176;1
5.285299778;-16.662900925;7.481599808;1
5.132900238;-16.836999893;7.341000080;1
4.686500072;-16.871799469;7.409900188;1
5.262100220;-16.019599915;7.442299843;1
5.221799850;-16.852399826;7.506999969;1
4.622600079;-17.002000809;7.360000134;1
4.769599915;-17.403099060;6.630899906;1
5.363299847;-16.033800125;7.371699810;1
5.136700153;-16.677099228;7.542900085;1
4.709099770;-17.324300766;7.296700001;1
4.652400017;-17.130800247;7.072000027;1
4.839399815;-16.873199463;7.307099819;1
4.810500145;-16.987499237;7.467700005;1
5.211699963;-17.468599319;6.520100117;1
5.415500164;-16.180599213;6.882299900;1
4.735499859;-17.112199783;7.185100079;1
4.842999935;-17.426500320;7.342599869;1
4.883299828;-17.249300003;7.293499947;1
5.322899818;-15.892600060;7.345099926;1
5.483600140;-16.249300003;7.359600067;1
4.960199833;-17.004600525;7.081200123;1
5.349400043;-15.647500038;7.207399845;1
5.662799835;-15.541299820;7.589200020;1
5.431200027;-15.911299706;7.409299850;1
5.009099960;-16.830999374;7.387100220;1
4.714200020;-16.922700882;7.516699791;1
5.507999897;-16.512500763;6.989699841;1
4.813600063;-16.935499191;7.132900238;1
4.631499767;-17.241399765;7.529799938;1
5.062200069;-16.944099426;5.866700172;1
5.472199917;-15.714699745;7.322700024;1
5.747000217;-15.714799881;7.578400135;1
5.045400143;-17.145000458;7.031400204;1
8.049900055;-14.274399757;8.445400238;1
5.255599976;-14.800999641;3.305799961;1
4.188499928;-17.602800369;6.307700157;1
4.461900234;-17.598800659;7.272200108;1
4.131499767;-17.496400833;6.810100079;1
4.468500137;-17.417699814;7.167300224;1
4.145599842;-17.639999390;6.481100082;1
4.494699955;-17.738800049;7.458300114;1
4.601799965;-17.721099854;7.483500004;1
4.487899780;-17.531099319;7.129300117;1
4.479599953;-17.522399902;6.916600227;1
4.505499840;-17.648199081;7.374499798;1
4.461100101;-17.453599930;7.342599869;1
4.472199917;-17.374099731;6.911300182;1
4.290100098;-17.415199280;7.334099770;1
4.096300125;-18.037300110;6.723100185;1
4.521699905;-17.273099899;7.265999794;1
4.595300198;-17.720500946;7.027299881;1
4.458700180;-17.465400696;7.495500088;1
3.922300100;-17.930599213;6.522500038;1
4.484200001;-17.162700653;7.454599857;1
4.412399769;-17.187700272;7.309000015;1
4.178199768;-17.359600067;6.472400188;1
4.551400185;-17.934499741;7.082399845;1
4.601099968;-17.462099075;6.944699764;1
4.492099762;-17.287300110;6.645999908;1
4.117099762;-17.520900726;6.144199848;1
4.269999981;-17.564899445;6.258299828;1
3.987400055;-17.947799683;6.618999958;1
4.606999874;-17.845699310;7.209400177;1
4.562300205;-17.578199387;7.197700024;1
4.472300053;-17.275800705;7.462699890;1
4.637300014;-17.820800781;7.106100082;1
4.459199905;-17.986099243;7.396999836;1
4.362299919;-17.480300903;6.035699844;1
4.367599964;-17.410400391;7.403900146;1
4.562500000;-17.869699478;7.414199829;1
4.490300179;-17.755899429;7.305699825;1
4.693500042;-17.815900803;5.982399940;1
4.621900082;-17.325099945;6.587800026;1
4.155300140;-17.944299698;6.647999763;1
4.526400089;-17.633600235;7.085999966;1
4.339600086;-17.334699631;7.495100021;1
4.433700085;-17.341199875;7.366799831;1
4.153299809;-17.713499069;6.215499878;1
4.130599976;-17.601600647;6.073400021;1
4.401100159;-17.143400192;7.170499802;1
4.516399860;-17.337600708;6.815899849;1
4.611999989;-17.592899323;7.489999771;1
4.783500195;-17.783399582;6.154799938;1
4.649499893;-17.535100937;6.887000084;1
4.559700012;-17.715299606;7.207699776;1
6.921599865;-16.792800903;5.328000069;1
