//X;Y;Z;Illuminance (PCV)
10.348500252;-17.826700211;3.747200012;1
10.352600098;-17.751899719;3.425800085;1
9.609100342;-17.548000336;4.367599964;1
11.784799576;-17.290000916;4.311200142;1
10.377599716;-17.630899429;4.874899864;1
10.803600311;-15.841899872;3.137000084;1
9.991200447;-17.434799194;4.990200043;1
9.553099632;-17.796199799;3.608799934;1
9.777299881;-18.571899414;4.281000137;1
9.870400429;-18.069000244;4.145699978;1
9.882399559;-18.224300385;3.970599890;1
9.717100143;-17.826900482;4.811100006;1
9.664199829;-17.770299911;3.999799967;1
9.618399620;-17.738800049;4.626100063;1
10.424799919;-19.140300751;4.932199955;1
9.793299675;-18.007499695;4.176400185;1
4.665800095;-15.798100471;3.143899918;1
5.343900204;-15.065299988;3.443700075;1
4.755199909;-15.439599991;3.512200117;1
5.241600037;-14.958200455;3.207299948;1
5.120299816;-15.561599731;3.164599895;1
5.116799831;-15.417900085;3.228899956;1
5.255000114;-15.477100372;3.176000118;1
5.039700031;-15.686400414;3.246200085;1
6.740799904;-20.259000778;4.243899822;1
6.468900204;-18.318500519;3.235399961;1
11.655400276;-18.608800888;4.287399769;1
11.413200378;-19.016500473;4.337900162;1
11.323699951;-19.201000214;4.761499882;1
5.820000172;-14.217200279;2.679100037;1
5.887300014;-14.179300308;2.855900049;1
6.039800167;-13.735699654;2.934900045;1
5.834000111;-14.264399529;2.991600037;1
6.385499954;-13.655200005;2.644900084;1
5.834000111;-14.520099640;2.570800066;1
5.041200161;-14.838899612;2.838799953;1
4.724699974;-15.648099899;2.883699894;1
5.247099876;-14.613699913;2.704400063;1
5.036099911;-14.886599541;2.645400047;1
6.655900002;-13.937700272;2.581599951;1
6.080699921;-15.947699547;2.958300114;1
9.568099976;-16.392499924;2.757299900;1
10.161700249;-15.665599823;2.792799950;1
10.352399826;-15.467900276;2.481899977;1
9.583299637;-16.139699936;2.813999891;1
10.179599762;-15.912199974;2.812099934;1
9.803199768;-15.519800186;2.563199997;1
10.034999847;-15.737500191;2.394099951;1
10.298199654;-15.506899834;2.687099934;1
9.388199806;-16.597400665;2.686199903;1
8.883899689;-16.287099838;2.742000103;1
9.468000412;-16.542600632;2.644700050;1
8.225700378;-16.583099365;2.626199961;1
7.319600105;-17.310199738;2.043800116;1
7.119100094;-18.372999191;2.447499990;1
7.052999973;-18.408100128;2.318799973;1
7.837999821;-17.227300644;0.940500021;1
6.991799831;-18.225200653;2.539599895;1
6.476200104;-17.873899460;0.751999974;1
7.033599854;-18.215700150;2.293999910;1
7.787199974;-17.097799301;0.814999998;1
7.944900036;-19.106800079;2.416500092;1
6.879199982;-18.229799271;2.464600086;1
10.504099846;-15.458100319;2.320300102;1
10.505200386;-15.065999985;2.635799885;1
10.472499847;-15.058600426;2.477099895;1
10.432000160;-15.200200081;2.368400097;1
10.482099533;-15.326700211;2.336899996;1
10.719799995;-15.067700386;2.788899899;1
10.679699898;-15.409799576;2.659499884;1
7.815000057;-19.429399490;2.136899948;1
7.010099888;-18.864999771;2.324399948;1
6.216599941;-17.969900131;0.781099975;1
11.217000008;-15.672300339;2.544699907;1
9.596799850;-18.895099640;2.543600082;1
9.602399826;-19.555400848;2.229199886;1
7.838500023;-19.638700485;2.001899958;1
7.938300133;-19.571500778;1.988999963;1
7.534999847;-17.137899399;0.247700006;1
7.756700039;-17.280099869;-0.531599998;1
6.431799889;-17.739200592;0.541299999;1
6.305099964;-16.515699387;9.829600334;1
6.390299797;-16.785600662;9.992899895;1
8.229100227;-16.449600220;9.950200081;1
8.203700066;-16.857400894;10.138099670;1
6.846099854;-16.709800720;9.465999603;1
8.623600006;-16.358400345;9.838899612;1
7.057499886;-16.591499329;9.754599571;1
8.167599678;-16.630599976;10.020899773;1
8.479499817;-15.960700035;9.551099777;1
8.428899765;-16.308300018;9.679699898;1
8.178999901;-16.756599426;9.928999901;1
6.558300018;-15.029899597;8.457099915;1
7.340899944;-14.565799713;8.623499870;1
7.447700024;-14.153599739;7.872799873;1
6.290299892;-14.490400314;7.271500111;1
6.109300137;-14.974200249;7.270800114;1
7.625999928;-14.394000053;8.595600128;1
6.388800144;-14.822299957;7.529500008;1
7.233900070;-14.394000053;8.119999886;1
6.300000191;-14.405500412;7.706099987;1
7.656400204;-14.586199760;8.498100281;1
6.165699959;-15.088500023;7.288300037;1
6.405099869;-14.578399658;7.662899971;1
7.059599876;-14.555899620;8.385399818;1
6.889200211;-14.861399651;8.239600182;1
7.307700157;-14.017299652;7.728499889;1
7.412700176;-14.420100212;7.975800037;1
6.436100006;-15.082799911;8.048700333;1
6.366000175;-15.185299873;7.955500126;1
6.441199780;-14.896900177;8.313400269;1
6.940199852;-14.994799614;8.667300224;1
6.337999821;-15.000300407;7.676599979;1
7.554299831;-14.736000061;8.719400406;1
7.273099899;-14.218099594;7.645199776;1
7.512000084;-14.282999992;8.127400398;1
7.307400227;-14.442199707;8.172699928;1
7.297200203;-14.875699997;8.829899788;1
7.689000130;-14.369099617;8.365799904;1
6.538899899;-14.165100098;7.903699875;1
6.137899876;-14.571599960;7.321800232;1
7.546999931;-14.781700134;9.291999817;1
6.102700233;-13.908900261;7.270299911;1
6.422800064;-15.200300217;8.511400223;1
6.370500088;-14.769300461;8.336899757;1
6.473000050;-14.479499817;7.774400234;1
7.407000065;-14.808099747;9.244899750;1
6.427199841;-14.770700455;7.675799847;1
7.708399773;-14.455800056;8.412899971;1
6.425499916;-15.904999733;7.218900204;1
6.116399765;-15.433600426;7.303299904;1
8.414299965;-16.702699661;7.257999897;1
6.550199986;-15.697699547;7.435100079;1
7.147299767;-15.656800270;9.077599525;1
7.674499989;-14.747799873;8.654899597;1
6.908500195;-15.479800224;7.377900124;1
6.508600235;-15.784399986;7.762599945;1
7.071700096;-15.273500443;7.799399853;1
8.618000031;-16.407800674;8.724300385;1
7.086999893;-16.619699478;9.180899620;1
6.926700115;-16.348800659;9.074299812;1
6.729800224;-15.758799553;8.055899620;1
7.361199856;-15.523599625;7.082399845;1
8.307800293;-16.628299713;7.649600029;1
6.603600025;-16.273599625;7.135099888;1
6.993999958;-16.061000824;7.315899849;1
6.610000134;-16.022199631;8.363499641;1
7.744299889;-14.694000244;8.605099678;1
7.284100056;-16.073900223;7.354000092;1
6.716800213;-15.591400146;7.395100117;1
7.657999992;-16.828500748;8.275099754;1
7.091800213;-15.474300385;7.169799805;1
6.152999878;-15.487099648;7.896399975;1
8.352999687;-16.554300308;7.497300148;1
6.532899857;-15.486599922;8.701000214;1
7.130700111;-15.113900185;8.691399574;1
6.511000156;-15.769300461;8.511799812;1
6.732600212;-16.080999374;8.611200333;1
7.131800175;-16.109699249;7.499000072;1
6.170100212;-15.457099915;7.684400082;1
7.266799927;-15.020199776;9.094499588;1
8.096699715;-16.334899902;7.475299835;1
6.585899830;-15.430899620;7.522999763;1
6.978400230;-15.732299805;8.633000374;1
7.237299919;-15.630700111;7.779500008;1
7.414400101;-16.105600357;7.485000134;1
6.521299839;-16.934700012;8.145299911;1
6.458700180;-15.867899895;7.402500153;1
7.718900204;-14.875800133;8.596799850;1
5.450099945;-16.067100525;7.476699829;1
4.756299973;-17.181800842;7.701499939;1
5.376999855;-16.014900208;7.270199776;1
5.767399788;-16.906600952;8.872599602;1
6.178599834;-16.361400604;8.883199692;1
6.435100079;-17.738300323;7.404900074;1
5.473800182;-16.323499680;7.267499924;1
5.738100052;-16.229299545;7.302999973;1
7.775899887;-14.095999718;7.981299877;1
8.237400055;-13.939299583;7.233699799;1
8.294599533;-13.736800194;7.056399822;1
7.753799915;-13.850000381;8.369000435;1
8.454500198;-13.895700455;7.364999771;1
7.779799938;-13.775199890;8.271900177;1
7.641099930;-13.959699631;7.974199772;1
8.073100090;-13.919899940;7.131999969;1
8.095600128;-14.530599594;9.047900200;1
7.658599854;-14.128700256;7.706600189;1
8.432999611;-13.817500114;7.075699806;1
8.135000229;-13.703599930;7.425099850;1
7.719900131;-13.993300438;7.809700012;1
8.181599617;-15.252300262;7.829100132;1
8.479499817;-15.159999847;8.034000397;1
8.468000412;-14.280200005;7.229899883;1
8.064900398;-14.675600052;8.828000069;1
9.107199669;-15.487600327;7.771800041;1
8.099399567;-14.636699677;8.997500420;1
9.005999565;-15.269300461;8.096300125;1
9.064499855;-15.132900238;7.072700024;1
9.428600311;-16.142299652;8.714799881;1
9.132800102;-14.980799675;7.354300022;1
8.113400459;-14.744600296;9.067600250;1
8.469900131;-15.566900253;7.840300083;1
8.961899757;-15.098899841;7.535200119;1
8.266300201;-15.318400383;7.688199997;1
8.193799973;-14.538000107;8.468899727;1
8.054200172;-14.891500473;8.907799721;1
8.718000412;-14.111300468;7.012400150;1
9.206299782;-15.602899551;7.784100056;1
9.093099594;-18.286600113;8.544099808;1
8.181699753;-19.281700134;8.189599991;1
7.923500061;-18.359399796;7.060299873;1
9.079500198;-17.743000031;8.508500099;1
8.044799805;-17.163700104;7.530000210;1
9.491800308;-18.802799225;8.394300461;1
5.139500141;-18.871099472;7.917500019;1
5.577099800;-19.508300781;7.270999908;1
10.223400116;-17.824699402;6.910500050;1
9.512200356;-18.006999969;7.668200016;1
10.434700012;-17.687700272;6.994599819;1
10.379899979;-17.489999771;7.037399769;1
9.431099892;-17.330799103;9.121600151;1
8.908800125;-20.045900345;8.288999557;1
8.972599983;-19.641799927;8.860300064;1
9.117799759;-19.708200455;8.898300171;1
6.236599922;-13.938899994;6.558499813;1
6.315199852;-14.109199524;6.677899837;1
6.213699818;-13.808699608;7.215700150;1
6.472599983;-13.520700455;6.544000149;1
6.106500149;-14.554499626;7.200699806;1
6.063300133;-13.764900208;6.792500019;1
6.331999779;-13.996399879;6.758600235;1
6.065499783;-13.940400124;6.555399895;1
6.381800175;-14.401300430;7.029500008;1
6.486100197;-14.519300461;7.112500191;1
6.226900101;-14.778400421;7.000899792;1
6.086200237;-14.788900375;7.063899994;1
6.109200001;-14.049300194;6.315000057;1
7.194200039;-14.367699623;5.675700188;1
6.045199871;-14.185799599;6.860599995;1
6.762100220;-14.026900291;6.214300156;1
6.401400089;-14.306400299;6.729499817;1
7.139900208;-14.361200333;5.486299992;1
5.458899975;-16.781099319;5.592199802;1
5.611000061;-16.403400421;7.121099949;1
5.200200081;-16.337499619;5.293900013;1
5.634500027;-15.619600296;7.151400089;1
6.348000050;-17.287300110;5.258100033;1
5.565400124;-16.002199173;7.163300037;1
6.302000046;-17.137899399;5.524899960;1
6.084000111;-16.585300446;5.174099922;1
6.609300137;-16.832599640;4.969500065;1
6.821100235;-17.040800095;5.527999878;1
6.619999886;-16.920499802;5.699999809;1
6.984899998;-15.714599609;7.034399986;1
6.310200214;-16.343200684;6.050700188;1
6.462900162;-16.868099213;5.651700020;1
7.382199764;-14.708600044;5.942599773;1
8.024499893;-15.530699730;6.284200191;1
8.193599701;-15.733099937;6.369599819;1
8.209799767;-15.967200279;5.178599834;1
6.686699867;-16.455299377;6.177100182;1
8.267100334;-13.720399857;6.289500237;1
8.048999786;-13.819299698;6.721799850;1
8.115900040;-14.334400177;6.579999924;1
7.305699825;-13.991100311;5.367899895;1
8.562199593;-13.539500237;6.428699970;1
8.624699593;-13.908900261;6.015699863;1
8.515299797;-13.943499565;6.158400059;1
8.619799614;-13.708299637;6.184299946;1
8.135600090;-13.632900238;5.676599979;1
8.036700249;-14.136199951;5.850200176;1
8.257200241;-13.961400032;6.959700108;1
8.082400322;-14.213199615;5.999400139;1
7.982299805;-13.757599831;6.579299927;1
8.571499825;-13.797300339;6.291399956;1
8.161899567;-13.316200256;5.606900215;1
8.226599693;-13.939000130;6.359200001;1
7.778399944;-13.965299606;6.146800041;1
7.990499973;-13.257300377;5.068600178;1
8.428999901;-13.682399750;6.592100143;1
7.876299858;-14.389100075;6.449600220;1
8.378499985;-13.712400436;6.274600029;1
7.843999863;-13.959899902;5.393499851;1
8.141799927;-13.767900467;7.003499985;1
7.818999767;-14.173899651;6.628900051;1
8.100199699;-13.760999680;5.706900120;1
8.272299767;-15.763799667;6.298600197;1
8.989000320;-14.345600128;6.394199848;1
8.041500092;-14.378899574;5.527699947;1
8.694199562;-15.585399628;6.515600204;1
8.905900002;-15.880800247;6.348999977;1
8.790200233;-15.014100075;6.843800068;1
9.050299644;-14.125300407;6.378799915;1
8.932100296;-14.213600159;6.316899776;1
7.435200214;-19.485099792;4.878799915;1
6.288799763;-18.246400833;6.160600185;1
4.148399830;-17.758100510;6.534500122;1
7.869599819;-18.719400406;5.213500023;1
7.949999809;-17.906499863;5.926599979;1
8.154899597;-17.726900101;6.234600067;1
8.139399529;-18.565200806;5.334400177;1
7.067399979;-17.788700104;6.697199821;1
7.907700062;-18.832500458;5.155499935;1
7.347899914;-17.689800262;5.028200150;1
7.103700161;-17.417800903;5.929299831;1
8.024499893;-17.865100861;6.132400036;1
7.124800205;-17.801500320;6.456900120;1
6.678599834;-17.802799225;4.934100151;1
7.234099865;-17.770700455;5.993400097;1
7.651999950;-18.592599869;5.206399918;1
11.180500031;-15.875000000;6.984000206;1
11.475500107;-15.674799919;6.807099819;1
4.666600227;-18.995599747;6.475500107;1
4.808300018;-18.983400345;6.485799789;1
4.782700062;-18.979900360;6.197899818;1
11.365500450;-16.415100098;5.976200104;1
10.624500275;-16.372299194;5.733500004;1
10.396599770;-16.977899551;6.417900085;1
9.952699661;-18.765899658;6.327700138;1
5.154699802;-15.467300415;3.121700048;1
6.030399799;-17.535999298;4.284900188;1
5.611499786;-16.746299744;3.966399908;1
5.843900204;-14.791500092;3.262799978;1
5.937399864;-14.811100006;3.349499941;1
5.684100151;-14.648200035;2.748699903;1
5.876800060;-14.589599609;2.891900063;1
7.010700226;-14.626799583;3.495699883;1
6.383200169;-14.239000320;3.111000061;1
6.020199776;-14.930399895;3.176199913;1
6.118100166;-14.802599907;3.219099998;1
6.319300175;-14.092200279;3.206700087;1
5.206200123;-14.665599823;2.905400038;1
6.387599945;-14.185299873;3.212500095;1
6.147699833;-13.803700447;2.748800039;1
6.490099907;-14.354100227;3.201900005;1
6.186299801;-14.846500397;2.898499966;1
5.834599972;-14.032400131;2.888600111;1
6.033699989;-14.730799675;2.929800034;1
6.399400234;-14.076899529;3.275500059;1
6.136300087;-13.939499855;2.829799891;1
6.092000008;-14.008600235;3.071700096;1
10.368200302;-14.758799553;4.654500008;1
10.508799553;-14.682399750;5.035500050;1
6.373000145;-15.832200050;3.792900085;1
6.068699837;-20.041599274;4.208199978;1
6.091599941;-18.793100357;4.429699898;1
6.331299782;-17.994199753;4.518300056;1
5.987599850;-19.825599670;4.428999901;1
6.172800064;-19.977100372;4.359300137;1
6.612500191;-17.994600296;4.319399834;1
6.474699974;-18.638099670;3.829600096;1
6.396800041;-18.563400269;4.151000023;1
10.429200172;-15.031299591;2.385299921;1
8.928500175;-16.344999313;2.502399921;1
10.279000282;-15.876700401;2.815399885;1
9.570599556;-17.942199707;4.168700218;1
9.697799683;-18.068399429;4.170800209;1
9.078200340;-17.971399307;4.270299911;1
6.850299835;-17.865100861;4.394599915;1
7.706799984;-17.256000519;2.558900118;1
6.146800041;-20.244699478;4.210100174;1
10.826299667;-15.334699631;2.811300039;1
7.757400036;-17.291999817;2.093499899;1
5.453100204;-17.762699127;0.864199996;1
6.153600216;-18.038999557;0.884599984;1
5.431399822;-17.968900681;0.744300008;1
5.819499969;-17.780199051;0.928699970;1
4.906899929;-17.618499756;0.491100013;1
8.297400475;-15.219200134;8.984299660;1
8.356699944;-15.266200066;8.793299675;1
9.278499603;-16.239099503;9.151499748;1
8.641799927;-15.536600113;9.034899712;1
9.032699585;-16.373699188;9.904800415;1
9.307200432;-16.194599152;8.868599892;1
9.314000130;-15.445099831;8.642900467;1
8.926300049;-15.647500038;8.719099998;1
8.378499985;-15.627799988;9.063599586;1
9.470999718;-16.653600693;9.132300377;1
8.951299667;-15.723500252;8.925399780;1
8.996999741;-16.081399918;9.968500137;1
9.104900360;-16.390100479;10.024299622;1
8.338700294;-15.559599876;9.191800117;1
8.826100349;-16.294799805;10.026200294;1
8.112000465;-15.128199577;8.745800018;1
9.063500404;-15.843999863;9.374799728;1
9.031399727;-16.305500031;9.796600342;1
8.026200294;-15.529999733;8.879799843;1
9.103300095;-16.547300339;9.839200020;1
8.918499947;-16.685899734;9.397800446;1
8.739299774;-16.141700745;8.931099892;1
9.231200218;-16.001899719;8.715800285;1
8.653400421;-15.739999771;9.463500023;1
9.272899628;-16.513200760;9.457400322;1
8.328000069;-15.096799850;8.639599800;1
8.860099792;-16.519699097;9.875399590;1
9.052499771;-16.186399460;9.694800377;1
8.126700401;-15.556200027;8.885000229;1
8.753399849;-16.429899216;9.026900291;1
9.131099701;-15.821599960;9.167400360;1
9.220199585;-16.690500259;9.357899666;1
9.377400398;-16.627199173;9.315400124;1
9.297599792;-15.756600380;8.878100395;1
9.081800461;-16.053899765;10.022000313;1
8.544599533;-15.704999924;9.458999634;1
9.208100319;-16.372600555;9.968700409;1
8.510800362;-16.404899597;9.637399673;1
9.443799973;-15.862999916;8.881899834;1
9.083100319;-16.166400909;10.025600433;1
9.462300301;-16.000299454;8.753299713;1
9.432900429;-16.378400803;9.203200340;1
9.357500076;-15.891400337;9.193300247;1
9.776100159;-16.340999603;8.651800156;1
8.232700348;-15.565500259;9.302800179;1
8.414699554;-14.967200279;8.852399826;1
8.404600143;-15.348999977;9.008399963;1
8.997799873;-16.229700089;9.990300179;1
9.786499977;-16.234399796;8.780500412;1
9.083000183;-15.664400101;8.714400291;1
9.096899986;-16.492300034;9.923299789;1
9.089599609;-16.522499084;9.315999985;1
8.671699524;-14.916199684;8.692999840;1
8.930199623;-16.060400009;9.851599693;1
8.883399963;-15.828700066;9.234800339;1
9.409000397;-16.529399872;9.208600044;1
8.496199608;-15.219400406;8.730099678;1
8.499799728;-15.125699997;8.870800018;1
9.588199615;-16.121999741;8.694399834;1
8.561599731;-15.842599869;9.287400246;1
8.474699974;-15.371399879;8.758600235;1
8.729399681;-15.408399582;9.064399719;1
8.398099899;-15.437199593;9.068900108;1
8.384799957;-15.299099922;8.883700371;1
9.387999535;-16.793899536;9.191699982;1
8.767399788;-16.415599823;9.132900238;1
9.096899986;-16.181499481;9.847800255;1
9.204700470;-16.121999741;9.000100136;1
8.604100227;-15.611200333;9.102399826;1
9.479200363;-16.332799911;9.464900017;1
8.629300117;-15.486000061;9.200599670;1
9.422300339;-16.275600433;9.213399887;1
8.682700157;-16.724599838;9.110099792;1
8.802800179;-16.458099365;9.287899971;1
8.555600166;-16.338899612;9.011199951;1
8.877099991;-16.003700256;9.933699608;1
8.367300034;-15.417599678;9.185700417;1
8.173199654;-15.912099838;8.953000069;1
9.479399681;-16.426300049;9.578700066;1
9.329799652;-15.788599968;9.198900223;1
8.541299820;-15.483300209;8.831800461;1
9.013699532;-16.328100204;10.012700081;1
8.899800301;-16.441400528;9.696499825;1
9.398099899;-16.406900406;9.690699577;1
8.070899963;-15.640299797;8.988400459;1
9.389300346;-15.859900475;9.039299965;1
8.188899994;-15.653599739;9.511500359;1
8.439000130;-16.288000107;9.438799858;1
9.173600197;-16.385599136;9.863100052;1
8.340800285;-14.892100334;8.817600250;1
8.217399597;-15.701999664;9.269200325;1
8.529399872;-14.945500374;8.735199928;1
8.799699783;-15.772700310;9.404899597;1
8.807999611;-16.056499481;9.830200195;1
8.729399681;-15.502699852;8.965700150;1
9.366999626;-16.554899216;9.396499634;1
9.359900475;-16.518499374;9.583900452;1
8.502300262;-16.315000534;9.115200043;1
8.531499863;-15.321100235;8.663100243;1
8.184800148;-15.499799728;8.948399544;1
8.279700279;-15.365300179;8.791899681;1
8.606300354;-14.937700272;8.617699623;1
12.273900032;-16.360599518;7.088799953;1
12.140199661;-17.519899368;6.728499889;1
12.539699554;-16.978099823;6.922599792;1
11.428899765;-15.630100250;7.536600113;1
12.207300186;-17.436899185;6.787099838;1
12.699700356;-16.940399170;6.827400208;1
12.478400230;-17.376699448;6.731100082;1
11.673800468;-15.949199677;7.637800217;1
12.466099739;-16.516399384;6.922100067;1
12.699899673;-16.651399612;6.489699841;1
10.890700340;-15.794699669;6.876699924;1
11.623499870;-16.469600677;7.045499802;1
11.757900238;-16.251399994;7.470300198;1
12.709300041;-16.975799561;6.649899960;1
11.834500313;-16.184000015;7.267099857;1
12.596400261;-16.755899429;6.994299889;1
11.719300270;-16.151599884;7.524499893;1
11.198800087;-15.929200172;6.586800098;1
11.665499687;-15.615099907;6.756599903;1
12.613499641;-16.517099380;6.899600029;1
12.281100273;-16.180999756;6.453800201;1
11.444899559;-16.269100189;7.117000103;1
12.158800125;-16.790000916;6.643899918;1
11.847800255;-15.611700058;6.834199905;1
12.233099937;-15.937299728;6.585800171;1
11.733599663;-16.113300323;7.186200142;1
12.430199623;-16.701000214;6.360700130;1
12.459699631;-16.623899460;6.657000065;1
11.728300095;-16.180400848;6.907700062;1
11.656100273;-16.223800659;7.623400211;1
12.226499557;-16.534400940;7.103199959;1
11.346599579;-15.557000160;7.001200199;1
11.512800217;-16.157600403;7.456500053;1
12.565199852;-17.224000931;6.776100159;1
12.242400169;-17.504100800;6.423500061;1
12.685700417;-16.935699463;6.972700119;1
11.262100220;-15.514800072;7.038799763;1
12.741700172;-16.730300903;6.538400173;1
11.515600204;-16.115600586;7.089300156;1
12.529399872;-16.405799866;7.007299900;1
12.456999779;-16.219100952;6.530000210;1
11.351300240;-15.417799950;6.898700237;1
12.708900452;-16.882900238;6.492099762;1
11.226400375;-16.324300766;7.225699902;1
12.627300262;-16.379600525;6.760900021;1
11.738400459;-15.592599869;6.929900169;1
11.450200081;-15.666099548;7.784699917;1
11.649800301;-16.132699966;7.380700111;1
12.225799561;-16.167999268;7.073500156;1
11.815699577;-15.701800346;6.948500156;1
12.689000130;-16.701999664;6.969900131;1
12.618499756;-16.602600098;6.790299892;1
11.719900131;-16.035999298;7.366300106;1
10.871800423;-16.025299072;6.986899853;1
11.354800224;-16.211000443;7.113699913;1
12.115400314;-17.425300598;6.627299786;1
12.449399948;-16.474500656;7.020199776;1
12.001899719;-16.351200104;7.291100025;1
12.504099846;-16.611900330;6.565100193;1
11.683400154;-15.646100044;7.265999794;1
11.038000107;-16.215299606;6.752699852;1
11.169599533;-16.037799835;6.566800117;1
12.348999977;-16.495100021;6.484700203;1
12.098299980;-16.088100433;6.632999897;1
12.404999733;-16.626899719;6.760700226;1
12.692999840;-16.728799820;6.631700039;1
11.420800209;-15.429900169;6.759500027;1
11.292900085;-16.367799759;7.298799992;1
12.693699837;-16.549800873;6.997799873;1
11.038000107;-15.691499710;6.446300030;1
11.883299828;-16.184200287;6.973400116;1
11.425800323;-15.566100121;7.228300095;1
12.566800117;-17.302700043;6.841899872;1
12.373000145;-16.369499207;6.876500130;1
11.853799820;-15.507399559;6.931099892;1
11.941699982;-16.203100204;6.727600098;1
11.229999542;-15.613599777;7.324900150;1
12.798299789;-16.792499542;6.638899803;1
12.365200043;-16.685199738;6.894400120;1
12.529700279;-16.295299530;6.662000179;1
12.017999649;-16.489200592;6.832900047;1
12.137900352;-17.670900345;6.550099850;1
11.776800156;-16.213699341;7.151999950;1
11.727800369;-15.677499771;7.060400009;1
12.193699837;-16.281799316;7.080999851;1
11.590299606;-16.195100784;7.193399906;1
12.227499962;-15.957599640;6.710400105;1
11.918499947;-15.592399597;6.941599846;1
12.375800133;-17.398399353;6.603499889;1
12.142700195;-16.386699677;7.178599834;1
12.425999641;-16.379699707;6.994100094;1
10.874799728;-15.919400215;7.022699833;1
12.011699677;-16.026300430;6.846799850;1
11.435600281;-16.151399612;7.638400078;1
11.901100159;-16.399700165;6.775300026;1
11.574000359;-16.222499847;7.393799782;1
12.152099609;-16.304199219;7.272699833;1
11.762399673;-16.270599365;7.350100040;1
12.515999794;-16.247900009;6.413099766;1
11.638099670;-15.778599739;7.399199963;1
12.604200363;-17.093900681;6.940899849;1
12.409500122;-16.388399124;6.756599903;1
11.659700394;-16.231000900;7.304100037;1
12.276900291;-16.660900116;7.109399796;1
12.533300400;-16.420799255;6.386799812;1
12.173600197;-16.210800171;6.777699947;1
11.805500031;-16.327400208;6.983699799;1
12.588199615;-16.858800888;7.008600235;1
12.329799652;-16.204099655;6.366799831;1
11.564700127;-15.432800293;6.752200127;1
11.967900276;-16.126600266;7.205500126;1
12.509300232;-16.835599899;7.071199894;1
11.916099548;-16.261800766;7.306900024;1
11.658699989;-15.942099571;6.858200073;1
11.977100372;-16.958499908;6.393599987;1
12.282099724;-16.468000412;6.849400043;1
12.353500366;-16.819799423;6.572899818;1
11.460900307;-15.474499702;7.153900146;1
11.905200005;-16.046699524;6.929699898;1
12.387100220;-15.916399956;6.612999916;1
11.412599564;-16.197000504;6.962200165;1
8.222000122;-16.746400833;9.153300285;1
8.158300400;-16.850099564;9.249099731;1
8.860699654;-17.213899612;10.236000061;1
8.717900276;-17.130599976;10.162300110;1
8.944999695;-17.179199219;9.897299767;1
7.981200218;-16.655700684;9.200799942;1
7.673799992;-17.265100479;9.667900085;1
7.806099892;-17.085800171;9.675200462;1
8.097499847;-16.707799911;9.366399765;1
8.347900391;-16.348300934;9.501600266;1
8.090800285;-17.320100784;9.241399765;1
8.944499969;-17.234600067;10.107000351;1
8.815299988;-17.220199585;10.034999847;1
7.482299805;-15.634599686;8.677399635;1
8.918700218;-18.565299988;8.803299904;1
9.037300110;-17.955699921;9.001000404;1
9.509300232;-17.665199280;6.742199898;1
9.481300354;-17.665700912;6.849100113;1
10.369000435;-17.419900894;6.856699944;1
11.379300117;-17.181499481;6.564199924;1
10.582300186;-18.319400787;7.009900093;1
11.404399872;-18.239599228;6.559899807;1
10.745200157;-18.017099380;6.949200153;1
10.673000336;-16.206499100;6.640600204;1
11.299799919;-16.844999313;8.085300446;1
10.341699600;-18.315900803;6.809000015;1
10.233799934;-17.368600845;7.481100082;1
11.363100052;-17.935499191;6.642199993;1
10.884900093;-16.142099380;7.158899784;1
10.141699791;-17.455600739;7.442299843;1
10.376600266;-18.645799637;6.793600082;1
10.747900009;-16.251499176;6.472199917;1
11.295900345;-17.407699585;7.102600098;1
10.621399879;-18.138599396;7.247799873;1
9.778599739;-17.961700439;6.845499992;1
11.409000397;-16.951700211;7.317500114;1
11.386300087;-17.483499527;6.945600033;1
9.535599709;-17.517200470;6.807000160;1
11.188400269;-17.006200790;8.268799782;1
10.804900169;-18.598100662;6.897900105;1
9.536899567;-17.601299286;6.644599915;1
10.522000313;-17.712299347;7.601799965;1
12.129599571;-17.654199600;6.749700069;1
11.336299896;-17.295900345;6.809500217;1
11.413100243;-17.766000748;6.761199951;1
10.729800224;-18.164499283;6.934199810;1
10.802300453;-16.584699631;7.305200100;1
11.339599609;-16.986999512;8.344300270;1
10.325499535;-17.637800217;7.110099792;1
10.309399605;-17.492799759;6.963600159;1
10.705100060;-16.041000366;7.057899952;1
11.282199860;-18.250299454;6.623600006;1
10.074600220;-17.005300522;7.348199844;1
10.848600388;-17.974100113;6.881100178;1
11.992099762;-17.607599258;6.782299995;1
10.112199783;-16.765600204;6.756000042;1
9.506999969;-17.173000336;7.053899765;1
10.906999588;-16.314800262;6.713600159;1
9.640000343;-17.477800369;6.530700207;1
11.050700188;-17.476600647;7.222700119;1
11.058899879;-16.504199982;7.439599991;1
12.028800011;-17.614700317;7.214700222;1
10.843400002;-17.511400223;7.159500122;1
10.199600220;-18.397300720;6.801099777;1
10.261199951;-16.961599350;7.149799824;1
9.578300476;-17.473699570;7.481800079;1
10.528400421;-17.262800217;7.569099903;1
10.564299583;-18.615699768;6.943699837;1
10.609399796;-17.120700836;7.139999866;1
10.583600044;-17.025699615;6.778200150;1
10.800600052;-16.400800705;7.386499882;1
10.432499886;-18.463199615;6.890699863;1
11.832900047;-17.746299744;6.986599922;1
10.639399529;-16.808900833;7.188000202;1
