//X;Y;Z;Scalar field;C2C absolute distances;Illuminance (PCV)
-26.843900681;43.401500702;9.142999649;494.000000;0.818582;0.737288
-25.140800476;43.961200714;9.674300194;494.000000;0.802354;0.661017
-26.633899689;43.050899506;9.708399773;494.000000;0.476206;0.707627
-26.919000626;43.211799622;9.532799721;494.000000;0.826776;0.766949
-26.543100357;42.521598816;9.896400452;494.000000;0.195768;0.766949
-24.896600723;42.867599487;10.495499611;494.000000;0.298535;0.711864
-24.528499603;42.467399597;9.888500214;494.000000;0.132699;0.716102
-26.133300781;42.108898163;9.062000275;494.000000;0.178295;0.779661
-24.878700256;42.991798401;10.482999802;494.000000;0.374845;0.699153
-25.217300415;43.851501465;9.286399841;494.000000;0.817594;0.699153
-25.069700241;43.402400970;9.916999817;494.000000;0.241863;0.750000
-25.069999695;42.994701385;9.470199585;494.000000;0.159458;0.741525
-23.998500824;41.041801453;10.180399895;494.000000;0.505940;0.694915
-23.396400452;41.766101837;9.488400459;494.000000;0.174519;0.703390
-23.643999100;40.937301636;9.471199989;494.000000;0.122267;0.758475
-23.520399094;40.741001129;10.071700096;494.000000;0.127903;0.593220
-28.330499649;41.266899109;9.896900177;494.000000;1.126716;0.754237
-28.512899399;42.422000885;8.854700089;494.000000;0.345911;0.648305
-28.266399384;41.639099121;9.597999573;494.000000;0.741585;0.733051
-28.175199509;42.841300964;8.482199669;494.000000;0.614633;0.690678
-27.783899307;41.542301178;10.193599701;494.000000;1.185021;0.775424
-24.212999344;40.339000702;9.544699669;494.000000;0.144358;0.762712
-24.143400192;40.523101807;10.282199860;494.000000;0.246973;0.716102
-27.365299225;46.869998932;8.465200424;494.000000;0.698110;0.758475
-29.542499542;41.136798859;8.364899635;494.000000;0.477078;0.745763
-30.333499908;41.479198456;9.409099579;494.000000;0.810267;0.796610
-29.349700928;40.800498962;8.331399918;494.000000;0.439088;0.788136
-28.527500153;45.974098206;8.449000359;494.000000;0.260750;0.720339
-26.477100372;44.075298309;6.902400017;494.000000;0.476043;0.699153
-26.497200012;45.119499207;8.058099747;494.000000;0.642538;0.724576
-26.185499191;45.328399658;8.095299721;494.000000;0.639846;0.779661
-25.870899200;45.594001770;6.692699909;494.000000;0.733768;0.703390
-25.935600281;44.306499481;8.500200272;494.000000;0.326017;0.762712
-27.190700531;45.050899506;7.259300232;494.000000;0.316115;0.635593
-26.455200195;45.138099670;7.027800083;494.000000;0.242042;0.686441
-26.440999985;45.078399658;6.839799881;494.000000;0.211329;0.648305
-26.370300293;44.186401367;7.810400009;494.000000;0.229780;0.682203
-26.093000412;44.933898926;6.548900127;494.000000;0.607808;0.669492
-26.167999268;44.825901031;6.681300163;494.000000;0.531518;0.724576
-25.205999374;46.371799469;7.284800053;494.000000;0.777348;0.737288
-24.989599228;46.590999603;7.213099957;494.000000;0.831484;0.817797
-24.872400284;45.392898560;6.717299938;494.000000;0.807013;0.665254
-25.335500717;46.597400665;7.084099770;494.000000;0.528921;0.639831
-24.545700073;43.262500763;8.045700073;494.000000;0.521571;0.737288
-24.885599136;44.124401093;8.572400093;494.000000;0.833658;0.694915
-24.675199509;43.986499786;8.286600113;494.000000;0.962376;0.690678
-24.537900925;44.162998199;8.388699532;494.000000;1.147377;0.720339
-24.597799301;44.589599609;6.748199940;494.000000;0.559662;0.580508
-24.907199860;43.972599030;8.465700150;494.000000;0.784647;0.656780
-25.352899551;43.733798981;7.419899940;494.000000;0.346827;0.665254
-24.887199402;43.654800415;7.877900124;494.000000;0.434232;0.694915
-25.018100739;43.979999542;8.440400124;494.000000;0.684280;0.593220
-24.871900558;43.614601135;8.174300194;494.000000;0.639580;0.703390
-34.745700836;39.295600891;10.864199638;494.000000;2.395994;0.894068
-29.875000000;37.192401886;10.603099823;494.000000;0.586540;0.796610
-27.735300064;44.501399994;7.415800095;494.000000;0.933474;0.750000
-35.200401306;38.792701721;10.248999596;494.000000;2.383026;0.813559
-28.772600174;42.495601654;8.036299706;494.000000;0.158758;0.711864
-28.253299713;42.442798615;7.067800045;494.000000;0.422607;0.665254
-27.828699112;41.536201477;7.000299931;494.000000;0.123618;0.716102
-27.836200714;43.176601410;6.442200184;494.000000;0.658316;0.703390
-28.933099747;41.959701538;8.079500198;494.000000;0.461555;0.711864
-28.423000336;42.929401398;6.647699833;494.000000;0.413406;0.690678
-28.683099747;41.803199768;7.027699947;494.000000;0.283933;0.673729
-29.112300873;38.705898285;8.263600349;494.000000;0.107047;0.792373
-29.240800858;41.785900116;8.030799866;494.000000;0.578343;0.741525
-30.310400009;40.441501617;6.742300034;494.000000;0.265974;0.766949
-29.500099182;42.201000214;7.571700096;494.000000;0.262106;0.711864
-29.465599060;42.009201050;7.457699776;494.000000;0.379948;0.720339
-29.903400421;42.163501740;7.663899899;494.000000;0.273172;0.699153
-29.166099548;40.847499847;7.936800003;494.000000;0.277371;0.703390
-30.766700745;38.748901367;8.536999702;494.000000;0.134867;0.754237
-25.212499619;45.983398438;6.237699986;494.000000;0.277268;0.669492
-25.492399216;45.594100952;5.720300198;494.000000;0.406312;0.635593
-25.753799438;44.829299927;6.211200237;494.000000;0.740469;0.677966
-25.948799133;44.326900482;4.929599762;494.000000;0.147511;0.580508
-25.801900864;44.707199097;6.238200188;494.000000;0.763580;0.690678
-26.919500351;44.080600739;5.292399883;494.000000;0.469286;0.618644
-26.650800705;44.487998962;5.458799839;494.000000;0.137348;0.605932
-31.426500320;39.085098267;7.702300072;494.000000;0.356218;0.724576
-31.335599899;39.237598419;7.708499908;494.000000;0.312792;0.766949
-28.111799240;44.587100983;6.097300053;494.000000;0.376156;0.677966
-26.471200943;43.513401031;5.374000072;494.000000;0.274741;0.631356
-25.757299423;44.276599884;4.518799782;494.000000;0.136568;0.677966
-26.227800369;42.356201172;4.845699787;494.000000;0.330181;0.737288
-25.954900742;44.284301758;4.593900204;494.000000;0.121926;0.694915
-26.487899780;42.564998627;4.881299973;494.000000;0.230201;0.745763
-27.870899200;43.540500641;4.808300018;494.000000;0.895124;0.610169
-27.333999634;43.290401459;4.126999855;494.000000;0.182016;0.703390
-26.260700226;41.040199280;4.277400017;494.000000;0.148678;0.796610
-26.560899734;40.942699432;3.945100069;494.000000;0.111252;0.817797
-26.274700165;40.951999664;4.093800068;494.000000;0.104921;0.813559
-26.235399246;40.537799835;5.538099766;494.000000;0.127650;0.838983
-26.186500549;40.910099030;4.544300079;494.000000;0.106185;0.813559
-30.690500259;40.561401367;5.623400211;494.000000;0.206598;0.699153
-30.628700256;40.454200745;5.914500237;494.000000;0.473744;0.728814
-31.026599884;40.211399078;5.685699940;494.000000;0.252308;0.648305
-28.689300537;39.284698486;4.446300030;494.000000;0.717889;0.750000
-29.678899765;40.341598511;4.902200222;494.000000;0.315468;0.720339
-30.054700851;39.477500916;5.145299911;494.000000;0.164553;0.711864
-30.319900513;40.194400787;5.139999866;494.000000;0.190165;0.720339
-28.646699905;40.603401184;4.022600174;494.000000;0.105316;0.779661
-26.246700287;38.111499786;5.184100151;494.000000;0.621572;0.733051
-27.445499420;37.864398956;5.858200073;494.000000;0.408461;0.809322
-24.583900452;43.634300232;14.890099525;494.000000;1.871331;0.906780
-24.845800400;43.468799591;14.384400368;494.000000;1.587134;0.847458
-24.167800903;43.919700623;14.296400070;494.000000;1.158927;0.898305
-24.595399857;43.457199097;15.116900444;494.000000;2.134933;0.949153
-24.943199158;43.116901398;14.124600410;494.000000;1.419095;0.855932
-24.109399796;43.993099213;14.130200386;494.000000;0.979463;0.894068
-24.778099060;43.095699310;14.083600044;494.000000;1.414096;0.851695
-24.678499222;43.141799927;15.154500008;494.000000;2.257129;0.898305
-25.249900818;43.888599396;14.875300407;494.000000;2.059042;0.911017
-25.137699127;42.900398254;13.870699883;494.000000;1.189090;0.830508
-25.240200043;43.920101166;15.199399948;494.000000;2.359368;0.906780
-24.751600266;42.681900024;15.399000168;494.000000;1.933612;0.898305
-25.036699295;43.513500214;15.434900284;494.000000;2.547157;0.953390
-24.176799774;43.892799377;14.182900429;494.000000;1.054810;0.889831
-24.875499725;44.338901520;13.920200348;494.000000;1.076070;0.745763
-24.766500473;44.374099731;14.066699982;494.000000;1.156158;0.834746
-26.998800278;43.609901428;14.566300392;494.000000;0.820341;0.733051
-27.303100586;43.897800446;15.144700050;494.000000;1.000543;0.889831
-26.894300461;43.884700775;14.713100433;494.000000;0.946505;0.783898
-27.344299316;44.207099915;14.005800247;494.000000;0.532723;0.805085
-26.908800125;44.120601654;13.612400055;494.000000;0.874385;0.809322
-27.236200333;44.470699310;13.714799881;494.000000;0.830552;0.885593
-27.600400925;43.840198517;14.258500099;494.000000;0.111108;0.750000
-26.289899826;43.875099182;14.622200012;494.000000;1.470377;0.809322
-27.176799774;44.364700317;14.891400337;494.000000;0.992093;0.885593
-26.825500488;43.859901428;14.344099998;494.000000;0.878812;0.792373
-27.014600754;44.101398468;14.548199654;494.000000;0.802753;0.817797
-26.920799255;44.143199921;13.736100197;494.000000;0.854660;0.826271
-24.903099060;40.406600952;15.935000420;494.000000;1.597594;0.923729
-22.993700027;40.161701202;15.767299652;494.000000;0.546091;0.847458
-23.861499786;40.882099152;16.076299667;494.000000;1.479889;0.927966
-24.562900543;41.305198669;15.981900215;494.000000;1.462949;0.974576
-24.081899643;40.881099701;16.306699753;494.000000;1.728316;0.944915
-24.522600174;40.321098328;15.996299744;494.000000;1.556613;0.915254
-24.297199249;40.706798553;15.712200165;494.000000;1.169218;0.881356
-24.116399765;40.823898315;16.499500275;494.000000;1.779061;0.991525
-24.562500000;40.459400177;16.502000809;494.000000;1.847979;0.983051
-24.048000336;41.069698334;16.246299744;494.000000;1.688168;0.936441
-24.446500778;40.472900391;16.062099457;494.000000;1.579179;0.902542
-23.310300827;40.188201904;15.770999908;494.000000;0.605343;0.872881
-23.657499313;40.708099365;16.507299423;494.000000;1.448837;1.000000
-24.387399673;40.699199677;15.998100281;494.000000;1.452604;0.915254
-23.653799057;41.390998840;16.138999939;494.000000;1.734184;0.983051
-23.173700333;40.105899811;15.772600174;494.000000;0.528770;0.877119
-24.474599838;40.231998444;16.117599487;494.000000;1.574946;0.915254
-23.965400696;40.850898743;16.379800797;494.000000;1.698207;0.966102
-23.238399506;40.850898743;16.393800735;494.000000;1.453523;0.991525
-24.034999847;40.881099701;16.212200165;494.000000;1.641980;0.915254
-24.368499756;41.270198822;15.929400444;494.000000;1.381553;0.949153
-24.573900223;40.112998962;15.966099739;494.000000;1.539290;0.894068
-25.180000305;42.472900391;14.210700035;494.000000;1.661552;0.851695
-26.433399200;41.359798431;15.138999939;494.000000;0.999016;0.885593
-26.916999817;41.202098846;15.613100052;494.000000;1.037400;0.898305
-26.714799881;41.401100159;14.694899559;494.000000;0.629050;0.889831
-27.293699265;43.494499207;15.503499985;494.000000;1.384295;0.961864
-27.570699692;43.299198151;15.023099899;494.000000;0.973778;0.885593
-26.960199356;42.810100555;13.671600342;494.000000;1.199989;0.792373
-26.925800323;43.442699432;14.304900169;494.000000;0.860406;0.766949
-27.820800781;42.658100128;13.985300064;494.000000;1.102009;0.847458
-27.876600266;42.564300537;14.014599800;494.000000;1.199279;0.838983
-28.101699829;43.836799622;14.036100388;494.000000;0.358932;0.792373
-27.438499451;43.156600952;13.435899734;494.000000;0.637365;0.779661
-28.406999588;43.734298706;15.409099579;494.000000;1.353207;0.902542
-27.224300385;43.344898224;14.137100220;494.000000;0.640115;0.800847
-28.271999359;43.692199707;13.427399635;494.000000;0.267206;0.830508
-26.931200027;42.612201691;13.777999878;494.000000;1.386556;0.872881
-27.601299286;41.446300507;15.413999557;494.000000;0.942042;0.911017
-23.546699524;42.058998108;15.149000168;494.000000;1.413076;0.923729
-22.766399384;41.587299347;13.783200264;494.000000;0.221878;0.779661
-22.793500900;41.574901581;13.565400124;494.000000;0.188348;0.733051
-24.349700928;40.453399658;15.314700127;494.000000;0.913799;0.911017
-22.837200165;41.506999969;13.644300461;494.000000;0.229619;0.762712
-23.105800629;40.055599213;15.645899773;494.000000;0.384483;0.843220
-24.129800797;40.488998413;15.442199707;494.000000;1.013193;0.881356
-23.234399796;40.740299225;13.823900223;494.000000;0.323287;0.817797
-23.543699265;41.338001251;15.159399986;494.000000;0.951487;0.843220
-23.143999100;40.189201355;15.566699982;494.000000;0.406766;0.796610
-24.611099243;41.187198639;15.505800247;494.000000;0.999151;0.877119
-22.937999725;41.224800110;15.212699890;494.000000;1.025428;0.915254
-24.543699265;40.529800415;15.390899658;494.000000;0.967131;0.894068
-23.359100342;40.637199402;15.521699905;494.000000;0.830087;0.855932
-23.716800690;40.572101593;13.680700302;494.000000;0.179227;0.838983
-22.804199219;39.959800720;15.703900337;494.000000;0.490111;0.868644
-24.475799561;41.005901337;15.023699760;494.000000;0.480814;0.885593
-22.723899841;40.948898315;13.930600166;494.000000;0.602361;0.817797
-23.386100769;40.488998413;13.654199600;494.000000;0.182114;0.826271
-24.766399384;40.254699707;14.269399643;494.000000;0.845640;0.898305
-22.830200195;41.549301147;13.886500359;494.000000;0.289145;0.851695
-24.307199478;40.568099976;14.187199593;494.000000;0.332768;0.851695
-23.754400253;40.358200073;13.500599861;494.000000;0.117275;0.792373
-23.153799057;40.322498322;15.609700203;494.000000;0.537832;0.851695
-23.554800034;41.479301453;15.262800217;494.000000;1.083772;0.872881
-24.315299988;40.645000458;15.492799759;494.000000;0.978272;0.902542
-24.285900116;40.605201721;14.885399818;494.000000;0.487997;0.860169
-23.179399490;40.829601288;13.704199791;494.000000;0.448788;0.788136
-24.281999588;40.528800964;14.783399582;494.000000;0.474017;0.843220
-22.820299149;41.014499664;15.257599831;494.000000;0.859085;0.860169
-23.426900864;41.189601898;14.373600006;494.000000;0.741056;0.868644
-22.846500397;40.969501495;13.920999527;494.000000;0.582587;0.817797
-24.615200043;40.573799133;15.520299911;494.000000;1.079035;0.885593
-23.305599213;41.734500885;15.504199982;494.000000;1.509999;0.961864
-23.768999100;41.510501862;15.529800415;494.000000;1.204992;0.940678
-27.065099716;41.110500336;16.680700302;494.000000;2.048827;0.991525
-30.276300430;43.068401337;13.999799728;494.000000;1.302673;0.851695
-30.126600266;43.927898407;13.414400101;494.000000;1.425623;0.877119
-29.329999924;43.773399353;14.559399605;494.000000;0.994436;0.838983
-28.715299606;43.438899994;14.896599770;494.000000;1.124495;0.851695
-31.005399704;43.086898804;13.754099846;494.000000;1.159093;0.885593
-30.550399780;42.659599304;14.604599953;494.000000;1.833967;0.855932
-30.072000504;42.710800171;13.495200157;494.000000;0.848163;0.881356
-30.265800476;42.904300690;14.127799988;494.000000;1.394060;0.868644
-28.440700531;43.918498993;13.607600212;494.000000;0.129161;0.813559
-30.806400299;42.717998505;14.598799706;494.000000;1.843225;0.877119
-24.768400192;43.378101349;13.303000450;494.000000;0.711553;0.745763
-25.225099564;43.180801392;11.677499771;494.000000;0.331256;0.851695
-23.829399109;43.952999115;13.359499931;494.000000;0.351220;0.805085
-24.377099991;44.097698212;13.105299950;494.000000;0.150123;0.788136
-25.228799820;44.224601746;12.769399643;494.000000;0.148985;0.779661
-25.129800797;43.046001434;11.251000404;494.000000;0.152992;0.724576
-25.183200836;43.395301819;13.380000114;494.000000;0.682281;0.792373
-21.871700287;40.865100861;15.100399971;494.000000;0.998573;0.919492
-21.994600296;40.909400940;15.129799843;494.000000;0.955613;0.940678
-22.029800415;40.763801575;15.118700027;494.000000;0.821120;0.885593
-25.064199448;38.357898712;15.588299751;494.000000;1.701716;0.944915
-24.763700485;37.890399933;15.909999847;494.000000;1.846302;0.978814
-24.605300903;38.263198853;15.623999596;494.000000;1.763824;0.940678
-24.864799500;37.934600830;15.866000175;494.000000;1.798220;0.923729
-25.581499100;38.749198914;16.419599533;494.000000;2.535881;0.927966
-24.629299164;39.950801849;15.846500397;494.000000;1.509330;0.885593
-23.867200851;42.469898224;12.039400101;494.000000;0.988426;0.809322
-25.989000320;38.460098267;16.519699097;494.000000;2.709791;0.868644
-26.927400589;38.621398926;15.939700127;494.000000;1.950937;0.877119
-26.110500336;38.228801727;16.661300659;494.000000;2.798685;0.923729
-26.334499359;40.090198517;15.784999847;494.000000;1.745540;0.932203
-25.790100098;38.423099518;16.471200943;494.000000;2.596682;0.923729
-26.810199738;38.805500031;15.648799896;494.000000;1.642614;0.927966
-26.274299622;38.572799683;16.450799942;494.000000;2.582893;0.881356
-27.469999313;40.921901703;15.923600197;494.000000;1.308872;0.911017
-28.486700058;39.778400421;16.813100815;494.000000;2.805992;0.932203
-28.262599945;41.196201324;16.139499664;494.000000;1.744906;0.915254
-28.037799835;39.143699646;16.072900772;494.000000;2.227360;0.936441
-28.182500839;41.074401855;16.119499207;494.000000;1.747332;0.906780
-28.835899353;39.250400543;17.075000763;494.000000;3.027940;0.885593
-28.884799957;38.793498993;17.190299988;494.000000;3.052999;0.936441
-28.848800659;38.972400665;17.054500580;494.000000;2.947748;0.911017
-28.404499054;38.946399689;17.151500702;494.000000;3.124575;0.966102
-29.035900116;38.756801605;17.031200409;494.000000;2.878321;0.923729
-29.020200729;38.464900970;17.026199341;494.000000;2.861152;0.966102
-28.971099854;38.686901093;17.214000702;494.000000;3.059101;0.983051
-26.450399399;37.444599152;16.437700272;494.000000;2.629112;0.898305
-26.573699951;37.293701172;16.653600693;494.000000;2.881224;0.927966
-26.355600357;37.928001404;16.621599197;494.000000;2.790356;0.940678
-27.942300797;38.640098572;16.731300354;494.000000;2.846329;0.927966
-26.410400391;37.072601318;16.674699783;494.000000;2.841890;0.944915
-26.441400528;36.983299255;16.520799637;494.000000;2.734725;0.944915
-26.428100586;43.555400848;12.207200050;494.000000;0.909421;0.809322
-27.547199249;43.993598938;13.333200455;494.000000;0.285230;0.813559
-26.799999237;43.607498169;11.625100136;494.000000;0.490010;0.800847
-26.567100525;44.190200806;12.514800072;494.000000;1.072848;0.838983
-26.081199646;44.478298187;11.551300049;494.000000;0.850717;0.830508
-26.283599854;44.672599792;11.628899574;494.000000;0.863582;0.800847
-27.165300369;44.341701508;12.552499771;494.000000;0.680120;0.855932
-27.578599930;43.990398407;13.237799644;494.000000;0.262475;0.822034
-27.103099823;44.870998383;12.153200150;494.000000;1.257456;0.847458
-26.254499435;40.361900330;14.823300362;494.000000;1.162607;0.877119
-26.603399277;40.130699158;15.346400261;494.000000;1.314698;0.906780
-26.255500793;40.424499512;14.681500435;494.000000;1.087460;0.885593
-27.232500076;40.630798340;14.157999992;494.000000;0.171561;0.809322
