//X;Y;Z;Scalar field;Approx. distances;Illuminance (PCV)
-3.264499903;-3.697000027;12.557399750;589.000000;0.837701;0.894068
-3.348200083;-6.617499828;10.380399704;589.000000;0.303866;0.860169
-3.478199959;-6.458700180;9.113400459;589.000000;0.429732;0.885593
-3.678800106;-6.630700111;9.087499619;589.000000;0.384364;0.889831
-3.710400105;-6.408599854;8.997799873;589.000000;0.508466;0.872881
-3.669699907;-6.654699802;8.902099609;589.000000;0.303866;0.889831
-3.489300013;-6.742599964;9.038299561;589.000000;0.192182;0.889831
-3.822099924;-6.444600105;9.022500038;589.000000;0.508466;0.868644
-3.634999990;-5.956600189;10.721699715;589.000000;0.407679;0.889831
-3.439199924;-6.383800030;8.992600441;589.000000;0.560302;0.877119
-3.590899944;-5.820400238;10.564700127;589.000000;0.543572;0.864407
-3.579799891;-6.656799793;8.986200333;589.000000;0.332869;0.889831
-3.602400064;-5.777299881;10.806699753;589.000000;0.470748;0.889831
-3.626100063;-5.734200001;10.716899872;589.000000;0.470748;0.860169
-3.421999931;-5.506100178;10.996100426;589.000000;0.332869;0.834746
-3.498899937;-6.785600185;8.936300278;589.000000;0.192182;0.898305
-3.396199942;-6.561500072;10.506899834;589.000000;0.192182;0.911017
-5.751999855;-7.775199890;13.030599594;589.000000;0.271786;0.894068
-4.930600166;-6.443399906;13.164799690;589.000000;0.450707;0.847458
-6.353300095;-6.456699848;10.865099907;589.000000;0.560302;0.898305
-6.065999985;-6.530000210;10.865500450;589.000000;0.429732;0.902542
-5.677899837;-6.140799999;13.046999931;589.000000;0.192182;0.927966
-5.036399841;-6.398700237;13.028499603;589.000000;0.303866;0.826271
-6.392000198;-6.562300205;10.857799530;589.000000;0.508466;0.902542
-5.019899845;-6.282499790;13.047599792;589.000000;0.271786;0.813559
-7.576600075;-6.984899998;11.880299568;589.000000;0.706121;0.889831
-6.031499863;-5.645599842;11.001500130;589.000000;0.192182;0.809322
-5.581099987;-6.236999989;13.012000084;589.000000;0.192182;0.877119
-5.066699982;-6.320300102;12.873000145;589.000000;0.271786;0.855932
-7.460100174;-6.763199806;11.933799744;589.000000;0.826606;0.919492
-6.364900112;-6.344600201;10.928299904;589.000000;0.560302;0.911017
-5.674600124;-8.033399582;12.847800255;589.000000;0.332869;0.868644
-7.604100227;-7.124599934;12.029299736;589.000000;0.826606;0.923729
-7.584300041;-7.154500008;11.758099556;589.000000;0.560302;0.902542
-7.471899986;-6.974100113;11.770299911;589.000000;0.692922;0.877119
-7.483799934;-7.181499958;11.888500214;589.000000;0.679466;0.923729
-5.538000107;-7.547100067;12.961600304;589.000000;0.607733;0.885593
-5.701900005;-7.879300117;13.035400391;589.000000;0.407679;0.826271
-6.624100208;-6.660500050;10.820599556;589.000000;0.692922;0.911017
-6.062699795;-5.622799873;10.901700020;589.000000;0.192182;0.830508
-6.075900078;-13.505499840;11.412799835;589.000000;0.731807;0.847458
-6.072800159;-13.678700447;11.449799538;589.000000;0.731807;0.881356
-6.080399990;-13.499799728;12.167599678;589.000000;1.095605;0.957627
-6.154099941;-13.786399841;11.442600250;589.000000;0.744317;0.894068
-5.826200008;-13.382499695;11.336500168;589.000000;0.429732;0.851695
-5.935400009;-13.604499817;11.393699646;589.000000;0.607733;0.822034
-6.018899918;-13.502699852;11.505000114;589.000000;0.780647;0.868644
-6.226500034;-13.562999725;11.433300018;589.000000;0.859464;0.881356
-6.054999828;-13.722999573;11.761599541;589.000000;0.870141;0.911017
-6.149300098;-13.497900009;11.551500320;589.000000;0.780647;0.906780
-6.001999855;-13.745400429;11.424799919;589.000000;0.622741;0.834746
-6.067399979;-13.819199562;11.731300354;589.000000;0.880688;0.902542
-5.870999813;-13.542599678;11.447699547;589.000000;0.489970;0.817797
-5.896299839;-13.484800339;11.255999565;589.000000;0.560302;0.826271
-6.201399803;-13.725700378;11.598299980;589.000000;0.911599;0.864407
-5.960000038;-13.534000397;11.947299957;589.000000;0.911599;0.936441
-5.909900188;-13.441300392;11.395600319;589.000000;0.576546;0.838983
-6.004199982;-13.579400063;11.632300377;589.000000;0.665738;0.872881
-5.922999859;-13.569000244;11.806500435;589.000000;0.815359;0.919492
-6.060299873;-13.731699944;12.067799568;589.000000;1.176869;0.978814
-6.053500175;-13.672599792;11.958499908;589.000000;1.043815;0.932203
-6.161600113;-13.815299988;11.558600426;589.000000;0.921672;0.911017
-6.123499870;-13.901399612;11.437700272;589.000000;0.780647;0.885593
-5.996099949;-13.636300087;11.840999603;589.000000;0.870141;0.906780
-5.975800037;-13.452099800;12.176899910;589.000000;1.104001;0.987288
-6.075200081;-13.457699776;11.660699844;589.000000;0.837701;0.902542
-5.947599888;-13.576999664;11.545000076;589.000000;0.665738;0.860169
-6.186200142;-13.997900009;11.480199814;589.000000;0.901413;0.881356
-6.110700130;-13.594200134;11.615799904;589.000000;0.792386;0.889831
-6.042500019;-13.745699883;11.527299881;589.000000;0.803955;0.860169
-5.897900105;-13.479000092;11.133700371;589.000000;0.543572;0.877119
-6.015600204;-13.492899895;11.329999924;589.000000;0.560302;0.822034
-5.891200066;-13.375100136;11.877699852;589.000000;0.780647;0.919492
-6.014400005;-13.666999817;11.683600426;589.000000;0.768728;0.885593
1.316100001;-6.397200108;8.310500145;589.000000;0.192182;0.860169
1.541000009;-6.598999977;8.813799858;589.000000;0.407679;0.851695
1.580100060;-6.462999821;8.684599876;589.000000;0.332869;0.847458
1.541399956;-6.436999798;8.461999893;589.000000;0.192182;0.881356
1.435600042;-6.661099911;8.581600189;589.000000;0.235374;0.838983
1.633900046;-6.668700218;8.704999924;589.000000;0.192182;0.822034
1.669700027;-6.670100212;8.839699745;589.000000;0.303866;0.864407
1.103600025;-6.540200233;8.670599937;589.000000;0.407679;0.881356
1.432399988;-6.720799923;8.764300346;589.000000;0.303866;0.792373
1.645400047;-6.668000221;8.955400467;589.000000;0.429732;0.894068
1.724499941;-6.823599815;8.937800407;589.000000;0.407679;0.868644
1.493000031;-6.443600178;8.568900108;589.000000;0.235374;0.872881
1.492699981;-6.506000042;8.733699799;589.000000;0.332869;0.902542
1.157199979;-6.454599857;8.568099976;589.000000;0.303866;0.868644
1.448300004;-6.455900192;8.324999809;589.000000;0.303866;0.881356
1.409199953;-6.704100132;8.870499611;589.000000;0.407679;0.855932
1.692800045;-6.773099899;8.752400398;589.000000;0.192182;0.834746
1.578299999;-6.731200218;8.814000130;589.000000;0.332869;0.834746
1.820400000;-6.791999817;8.873800278;589.000000;0.303866;0.851695
1.490100026;-6.592100143;8.658200264;589.000000;0.303866;0.805085
1.800699949;-6.754799843;8.736100197;589.000000;0.192182;0.881356
1.246799946;-6.574100018;8.591099739;589.000000;0.303866;0.834746
1.524999976;-6.713200092;8.661499977;589.000000;0.235374;0.817797
1.805799961;-6.527999878;8.822400093;589.000000;0.384364;0.898305
1.419700027;-6.644599915;8.987999916;589.000000;0.560302;0.860169
1.229500055;-6.472799778;8.638699532;589.000000;0.332869;0.881356
-5.560599804;-9.849200249;6.912300110;589.000000;0.429732;0.822034
-5.271500111;-8.931699753;8.066900253;589.000000;0.303866;0.834746
-5.818600178;-9.832699776;7.205200195;589.000000;0.192182;0.855932
-5.133100033;-8.852800369;8.055100441;589.000000;0.429732;0.872881
-5.793300152;-10.480400085;6.881599903;589.000000;0.679466;0.834746
-5.427700043;-8.646100044;7.041999817;589.000000;0.271786;0.779661
-5.519700050;-9.921199799;7.551899910;589.000000;0.271786;0.894068
-5.652299881;-9.728099823;7.107699871;589.000000;0.271786;0.809322
-6.311699867;-9.930399895;7.491300106;589.000000;0.303866;0.813559
-5.537300110;-9.617500305;6.893700123;589.000000;0.192182;0.805085
-5.450900078;-9.911100388;7.476500034;589.000000;0.407679;0.877119
-5.901199818;-9.657899857;7.136899948;589.000000;0.303866;0.796610
-5.928599834;-9.384599686;7.490799904;589.000000;0.303866;0.792373
-5.748199940;-10.534000397;7.099899769;589.000000;0.592344;0.843220
-5.973100185;-9.270600319;8.010100365;589.000000;0.303866;0.860169
-6.354000092;-10.044199944;7.555799961;589.000000;0.235374;0.851695
-5.638400078;-10.388600349;7.513999939;589.000000;0.332869;0.911017
-5.241000175;-9.008000374;8.507100105;589.000000;0.303866;0.843220
-6.394400120;-10.095499992;8.046999931;589.000000;0.303866;0.864407
-5.496699810;-10.027299881;7.687099934;589.000000;0.271786;0.885593
-6.162899971;-9.623999596;7.867000103;589.000000;0.508466;0.847458
-5.863900185;-10.409000397;7.319799900;589.000000;0.332869;0.868644
-6.061299801;-9.626500130;7.669300079;589.000000;0.303866;0.864407
-6.160699844;-9.746600151;8.022500038;589.000000;0.489970;0.889831
-5.577400208;-9.014499664;8.208600044;589.000000;0.192182;0.885593
-6.075200081;-9.612799644;7.082200050;589.000000;0.192182;0.822034
-6.022799969;-9.655200005;7.786399841;589.000000;0.303866;0.855932
-5.175000191;-8.934499741;8.559499741;589.000000;0.489970;0.877119
-5.378699780;-8.484499931;7.361199856;589.000000;0.235374;0.851695
-6.084000111;-9.724699974;7.870800018;589.000000;0.407679;0.885593
-5.832300186;-10.472599983;7.196000099;589.000000;0.508466;0.843220
-6.288300037;-9.904100418;8.153300285;589.000000;0.489970;0.834746
-6.114500046;-9.654999733;8.091099739;589.000000;0.489970;0.906780
-5.060200214;-8.909000397;8.172900200;589.000000;0.607733;0.898305
-5.460400105;-8.600000381;7.186299801;589.000000;0.303866;0.809322
-5.532499790;-9.936599731;7.768199921;589.000000;0.303866;0.898305
-5.750400066;-10.255700111;6.643599987;589.000000;0.731807;0.868644
-5.875899792;-10.523900032;7.580800056;589.000000;0.303866;0.902542
-4.980100155;-8.722100258;7.972499847;589.000000;0.576546;0.872881
-6.273099899;-9.953000069;8.243300438;589.000000;0.508466;0.885593
-5.352200031;-8.556599617;7.480400085;589.000000;0.332869;0.843220
-5.763400078;-9.581800461;7.234300137;589.000000;0.235374;0.855932
-5.978199959;-9.360300064;7.617499828;589.000000;0.303866;0.817797
-5.646200180;-8.549799919;8.242799759;589.000000;0.489970;0.855932
-5.624499798;-10.231800079;6.719799995;589.000000;0.744317;0.838983
-5.385000229;-8.553600311;7.596600056;589.000000;0.450707;0.864407
-5.301799774;-8.772999763;7.918499947;589.000000;0.303866;0.855932
-5.900800228;-9.295700073;7.912000179;589.000000;0.303866;0.843220
-5.852099895;-10.307299614;7.227000237;589.000000;0.303866;0.813559
-5.896900177;-9.659899712;7.473999977;589.000000;0.192182;0.847458
-5.580900192;-8.534199715;7.311200142;589.000000;0.192182;0.838983
-5.767300129;-8.972700119;8.271100044;589.000000;0.192182;0.872881
-5.835599899;-9.714799881;7.670199871;589.000000;0.192182;0.847458
-5.914400101;-9.699299812;7.776599884;589.000000;0.303866;0.885593
-5.773499966;-10.331800461;7.575500011;589.000000;0.192182;0.838983
-5.444799900;-8.496700287;7.184000015;589.000000;0.192182;0.826271
-6.260499954;-9.844499588;7.952099800;589.000000;0.303866;0.864407
-5.749199867;-9.716699600;6.889900208;589.000000;0.332869;0.817797
-5.561800003;-8.487000465;7.959400177;589.000000;0.407679;0.860169
-5.433499813;-9.994299889;7.784399986;589.000000;0.429732;0.894068
-5.490099907;-9.612899780;6.792699814;589.000000;0.235374;0.843220
-6.073299885;-9.693799973;7.239699841;589.000000;0.192182;0.800847
-5.319399834;-8.883700371;8.157099724;589.000000;0.384364;0.847458
-5.670499802;-9.685400009;7.263000011;589.000000;0.303866;0.813559
-5.661900043;-8.640999794;8.174300194;589.000000;0.303866;0.872881
-5.991199970;-9.441699982;7.549300194;589.000000;0.303866;0.817797
-6.114200115;-9.782899857;7.199600220;589.000000;0.192182;0.855932
-5.540400028;-8.866299629;8.232899666;589.000000;0.192182;0.889831
-5.770699978;-9.584600449;7.342999935;589.000000;0.303866;0.860169
-5.831200123;-9.287400246;7.784599781;589.000000;0.303866;0.851695
-6.024600029;-9.450699806;8.099300385;589.000000;0.429732;0.881356
-6.319900036;-10.004400253;8.127499580;589.000000;0.450707;0.855932
-6.249400139;-10.238100052;7.475699902;589.000000;0.192182;0.889831
-5.502699852;-9.728500366;6.976399899;589.000000;0.303866;0.864407
-5.655000210;-10.624899864;6.911300182;589.000000;0.803955;0.877119
-5.925000191;-10.341500282;6.986599922;589.000000;0.592344;0.847458
-5.604400158;-9.788599968;6.983099937;589.000000;0.429732;0.830508
-5.366700172;-8.635000229;7.696000099;589.000000;0.303866;0.830508
-5.371799946;-8.698800087;7.813399792;589.000000;0.303866;0.822034
-5.498499870;-8.679100037;7.291999817;589.000000;0.303866;0.830508
-5.882299900;-9.016799927;8.197099686;589.000000;0.192182;0.847458
-5.420800209;-8.770600319;7.114500046;589.000000;0.271786;0.843220
-5.931000233;-9.359700203;7.168499947;589.000000;0.192182;0.864407
-5.723100185;-10.297800064;7.215799809;589.000000;0.332869;0.877119
-5.735899925;-9.730899811;7.338600159;589.000000;0.235374;0.813559
-6.259200096;-10.095199585;7.401500225;589.000000;0.303866;0.847458
-5.556099892;-8.662799835;8.378399849;589.000000;0.429732;0.855932
-6.145199776;-9.804300308;7.879700184;589.000000;0.303866;0.860169
-5.591599941;-9.581399918;7.219799995;589.000000;0.192182;0.855932
-5.723899841;-10.458200455;7.486400127;589.000000;0.332869;0.877119
-5.480700016;-8.680800438;7.794499874;589.000000;0.271786;0.847458
-5.730700016;-10.249600410;6.752299786;589.000000;0.622741;0.885593
-5.879700184;-10.512000084;7.431499958;589.000000;0.332869;0.851695
-5.680799961;-10.185899734;7.484200001;589.000000;0.192182;0.898305
-5.825099945;-9.544699669;6.982399940;589.000000;0.235374;0.758475
-6.021399975;-9.472100258;7.675899982;589.000000;0.332869;0.813559
-5.816699982;-9.723500252;7.201000214;589.000000;0.235374;0.822034
-5.528299809;-8.771800041;7.199399948;589.000000;0.235374;0.826271
-5.728300095;-9.734199524;7.498499870;589.000000;0.192182;0.843220
-5.881100178;-9.374699593;7.846199989;589.000000;0.235374;0.860169
-5.367000103;-8.654100418;7.151100159;589.000000;0.303866;0.855932
-5.595600128;-9.520700455;6.950300217;589.000000;0.192182;0.864407
-5.817399979;-9.575300217;7.111499786;589.000000;0.192182;0.826271
-5.969600201;-10.508700371;7.670100212;589.000000;0.235374;0.940678
-5.694900036;-10.571299553;6.990200043;589.000000;0.692922;0.847458
-5.618899822;-8.663999557;7.477799892;589.000000;0.271786;0.838983
-5.590000153;-8.598799706;7.927599907;589.000000;0.271786;0.885593
-6.118199825;-9.567399979;7.781199932;589.000000;0.384364;0.822034
-6.256999969;-10.015800476;7.462800026;589.000000;0.192182;0.822034
-6.280000210;-9.900099754;7.749899864;589.000000;0.271786;0.813559
-6.041200161;-9.391400337;7.844999790;589.000000;0.489970;0.817797
-5.784699917;-10.448900223;6.977300167;589.000000;0.576546;0.868644
-5.759200096;-8.829500198;8.284299850;589.000000;0.332869;0.838983
-5.631400108;-9.770799637;7.480999947;589.000000;0.192182;0.838983
-5.841899872;-9.712200165;6.941999912;589.000000;0.332869;0.843220
-5.568399906;-8.592200279;7.179200172;589.000000;0.271786;0.809322
-5.685900211;-9.279600143;7.437600136;589.000000;0.192182;0.864407
-5.843999863;-9.399299622;7.263599873;589.000000;0.192182;0.838983
-5.727799892;-10.106399536;7.395800114;589.000000;0.192182;0.877119
-5.867700100;-9.293000221;7.640600204;589.000000;0.303866;0.779661
-5.195199966;-8.671099663;6.807300091;589.000000;0.192182;0.902542
-5.230500221;-9.192999840;8.567299843;589.000000;0.271786;0.860169
-5.687600136;-10.277099609;6.962100029;589.000000;0.508466;0.851695
-6.008200169;-9.363100052;7.750699997;589.000000;0.332869;0.843220
-5.176099777;-8.892800331;8.225700378;589.000000;0.489970;0.919492
-5.567200184;-8.902099609;8.536000252;589.000000;0.192182;0.877119
-5.628399849;-8.587100029;7.566299915;589.000000;0.271786;0.817797
-4.185999870;-8.247200012;8.259499550;589.000000;0.192182;0.868644
-4.342800140;-8.516599655;8.273200035;589.000000;0.303866;0.894068
-4.443900108;-7.824600220;8.133600235;589.000000;0.192182;0.881356
-4.655300140;-8.347499847;8.083000183;589.000000;0.303866;0.847458
-3.835099936;-7.776999950;8.371199608;589.000000;0.665738;0.881356
-4.169099808;-8.084400177;8.396100044;589.000000;0.303866;0.868644
-4.567800045;-7.991199970;8.234299660;589.000000;0.192182;0.851695
-3.888499975;-8.480199814;8.272600174;589.000000;0.407679;0.851695
-3.079799891;-7.124800205;8.344300270;589.000000;0.384364;0.847458
-3.681299925;-8.782199860;7.835700035;589.000000;0.332869;0.860169
-3.107399940;-7.465600014;8.537300110;589.000000;0.622741;0.868644
-4.128699780;-8.464200020;8.213700294;589.000000;0.192182;0.889831
-4.044000149;-8.638699532;7.956299782;589.000000;0.303866;0.864407
-4.381100178;-8.048100471;7.925600052;589.000000;0.192182;0.847458
-3.962399960;-8.607000351;8.032799721;589.000000;0.303866;0.877119
-4.576300144;-7.777999878;8.154899597;589.000000;0.235374;0.864407
-4.371699810;-7.891699791;8.367300034;589.000000;0.192182;0.898305
-4.542300224;-7.765999794;8.362999916;589.000000;0.192182;0.898305
-4.099800110;-7.998600006;8.439999580;589.000000;0.407679;0.894068
-3.336100101;-7.066599846;8.768699646;589.000000;0.192182;0.868644
-4.647600174;-8.194999695;8.396200180;589.000000;0.332869;0.889831
-3.956399918;-8.540100098;8.196299553;589.000000;0.303866;0.855932
-4.377699852;-8.509799957;8.152700424;589.000000;0.235374;0.830508
-3.720099926;-8.398900032;8.228799820;589.000000;0.303866;0.885593
-3.892199993;-7.690299988;7.980599880;589.000000;0.429732;0.872881
-3.499700069;-7.460899830;8.298500061;589.000000;0.303866;0.868644
-3.265100002;-6.949800014;8.616999626;589.000000;0.235374;0.877119
-4.565299988;-8.414799690;8.091400146;589.000000;0.303866;0.847458
-4.196000099;-7.948400021;7.808199883;589.000000;0.303866;0.826271
-4.053299904;-6.662700176;8.653499603;589.000000;0.271786;0.906780
-3.873699903;-8.785900116;8.137499809;589.000000;0.429732;0.868644
-3.910399914;-6.662399769;8.567899704;589.000000;0.192182;0.902542
-4.607200146;-8.151599884;8.493300438;589.000000;0.303866;0.889831
-3.658600092;-8.834600449;7.919099808;589.000000;0.332869;0.834746
-3.942300081;-7.646999836;8.150699615;589.000000;0.450707;0.843220
-4.648399830;-8.089799881;8.238400459;589.000000;0.192182;0.881356
-4.554200172;-7.939899921;8.009900093;589.000000;0.235374;0.838983
-4.470099926;-8.202599525;8.262599945;589.000000;0.192182;0.860169
-4.697999954;-7.437099934;8.229599953;589.000000;0.271786;0.868644
-3.675800085;-8.705200195;8.060600281;589.000000;0.303866;0.885593
-4.248199940;-8.474800110;8.142299652;589.000000;0.192182;0.864407
-4.250699997;-7.938199997;8.291000366;589.000000;0.235374;0.872881
-3.163700104;-7.400199890;8.613400459;589.000000;0.622741;0.906780
-3.994400024;-7.577400208;8.272299767;589.000000;0.384364;0.877119
-4.589300156;-8.399999619;8.423999786;589.000000;0.407679;0.923729
-3.508100033;-7.424499989;8.400099754;589.000000;0.429732;0.906780
-4.401599884;-8.357999802;8.255200386;589.000000;0.235374;0.847458
-4.212299824;-8.348899841;8.268199921;589.000000;0.235374;0.894068
-4.416600227;-7.800099850;8.377599716;589.000000;0.192182;0.881356
-3.829099894;-8.619899750;7.794799805;589.000000;0.271786;0.834746
-4.607100010;-8.234900475;8.270600319;589.000000;0.235374;0.885593
-3.763200045;-8.790100098;8.194000244;589.000000;0.303866;0.932203
-4.043900013;-8.514800072;8.059700012;589.000000;0.192182;0.847458
-4.541800022;-8.190799713;8.389399529;589.000000;0.332869;0.927966
-3.873300076;-8.859000206;8.230899811;589.000000;0.450707;0.902542
-4.605599880;-7.413099766;8.324600220;589.000000;0.192182;0.894068
-4.264400005;-8.476599693;7.989699841;589.000000;0.192182;0.851695
-3.797100067;-8.390199661;8.341199875;589.000000;0.429732;0.872881
-4.080800056;-7.982900143;8.279299736;589.000000;0.332869;0.851695
-4.183400154;-8.593899727;8.048399925;589.000000;0.271786;0.860169
-3.997800112;-8.444899559;8.154800415;589.000000;0.235374;0.881356
-3.958199978;-8.535799980;7.817299843;589.000000;0.192182;0.826271
-4.333499908;-7.576799870;8.029000282;589.000000;0.192182;0.868644
-4.549900055;-8.366800308;7.927199841;589.000000;0.332869;0.843220
-4.637100220;-8.443699837;7.922399998;589.000000;0.384364;0.881356
-3.775099993;-6.943999767;7.207300186;589.000000;0.192182;0.855932
-4.686999798;-7.371500015;8.372300148;589.000000;0.332869;0.889831
-4.726900101;-8.276599884;8.121100426;589.000000;0.303866;0.881356
-4.380199909;-8.381600380;7.828000069;589.000000;0.192182;0.847458
-4.513400078;-8.278800011;8.325900078;589.000000;0.192182;0.877119
-3.214900017;-7.187699795;8.361700058;589.000000;0.303866;0.872881
-3.894700050;-7.664299965;8.415200233;589.000000;0.560302;0.860169
-4.401500225;-7.956900120;8.017800331;589.000000;0.192182;0.813559
-4.365699768;-7.921999931;7.768400192;589.000000;0.332869;0.855932
-3.402100086;-7.409800053;8.592100143;589.000000;0.560302;0.915254
-3.312200069;-7.309299946;8.723999977;589.000000;0.384364;0.889831
-3.664799929;-8.682700157;7.945600033;589.000000;0.271786;0.847458
-4.485899925;-7.975100040;8.078800201;589.000000;0.192182;0.830508
-3.702699900;-8.525699615;8.024299622;589.000000;0.192182;0.851695
-3.938499928;-7.664500237;8.659899712;589.000000;0.679466;0.906780
-3.899399996;-8.726200104;8.012000084;589.000000;0.429732;0.834746
-4.459300041;-8.423700333;8.001000404;589.000000;0.192182;0.851695
-4.354199886;-8.634400368;8.104999542;589.000000;0.332869;0.877119
-4.118800163;-8.628700256;7.876399994;589.000000;0.303866;0.847458
-3.712100029;-8.374400139;8.125699997;589.000000;0.303866;0.855932
-4.543700218;-8.106200218;8.246000290;589.000000;0.192182;0.881356
-3.700400114;-8.545100212;8.275600433;589.000000;0.303866;0.898305
-3.888299942;-6.797900200;8.300200462;589.000000;0.192182;0.868644
-4.125100136;-7.804500103;8.220700264;589.000000;0.303866;0.809322
-3.871099949;-8.384200096;8.416600227;589.000000;0.489970;0.889831
-3.627500057;-8.800999641;8.053400040;589.000000;0.303866;0.872881
-4.033899784;-8.482799530;7.927899837;589.000000;0.192182;0.855932
-4.627799988;-8.330300331;8.295800209;589.000000;0.332869;0.894068
-3.890399933;-8.462200165;8.022299767;589.000000;0.192182;0.830508
-3.172499895;-7.035799980;8.238100052;589.000000;0.192182;0.911017
-4.303199768;-8.639599800;8.192500114;589.000000;0.332869;0.881356
-3.893399954;-8.538599968;8.106399536;589.000000;0.303866;0.855932
-4.149000168;-7.945499897;8.209500313;589.000000;0.192182;0.855932
-4.205299854;-7.923399925;7.654799938;589.000000;0.332869;0.834746
-4.405700207;-7.944200039;8.255399704;589.000000;0.192182;0.872881
-4.317900181;-8.547200203;8.065600395;589.000000;0.192182;0.843220
-3.292200089;-7.124199867;8.477399826;589.000000;0.303866;0.877119
-3.161600113;-7.028100014;8.128700256;589.000000;0.332869;0.898305
-3.194600105;-7.050600052;8.504899979;589.000000;0.192182;0.894068
-4.727000237;-8.564399719;8.509799957;589.000000;0.706121;0.885593
-3.569799900;-7.365499973;8.309300423;589.000000;0.303866;0.860169
-3.194499969;-7.360799789;8.722599983;589.000000;0.508466;0.902542
-3.743599892;-8.671500206;7.786200047;589.000000;0.271786;0.822034
-4.705699921;-8.414299965;8.446900368;589.000000;0.470748;0.868644
-4.157999992;-8.547300339;7.934899807;589.000000;0.192182;0.830508
-3.877500057;-8.656900406;7.904900074;589.000000;0.271786;0.851695
-3.875699997;-7.837500095;8.469200134;589.000000;0.560302;0.889831
-4.624899864;-8.349100113;8.190299988;589.000000;0.303866;0.860169
-4.876900196;-6.258100033;13.309399605;589.000000;0.489970;0.838983
-5.830800056;-5.239900112;13.478599548;589.000000;0.429732;0.898305
-5.201700211;-5.082799911;13.644200325;589.000000;0.560302;0.906780
-6.038599968;-5.227200031;13.577300072;589.000000;0.560302;0.906780
-5.789299965;-5.135900021;13.791799545;589.000000;0.679466;0.932203
-5.226900101;-5.850699902;13.640099525;589.000000;0.592344;0.851695
-4.564000130;-5.153399944;13.753499985;589.000000;0.303866;0.898305
-6.415699959;-5.244100094;13.291799545;589.000000;0.679466;0.889831
-5.483600140;-5.805699825;13.516699791;589.000000;0.303866;0.898305
-5.296000004;-5.730199814;13.766799927;589.000000;0.679466;0.898305
-6.134699821;-5.469600201;13.697999954;589.000000;0.508466;0.915254
-5.202199936;-5.757999897;13.454600334;589.000000;0.508466;0.894068
-5.402100086;-5.641900063;13.900300026;589.000000;0.679466;0.919492
-5.536799908;-5.954800129;13.740900040;589.000000;0.560302;0.894068
-5.151800156;-5.937600136;14.256500244;589.000000;1.112333;0.970339
-5.379399776;-5.585499763;13.739800453;589.000000;0.576546;0.911017
-5.307799816;-5.852900028;13.703800201;589.000000;0.692922;0.915254
-5.576200008;-5.768000126;14.104999542;589.000000;0.870141;0.978814
-5.460700035;-5.836299896;13.779199600;589.000000;0.592344;0.898305
-5.343599796;-5.819699764;13.846599579;589.000000;0.692922;0.961864
-5.566299915;-5.333799839;13.830900192;589.000000;0.665738;0.936441
-5.919799805;-5.202499866;13.586899757;589.000000;0.508466;0.868644
-5.657400131;-5.714600086;13.990599632;589.000000;0.706121;0.944915
-5.522099972;-5.801700115;13.890199661;589.000000;0.622741;0.927966
-5.289100170;-5.686699867;13.674200058;589.000000;0.679466;0.860169
-4.214700222;-5.012899876;14.177599907;589.000000;0.815359;0.944915
-5.136400223;-5.008699894;13.219400406;589.000000;0.592344;0.898305
-5.437600136;-5.641900063;13.994199753;589.000000;0.792386;0.936441
-5.316299915;-5.711400032;13.943400383;589.000000;0.880688;0.949153
-5.557099819;-5.810999870;13.703100204;589.000000;0.508466;0.877119
-6.200699806;-5.506999969;13.509099960;589.000000;0.450707;0.881356
-4.309599876;-5.236400127;14.101400375;589.000000;0.731807;0.915254
-4.393899918;-5.165400028;14.209799767;589.000000;0.706121;0.966102
-5.330800056;-5.478099823;13.521300316;589.000000;0.560302;0.868644
-4.941999912;-6.258500099;13.511599541;589.000000;0.489970;0.881356
-5.086299896;-4.907199860;13.577199936;589.000000;0.622741;0.927966
-6.540699959;-5.230100155;13.324899673;589.000000;0.792386;0.949153
-4.443500042;-4.894700050;14.078000069;589.000000;0.692922;0.923729
-6.508200169;-5.118599892;13.212599754;589.000000;0.870141;0.898305
-4.849500179;-6.190800190;13.208700180;589.000000;0.450707;0.877119
-5.434800148;-5.409699917;13.574099541;589.000000;0.560302;0.881356
-5.509099960;-5.362400055;13.749799728;589.000000;0.560302;0.894068
-4.709899902;-5.093100071;13.941699982;589.000000;0.450707;0.902542
-5.096799850;-6.190899849;13.499899864;589.000000;0.450707;0.885593
-5.402100086;-5.532400131;13.869999886;589.000000;0.692922;0.894068
-5.480999947;-5.828999996;13.622599602;589.000000;0.407679;0.898305
-5.638599873;-5.736299992;13.854900360;589.000000;0.576546;0.957627
-6.654300213;-5.103899956;13.413599968;589.000000;0.989317;0.940678
-5.286600113;-5.715899944;13.521200180;589.000000;0.489970;0.885593
-4.800600052;-4.952199936;13.871000290;589.000000;0.560302;0.932203
-5.450500011;-5.839099884;13.400799751;589.000000;0.384364;0.855932
-5.980100155;-5.141600132;13.736800194;589.000000;0.692922;0.923729
-5.095900059;-4.814000130;13.488699913;589.000000;0.679466;0.927966
-5.251299858;-5.625500202;13.758500099;589.000000;0.679466;0.915254
-4.766399860;-5.065100193;14.044899940;589.000000;0.576546;0.953390
-5.154399872;-5.087699890;13.285400391;589.000000;0.489970;0.877119
-4.931000233;-6.144899845;13.318699837;589.000000;0.508466;0.851695
-6.212399960;-5.444099903;13.589099884;589.000000;0.508466;0.872881
-6.495299816;-5.239099979;13.129199982;589.000000;0.792386;0.923729
