//X;Y;Z;Scalar field;Approx. distances;Illuminance (PCV)
-0.479499996;-11.707599640;9.818699837;589.000000;0.470748;0.885593
-1.621399999;-11.085000038;9.974200249;589.000000;0.407679;0.864407
-0.985499978;-11.246600151;9.967800140;589.000000;0.407679;0.881356
-0.679899991;-13.134799957;10.467800140;589.000000;0.192182;0.792373
-0.879000008;-11.053600311;9.855500221;589.000000;0.271786;0.843220
-1.595199943;-10.469200134;9.734900475;589.000000;0.508466;0.902542
-1.032999992;-12.648500443;10.913499832;589.000000;0.192182;0.834746
-1.381299973;-12.990500450;10.775199890;589.000000;0.192182;0.838983
-1.292700052;-12.559100151;10.823200226;589.000000;0.192182;0.851695
-0.628099978;-13.122599602;11.013999939;589.000000;0.607733;0.940678
-0.809700012;-11.566300392;9.755900383;589.000000;0.470748;0.855932
-1.236199975;-11.006099701;9.845700264;589.000000;0.303866;0.813559
-0.780499995;-13.184900284;10.920900345;589.000000;0.450707;0.906780
-0.985800028;-12.555800438;10.972200394;589.000000;0.303866;0.898305
-1.330199957;-11.177700043;10.135800362;589.000000;0.303866;0.927966
-1.107699990;-10.942099571;10.187800407;589.000000;0.271786;0.949153
-0.751600027;-10.916399956;9.559700012;589.000000;0.192182;0.877119
-1.052099943;-11.933099747;9.607000351;589.000000;0.332869;0.838983
-0.723399997;-12.979700089;11.004199982;589.000000;0.560302;0.932203
-0.414499998;-11.728799820;9.603899956;589.000000;0.332869;0.872881
-1.078400016;-12.165100098;9.656499863;589.000000;0.303866;0.872881
-0.945200026;-11.041399956;9.740099907;589.000000;0.271786;0.843220
-0.671899974;-11.418000221;9.847200394;589.000000;0.384364;0.911017
-1.337800026;-12.338800430;8.817500114;589.000000;0.450707;0.906780
-1.611600041;-12.435000420;8.988200188;589.000000;0.489970;0.843220
-0.601199985;-12.760600090;10.866600037;589.000000;0.450707;0.911017
-1.109699965;-12.398099899;10.635999680;589.000000;0.192182;0.843220
-1.139299989;-12.280799866;10.026399612;589.000000;0.271786;0.906780
-0.918699980;-12.725500107;9.990900040;589.000000;0.271786;0.860169
-0.795799971;-11.674699783;9.725999832;589.000000;0.407679;0.868644
-1.786999941;-12.491600037;8.977999687;589.000000;0.560302;0.898305
-1.249199986;-11.656200409;10.079000473;589.000000;0.508466;0.911017
-0.838100016;-12.999699593;10.881699562;589.000000;0.450707;0.915254
-0.834399998;-12.461000443;11.015899658;589.000000;0.407679;0.906780
-1.723700047;-12.558500290;8.904299736;589.000000;0.679466;0.851695
-0.630299985;-11.210900307;9.842200279;589.000000;0.271786;0.906780
-1.278599977;-12.875399590;10.891300201;589.000000;0.271786;0.885593
-0.581900001;-12.869299889;10.548299789;589.000000;0.508466;0.860169
-0.957000017;-12.108099937;9.837499619;589.000000;0.192182;0.898305
-0.935400009;-12.407600403;10.977399826;589.000000;0.332869;0.915254
-0.581399977;-11.524800301;9.911700249;589.000000;0.407679;0.906780
-1.691599965;-12.297699928;8.829899788;589.000000;0.450707;0.894068
-0.592000008;-10.892200470;9.494899750;589.000000;0.235374;0.864407
-0.500000000;-12.787899971;10.672200203;589.000000;0.508466;0.851695
-0.888499975;-12.718899727;10.757100105;589.000000;0.192182;0.864407
-0.812500000;-12.712100029;10.599900246;589.000000;0.332869;0.898305
-1.559200048;-11.645899773;9.557100296;589.000000;0.235374;0.881356
-1.208699942;-10.950300217;10.108599663;589.000000;0.192182;0.906780
-1.712000012;-10.599100113;9.532299995;589.000000;0.332869;0.860169
-1.138200045;-10.897299767;10.052599907;589.000000;0.192182;0.860169
-1.519000053;-10.908800125;9.573499680;589.000000;0.303866;0.851695
-1.462000012;-11.029600143;9.915100098;589.000000;0.332869;0.855932
-0.532800019;-10.726200104;9.729700089;589.000000;0.271786;0.898305
-0.504899979;-10.531100273;9.511899948;589.000000;0.332869;0.902542
-1.497200012;-10.231399536;9.391599655;589.000000;0.429732;0.830508
-1.491400003;-10.266300201;9.515399933;589.000000;0.450707;0.860169
-0.467900008;-10.642100334;9.631899834;589.000000;0.271786;0.898305
-0.643899977;-10.556400299;9.476900101;589.000000;0.235374;0.894068
-1.457200050;-10.321800232;9.629599571;589.000000;0.508466;0.868644
-0.468100011;-10.534999847;9.624600410;589.000000;0.303866;0.932203
-0.753899992;-10.691699982;9.327699661;589.000000;0.192182;0.894068
-1.010200024;-10.616900444;9.927900314;589.000000;0.192182;0.902542
-1.429499984;-10.304599762;9.444399834;589.000000;0.429732;0.860169
-0.578199983;-10.624699593;9.633999825;589.000000;0.271786;0.906780
-0.856299996;-12.428299904;11.333100319;589.000000;0.576546;0.953390
-1.090999961;-12.639900208;11.130399704;589.000000;0.407679;0.915254
-0.794300020;-12.564399719;11.151300430;589.000000;0.489970;0.906780
-2.190500021;-12.611800194;11.205599785;589.000000;0.679466;0.898305
-0.996900022;-12.565899849;11.124600410;589.000000;0.407679;0.868644
-1.031399965;-12.352700233;11.190899849;589.000000;0.489970;0.885593
-0.799799979;-12.642999649;11.218099594;589.000000;0.508466;0.953390
-0.795400023;-12.715000153;11.126399994;589.000000;0.508466;0.919492
-0.947300017;-12.224399567;11.318099976;589.000000;0.692922;0.966102
-2.167900085;-12.594400406;11.098299980;589.000000;0.679466;0.877119
-1.120399952;-12.670200348;11.285099983;589.000000;0.560302;0.957627
-1.997400045;-12.522199631;11.777299881;589.000000;0.731807;0.915254
-2.029200077;-12.353599548;11.625000000;589.000000;0.692922;0.860169
-0.834900022;-12.468299866;11.144000053;589.000000;0.508466;0.919492
-1.985200047;-12.393199921;11.767299652;589.000000;0.692922;0.932203
-1.042400002;-12.724699974;11.218799591;589.000000;0.429732;0.940678
-1.109599948;-12.461600304;11.176799774;589.000000;0.429732;0.898305
-1.930899978;-12.767700195;11.604100227;589.000000;0.826606;0.902542
-1.883800030;-10.809000015;12.340700150;589.000000;0.768728;0.927966
-1.922399998;-10.778900146;12.237600327;589.000000;0.679466;0.915254
-0.940100014;-12.625000000;11.201100349;589.000000;0.429732;0.923729
-2.167099953;-12.393400192;11.806200027;589.000000;0.607733;0.936441
-1.079499960;-12.567500114;11.305500031;589.000000;0.543572;0.944915
-1.938199997;-10.937700272;12.324700356;589.000000;0.768728;0.961864
-0.927699983;-12.226400375;11.145899773;589.000000;0.592344;0.902542
-0.763999999;-12.426199913;11.286199570;589.000000;0.622741;0.940678
-2.214299917;-12.317500114;11.647600174;589.000000;0.450707;0.911017
-0.809700012;-12.513199806;11.250800133;589.000000;0.607733;0.927966
-2.080600023;-12.625399590;11.804100037;589.000000;0.607733;0.927966
-1.180099964;-12.550900459;11.163800240;589.000000;0.407679;0.906780
-2.069700003;-12.415499687;11.708900452;589.000000;0.692922;0.923729
-1.014700055;-12.433400154;11.121800423;589.000000;0.429732;0.898305
-1.006100059;-12.491200447;11.228099823;589.000000;0.560302;0.957627
-2.081700087;-12.285599709;11.739500046;589.000000;0.576546;0.932203
-1.166399956;-12.432999611;11.064399719;589.000000;0.303866;0.923729
-0.162400007;-13.265800476;10.880299568;589.000000;0.450707;0.911017
-0.278800011;-13.284500122;10.616299629;589.000000;0.192182;0.843220
-0.264699996;-13.269200325;10.767999649;589.000000;0.303866;0.847458
-0.381300002;-12.995200157;10.640800476;589.000000;0.429732;0.881356
-0.318599999;-13.172300339;10.558300018;589.000000;0.303866;0.881356
-0.487899989;-13.154700279;10.985500336;589.000000;0.622741;0.936441
-0.351999998;-13.407099724;10.980199814;589.000000;0.543572;0.957627
-0.202700004;-12.856100082;11.030300140;589.000000;0.768728;0.957627
-0.621299982;-13.317099571;10.660599709;589.000000;0.271786;0.843220
-0.466100007;-13.153300285;9.999500275;589.000000;0.303866;0.868644
-0.287600011;-13.296400070;10.873100281;589.000000;0.429732;0.881356
-0.489699990;-13.393199921;10.689599991;589.000000;0.303866;0.877119
-0.574400008;-13.384699821;10.983900070;589.000000;0.560302;0.902542
-0.356799990;-13.010399818;10.461600304;589.000000;0.407679;0.834746
-0.226899996;-13.090200424;10.340999603;589.000000;0.271786;0.889831
-0.554400027;-13.187100410;10.810799599;589.000000;0.332869;0.860169
-0.516099989;-13.426099777;10.598799706;589.000000;0.192182;0.919492
-0.346100003;-12.868100166;10.808799744;589.000000;0.607733;0.894068
-0.190699995;-13.410900116;10.787500381;589.000000;0.271786;0.923729
-0.357199997;-12.836000443;11.004400253;589.000000;0.768728;0.919492
-0.415399998;-12.960900307;10.864000320;589.000000;0.576546;0.898305
-0.305000007;-13.064999580;10.960000038;589.000000;0.607733;0.906780
-0.211300001;-13.032099724;10.741499901;589.000000;0.489970;0.906780
-0.333799988;-13.142700195;10.453800201;589.000000;0.271786;0.872881
-0.427700013;-13.381799698;10.914600372;589.000000;0.407679;0.902542
-0.404599994;-13.265299797;10.834899902;589.000000;0.429732;0.894068
-0.479400009;-12.994500160;11.066300392;589.000000;0.692922;0.915254
-0.421700001;-13.084799767;11.020799637;589.000000;0.607733;0.919492
-0.442600012;-13.232500076;10.623600006;589.000000;0.192182;0.809322
-0.448900014;-13.279500008;10.713299751;589.000000;0.332869;0.847458
-0.500999987;-13.252599716;10.495900154;589.000000;0.192182;0.872881
-0.152999997;-12.944999695;10.441900253;589.000000;0.429732;0.894068
-0.532000005;-13.362799644;10.801799774;589.000000;0.303866;0.906780
