//X;Y;Z;Scalar field;C2C absolute distances;Illuminance (PCV)
-1.067499995;-9.915300369;8.704799652;1168.000000;0.428727;0.978814
-2.056499958;-10.123900414;8.269000053;1168.000000;0.751285;0.987288
-1.230000019;-8.814900398;8.495300293;1168.000000;0.607226;0.957627
-1.678500056;-9.894300461;9.007699966;1168.000000;0.442471;0.983051
-1.689100027;-9.255700111;8.944899559;1168.000000;0.402353;0.974576
-2.862799883;-9.992799759;8.519100189;1168.000000;0.865119;0.970339
-2.223999977;-10.042799950;9.301500320;1168.000000;0.709108;0.978814
-1.318600059;-9.993800163;8.786399841;1168.000000;0.556883;0.966102
-0.634100020;-9.651700020;8.643099785;1168.000000;0.499602;0.974576
-1.387400031;-9.373200417;8.244400024;1168.000000;0.004090;0.978814
-1.204699993;-9.735500336;8.926600456;1168.000000;0.532876;0.987288
-1.584400058;-9.864299774;9.188799858;1168.000000;0.586287;0.987288
-0.704400003;-9.611000061;8.779700279;1168.000000;0.531279;0.966102
-1.647899985;-9.026200294;9.859299660;1168.000000;1.100112;0.983051
-0.432399988;-9.995499611;8.552599907;1168.000000;0.773338;0.995763
-1.783699989;-9.900799751;8.978799820;1168.000000;0.379900;0.966102
-1.618700027;-8.939200401;8.310500145;1168.000000;0.358743;0.983051
-1.126999974;-9.976200104;8.761899948;1168.000000;0.509779;0.983051
-2.003200054;-10.143500328;9.275699615;1168.000000;0.718640;0.983051
-1.255699992;-9.802599907;8.816100121;1168.000000;0.454750;0.970339
-1.989400029;-10.227899551;8.306799889;1168.000000;0.796421;0.978814
-3.039400101;-10.073399544;8.622300148;1168.000000;1.014862;0.978814
-2.522399902;-9.580300331;9.119299889;1168.000000;0.533452;0.957627
-2.585799932;-9.701199532;8.919500351;1168.000000;0.571010;0.966102
-2.826299906;-10.254099846;8.632300377;1168.000000;1.062388;0.983051
-2.089600086;-10.071800232;9.326499939;1168.000000;0.715483;0.978814
-1.328500032;-8.792799950;8.543000221;1168.000000;0.633598;0.957627
-2.198100090;-9.688199997;9.225099564;1168.000000;0.451795;0.961864
-2.075000048;-9.361300468;9.429200172;1168.000000;0.558847;0.983051
-2.339099884;-9.452300072;9.415699959;1168.000000;0.560465;0.970339
-2.458899975;-9.703599930;8.939499855;1168.000000;0.459051;0.970339
-1.085700035;-9.820699692;8.558099747;1168.000000;0.261546;0.961864
-2.467799902;-10.073100090;8.394300461;1168.000000;0.778416;0.983051
-1.853299975;-10.203300476;8.994000435;1168.000000;0.635019;0.987288
-1.507400036;-9.752900124;9.019599915;1168.000000;0.507642;0.974576
-2.031899929;-9.482500076;9.291099548;1168.000000;0.471307;0.983051
-1.812399983;-9.980899811;8.853199959;1168.000000;0.402731;0.974576
-1.754500031;-9.162199974;9.302000046;1168.000000;0.619800;1.000000
-2.855799913;-10.206199646;8.724800110;1168.000000;1.042740;0.983051
-1.376000047;-9.708100319;8.866700172;1168.000000;0.475081;0.978814
-2.865200043;-10.116499901;8.958900452;1168.000000;1.005275;0.991525
-2.366600037;-9.816699982;9.042400360;1168.000000;0.474204;0.961864
-2.151400089;-9.473500252;9.481300354;1168.000000;0.634631;0.987288
-1.330199957;-9.973500252;8.898400307;1168.000000;0.623448;0.970339
-1.914600015;-10.181300163;9.211700439;1168.000000;0.707336;0.987288
-0.619499981;-9.881400108;8.508799553;1168.000000;0.550753;0.987288
-1.830399990;-10.071299553;8.499699593;1168.000000;0.567908;0.978814
-1.649399996;-9.794699669;8.948699951;1168.000000;0.378607;0.961864
-1.270200014;-8.719400406;8.391300201;1168.000000;0.665287;0.966102
-1.830000043;-9.999199867;9.092399597;1168.000000;0.502504;0.961864
-1.759899974;-9.215900421;9.090399742;1168.000000;0.473864;0.974576
-2.085000038;-10.218999863;8.223999977;1168.000000;0.853809;0.987288
-1.607699990;-8.972999573;8.406200409;1168.000000;0.401693;0.974576
-2.276000023;-9.847000122;8.858499527;1168.000000;0.375811;0.974576
-1.008000016;-9.064800262;8.624099731;1168.000000;0.540474;0.978814
-1.783900023;-9.464900017;9.433099747;1168.000000;0.661798;0.995763
-1.422299981;-9.808600426;8.855199814;1168.000000;0.514228;0.961864
-1.402899981;-9.684700012;8.996399879;1168.000000;0.578120;0.970339
-1.012599945;-9.685099602;8.456700325;1168.000000;0.125322;0.966102
-0.526499987;-9.944600105;8.477999687;1168.000000;0.654862;0.991525
-1.414999962;-9.906200409;8.936100006;1168.000000;0.622482;0.953390
-0.497900009;-10.072699547;8.469300270;1168.000000;0.756128;0.983051
-1.669999957;-9.342599869;8.882699966;1168.000000;0.355085;0.949153
-1.974699974;-9.257100105;9.620300293;1168.000000;0.735736;0.953390
-1.818500042;-10.021400452;9.421699524;1168.000000;0.755511;0.991525
-1.938699961;-9.308600426;9.449500084;1168.000000;0.618063;0.966102
-1.999199986;-10.210499763;8.048399925;1168.000000;0.967785;0.970339
-1.657400012;-9.013299942;10.026100159;1168.000000;1.236979;0.995763
-1.003000021;-9.619500160;8.586500168;1168.000000;0.194817;0.970339
-1.528100014;-8.972599983;8.280699730;1168.000000;0.338311;0.961864
-1.485800028;-9.953100204;8.829799652;1168.000000;0.576237;0.957627
-2.334800005;-9.875300407;8.120800018;1168.000000;0.678263;0.970339
-1.905300021;-9.263500214;9.229599953;1168.000000;0.472573;0.970339
-0.642099977;-9.988100052;8.605400085;1168.000000;0.625829;0.970339
-2.118099928;-9.397000313;9.573599815;1168.000000;0.686911;0.978814
-1.574800014;-9.315500259;8.848500252;1168.000000;0.437034;0.970339
-1.305500031;-9.835800171;9.175999641;1168.000000;0.772904;0.995763
-1.963199973;-9.948100090;9.129099846;1168.000000;0.473669;0.983051
-0.774299979;-9.707500458;8.513699532;1168.000000;0.338769;0.966102
-0.874199986;-9.718600273;8.455400467;1168.000000;0.246784;0.957627
-1.913599968;-9.437299728;9.524999619;1168.000000;0.720372;0.974576
-1.073899984;-9.896800041;8.851699829;1168.000000;0.527877;0.983051
-1.048499942;-9.639599800;8.819499969;1168.000000;0.408291;0.983051
-1.799600005;-10.158800125;9.153800011;1168.000000;0.671892;0.970339
-1.272500038;-9.628600121;8.679699898;1168.000000;0.262342;0.978814
-1.474200010;-9.714500427;8.929599762;1168.000000;0.497124;0.961864
-1.985200047;-9.399299622;9.361200333;1168.000000;0.560044;0.974576
-1.514199972;-9.019499779;8.149700165;1168.000000;0.250050;0.957627
-0.875299990;-9.553400040;8.536399841;1168.000000;0.234336;0.953390
-1.432199955;-9.909299850;8.717399597;1168.000000;0.474007;0.953390
-2.141200066;-10.229900360;8.394599915;1168.000000;0.769879;0.995763
-1.334599972;-8.785599709;8.438400269;1168.000000;0.604299;0.974576
-2.311899900;-9.689700127;9.506899834;1168.000000;0.747388;0.987288
-0.769999981;-9.506999969;8.547599792;1168.000000;0.329352;0.970339
-0.749599993;-9.440099716;8.628999710;1168.000000;0.407648;0.961864
-1.823799968;-9.558099747;9.460599899;1168.000000;0.667295;0.983051
-2.007999897;-9.653300285;9.271300316;1168.000000;0.458974;0.987288
-2.398400068;-10.148900032;8.411999702;1168.000000;0.789357;0.978814
-2.053600073;-9.637399673;8.867799759;1168.000000;0.097253;0.978814
-2.306699991;-9.732199669;9.409399986;1168.000000;0.667734;0.991525
-1.006500006;-9.670900345;8.689200401;1168.000000;0.295973;0.983051
-1.922399998;-10.252499580;9.120800018;1168.000000;0.721601;0.974576
-1.026200056;-9.404800415;8.304300308;1168.000000;0.157635;0.991525
-1.206500053;-9.758899689;8.502599716;1168.000000;0.189171;0.966102
-1.616799951;-9.152099609;8.295100212;1168.000000;0.199845;0.974576
-2.939199924;-10.222100258;8.411600113;1168.000000;1.117459;0.978814
-1.829900026;-9.460900307;9.139399529;1168.000000;0.379715;0.953390
-1.544100046;-9.331999779;8.966199875;1168.000000;0.498536;0.983051
-1.737400055;-10.042900085;9.150300026;1168.000000;0.595876;0.974576
-2.039700031;-9.774999619;9.371800423;1168.000000;0.590882;0.987288
-1.367599964;-9.830400467;8.709699631;1168.000000;0.396200;0.983051
-1.184900045;-9.896699905;8.806099892;1168.000000;0.496095;0.987288
-1.823899984;-9.273300171;8.829500198;1168.000000;0.247365;0.953390
-1.745100021;-9.277999878;8.744799614;1168.000000;0.285219;0.944915
-2.668900013;-9.757499695;8.998499870;1168.000000;0.683054;0.978814
-3.015799999;-10.095800400;9.045299530;1168.000000;1.119646;0.991525
-2.129699945;-9.962499619;9.428099632;1168.000000;0.735600;0.983051
-1.398699999;-9.852700233;9.133399963;1168.000000;0.682485;0.983051
-2.746599913;-9.786199570;8.846899986;1168.000000;0.678505;0.978814
-2.627199888;-9.691200256;9.450599670;1168.000000;0.822159;0.991525
-0.513899982;-9.690799713;8.626199722;1168.000000;0.602636;0.978814
-0.516900003;-9.497599602;8.633099556;1168.000000;0.591700;0.983051
-1.109599948;-8.790499687;8.497300148;1168.000000;0.664068;0.978814
-1.007400036;-8.887700081;8.614299774;1168.000000;0.676754;0.983051
-0.491400003;-9.415200233;8.719799995;1168.000000;0.668431;0.978814
-0.509899974;-9.548600197;8.726400375;1168.000000;0.640666;0.987288
-0.664799988;-9.410900116;8.678299904;1168.000000;0.508796;0.978814
-0.652999997;-9.503999710;8.780200005;1168.000000;0.566489;0.983051
-0.447800010;-9.424200058;8.816300392;1168.000000;0.755094;1.000000
-0.602599978;-9.531399727;8.544599533;1168.000000;0.475442;0.966102
-0.540199995;-9.496199608;8.814999580;1168.000000;0.672776;0.983051
-0.462300003;-9.840499878;8.469099998;1168.000000;0.654730;0.974576
-0.606199980;-9.497599602;8.690899849;1168.000000;0.544546;0.978814
-1.234699965;-8.651599884;8.468199730;1168.000000;0.752925;0.978814
-0.446700007;-9.840700150;8.327400208;1168.000000;0.664122;0.995763
-0.989300013;-8.989000320;8.555700302;1168.000000;0.580208;0.974576
-1.150200009;-8.777700424;8.699099541;1168.000000;0.749161;0.987288
-1.011000037;-8.880700111;8.499500275;1168.000000;0.633942;0.983051
-1.161299944;-8.630599976;8.618700027;1168.000000;0.833909;0.970339
-1.063400030;-8.703300476;8.553500175;1168.000000;0.775219;0.983051
-0.503499985;-9.439100266;8.546299934;1168.000000;0.581486;0.978814
-2.833600044;-10.279800415;6.513899803;1168.000000;0.357439;0.961864
-2.632600069;-10.469799995;6.375899792;1168.000000;0.601148;0.974576
-1.668599963;-9.341799736;7.575399876;1168.000000;0.458799;0.987288
-2.893500090;-10.034600258;6.472899914;1168.000000;0.207182;0.974576
-2.771800041;-10.408800125;7.280799866;1168.000000;1.022959;0.983051
-2.189899921;-10.063400269;7.522200108;1168.000000;0.974078;0.978814
-2.117599964;-9.841699600;7.556600094;1168.000000;0.750991;0.970339
-1.791700006;-9.832500458;7.507699966;1168.000000;0.768090;0.974576
-2.521500111;-10.319600105;6.334799767;1168.000000;0.607852;0.978814
-1.809999943;-9.332099915;7.358900070;1168.000000;0.539403;0.966102
-1.922799945;-9.502599716;7.299300194;1168.000000;0.523982;0.966102
-2.321599960;-9.829700470;6.381199837;1168.000000;0.744309;0.987288
-2.073899984;-10.059399605;7.389599800;1168.000000;0.994338;0.974576
-1.686100006;-9.134499550;7.372900009;1168.000000;0.599264;0.957627
-2.404999971;-9.395199776;7.383600235;1168.000000;0.438478;0.983051
-2.448499918;-9.586500168;7.451300144;1168.000000;0.625449;0.991525
-2.980400085;-10.082099915;6.421199799;1168.000000;0.108230;0.974576
-2.001899958;-9.223500252;7.192900181;1168.000000;0.266453;0.978814
-2.554800034;-9.559399605;7.439400196;1168.000000;0.618001;0.991525
-1.888700008;-9.459300041;7.481699944;1168.000000;0.513186;0.987288
-2.246599913;-9.399100304;7.286399841;1168.000000;0.393391;0.966102
-1.718400002;-9.424200058;7.612599850;1168.000000;0.437263;0.978814
-2.250200033;-9.675000191;7.359399796;1168.000000;0.644955;0.961864
-2.686199903;-9.871199608;6.516399860;1168.000000;0.414623;0.978814
-1.639799953;-9.589500427;7.388999939;1168.000000;0.723757;0.966102
-2.757900000;-10.294400215;7.200699806;1168.000000;0.923865;0.983051
-2.949500084;-10.024200439;6.560100079;1168.000000;0.231595;0.974576
-1.793200016;-9.473799706;7.528399944;1168.000000;0.512125;0.983051
-2.668499947;-10.211299896;6.374599934;1168.000000;0.429166;0.953390
-2.442699909;-10.502799988;6.344999790;1168.000000;0.769141;0.974576
-2.380300045;-9.651499748;7.382199764;1168.000000;0.670102;0.970339
-1.731199980;-9.493000031;7.432799816;1168.000000;0.617614;0.961864
-2.620699883;-10.298999786;6.450600147;1168.000000;0.516769;0.978814
-1.528200030;-8.987700462;7.408400059;1168.000000;0.659175;0.961864
-1.688400030;-8.979700089;7.472700119;1168.000000;0.492556;0.957627
-1.626600027;-9.692199707;7.461699963;1168.000000;0.728084;0.987288
-2.163100004;-9.284500122;7.381299973;1168.000000;0.393990;0.983051
-1.586300015;-9.070599556;7.534900188;1168.000000;0.519755;0.978814
-2.721299887;-10.337100029;6.389599800;1168.000000;0.447451;0.983051
-1.656999946;-9.725199699;7.603799820;1168.000000;0.647777;0.991525
-2.470299959;-9.592000008;7.336699963;1168.000000;0.638019;0.970339
-1.645200014;-9.451299667;7.489399910;1168.000000;0.576722;0.991525
-1.994099975;-10.153499603;7.427400112;1168.000000;1.081682;1.000000
-2.298300028;-9.942999840;7.296899796;1168.000000;0.858272;0.966102
-2.864700079;-10.315400124;7.220399857;1168.000000;0.906969;0.974576
-2.280999899;-9.578100204;7.306200027;1168.000000;0.542363;0.991525
-2.553999901;-10.428799629;6.251500130;1168.000000;0.645210;0.974576
-2.323199987;-9.750499725;6.449600220;1168.000000;0.722167;0.991525
-1.705600023;-9.629899979;7.603099823;1168.000000;0.566747;0.983051
-1.724799991;-9.246100426;7.466899872;1168.000000;0.512692;1.000000
-2.417399883;-9.594599724;7.576200008;1168.000000;0.582121;0.974576
-2.924700022;-10.178099632;6.578800201;1168.000000;0.285945;0.966102
-1.950700045;-9.463899612;7.402400017;1168.000000;0.544753;0.974576
-2.642899990;-9.747200012;7.431600094;1168.000000;0.815408;0.983051
-2.319700003;-10.039199829;7.273700237;1168.000000;0.943746;0.983051
-2.921999931;-9.934499741;6.505799770;1168.000000;0.208034;0.983051
-2.097599983;-9.284700394;7.243199825;1168.000000;0.291361;0.961864
-1.687800050;-9.391400337;7.360400200;1168.000000;0.646610;0.966102
-2.684400082;-10.410099983;6.508399963;1168.000000;0.542028;0.983051
-2.515000105;-9.585599899;7.536499977;1168.000000;0.622542;0.974576
-1.697499990;-8.899000168;7.387300014;1168.000000;0.509489;0.978814
-2.119600058;-10.013899803;7.286300182;1168.000000;0.911447;0.970339
-2.823699951;-10.381799698;6.433400154;1168.000000;0.413424;0.961864
-1.972499967;-9.859299660;7.501500130;1168.000000;0.791464;0.983051
-2.701600075;-10.411399841;7.205500126;1168.000000;0.984486;0.983051
-2.015700102;-9.215800285;7.307700157;1168.000000;0.353267;0.970339
-2.592499971;-9.850000381;6.435999870;1168.000000;0.482719;0.974576
-2.736299992;-9.939900398;6.616000175;1168.000000;0.416033;0.995763
