//X;Y;Z;Scalar field;Original cloud index;ID;C2C absolute distances;Illuminance (PCV)
9.214900017;-4.036699772;13.023500443;275.000000;0.000000;nan;0.739439;0.923729
8.026100159;-4.300600052;12.911299706;275.000000;0.000000;nan;0.956972;0.932203
9.057499886;-4.031799793;12.999699593;275.000000;0.000000;nan;0.770475;0.902542
7.730100155;-2.035500050;12.003299713;275.000000;0.000000;nan;0.138408;0.817797
9.141900063;-4.220200062;12.970700264;275.000000;0.000000;nan;0.627428;0.911017
8.144399643;-2.232399940;12.548100471;275.000000;0.000000;nan;0.196211;0.889831
9.556799889;-3.492500067;11.755299568;275.000000;0.000000;nan;0.182491;0.885593
8.573900223;-4.228499889;12.755200386;275.000000;0.000000;nan;0.846091;0.885593
7.888599873;1.975399971;15.391400337;275.000000;0.000000;nan;0.655693;0.860169
8.362600327;0.231700003;15.817500114;275.000000;0.000000;nan;0.762727;0.927966
9.358599663;1.541000009;15.544099808;275.000000;0.000000;nan;1.194200;0.834746
7.612199783;1.985999942;15.490300179;275.000000;0.000000;nan;0.919929;0.860169
9.375900269;1.227599978;15.665100098;275.000000;0.000000;nan;1.134251;0.855932
7.747099876;1.982300043;15.397700310;275.000000;0.000000;nan;0.757890;0.889831
9.366700172;1.781399965;15.728099823;275.000000;0.000000;nan;1.267573;0.894068
9.267200470;0.755699992;15.933199883;275.000000;0.000000;nan;0.997194;0.855932
8.141300201;0.180399999;15.727199554;275.000000;0.000000;nan;0.763871;0.868644
9.371399879;0.711399972;15.883700371;275.000000;0.000000;nan;0.978775;0.877119
7.513299942;1.906100035;15.413100243;275.000000;0.000000;nan;0.958936;0.889831
8.023799896;1.778900027;15.524700165;275.000000;0.000000;nan;0.737776;0.902542
9.111100197;0.745199978;15.871100426;275.000000;0.000000;nan;0.946689;0.847458
7.758100033;1.927399993;15.659099579;275.000000;0.000000;nan;0.950617;0.872881
8.421899796;1.242200017;15.788499832;275.000000;0.000000;nan;1.195161;0.847458
8.005999565;1.273399949;15.495599747;275.000000;0.000000;nan;0.946678;0.838983
9.010899544;1.973199964;14.599300385;275.000000;0.000000;nan;0.297671;0.817797
8.974300385;1.162299991;15.420000076;275.000000;0.000000;nan;1.194620;0.830508
7.873000145;2.082799911;15.401599884;275.000000;0.000000;nan;0.674167;0.864407
9.248399734;1.361700058;15.481599808;275.000000;0.000000;nan;1.272212;0.868644
7.614600182;1.873299956;15.842300415;275.000000;0.000000;nan;1.187851;0.885593
8.858200073;1.042600036;15.613400459;275.000000;0.000000;nan;1.238520;0.864407
9.170499802;1.177800059;15.557399750;275.000000;0.000000;nan;1.343699;0.843220
9.309399605;1.567999959;15.190799713;275.000000;0.000000;nan;1.055287;0.864407
9.026499748;1.255699992;15.537500381;275.000000;0.000000;nan;1.219317;0.851695
9.247099876;1.373900056;15.631600380;275.000000;0.000000;nan;1.269927;0.843220
9.463800430;1.373100042;15.581500053;275.000000;0.000000;nan;1.056406;0.830508
8.166000366;0.271899998;15.672100067;275.000000;0.000000;nan;0.800602;0.860169
7.990099907;1.273699999;15.392000198;275.000000;0.000000;nan;0.885449;0.843220
7.821199894;1.845900059;15.756799698;275.000000;0.000000;nan;1.010261;0.872881
7.980100155;1.340600014;15.601599693;275.000000;0.000000;nan;1.009486;0.809322
8.991800308;1.131199956;15.796799660;275.000000;0.000000;nan;1.317124;0.800847
8.239000320;1.216699958;15.750699997;275.000000;0.000000;nan;1.182767;0.851695
9.387599945;1.654199958;15.439599991;275.000000;0.000000;nan;1.213231;0.834746
9.457799911;1.861400008;15.746899605;275.000000;0.000000;nan;1.226062;0.911017
7.733699799;1.992599964;15.557399750;275.000000;0.000000;nan;0.881212;0.894068
9.445599556;1.510200024;15.623900414;275.000000;0.000000;nan;1.098213;0.813559
7.282000065;0.495299995;15.320300102;275.000000;0.000000;nan;0.527850;0.881356
7.885799885;1.276299953;15.490799904;275.000000;0.000000;nan;0.853145;0.872881
8.925700188;1.072299957;15.685500145;275.000000;0.000000;nan;1.258474;0.805085
9.128499985;1.293400049;15.587599754;275.000000;0.000000;nan;1.284877;0.843220
9.289199829;1.196599960;15.733099937;275.000000;0.000000;nan;1.224666;0.906780
7.930300236;1.805600047;15.652700424;275.000000;0.000000;nan;0.879027;0.906780
7.841899872;1.951099992;15.498499870;275.000000;0.000000;nan;0.770183;0.847458
9.356100082;1.527199984;15.733400345;275.000000;0.000000;nan;1.192256;0.889831
7.664000034;1.606500030;15.741200447;275.000000;0.000000;nan;1.052727;0.902542
8.471899986;2.240099907;15.530699730;275.000000;0.000000;nan;0.695533;0.881356
7.973499775;1.030500054;15.784799576;275.000000;0.000000;nan;1.054609;0.898305
8.334600449;2.138400078;14.088199615;275.000000;0.000000;nan;0.507503;0.877119
8.401399612;1.088500023;15.871800423;275.000000;0.000000;nan;1.358113;0.881356
9.367699623;1.119500041;15.467599869;275.000000;0.000000;nan;1.162149;0.817797
8.201700211;1.275200009;15.878000259;275.000000;0.000000;nan;1.244874;0.894068
9.093799591;2.005300045;14.668100357;275.000000;0.000000;nan;0.341358;0.860169
9.430700302;1.533300042;15.454500198;275.000000;0.000000;nan;1.134369;0.843220
7.754899979;2.070400000;15.497900009;275.000000;0.000000;nan;0.823264;0.838983
9.338399887;0.897199988;15.957400322;275.000000;0.000000;nan;1.154421;0.864407
8.400600433;2.208899975;15.604399681;275.000000;0.000000;nan;0.743587;0.898305
9.075599670;1.071400046;15.943699837;275.000000;0.000000;nan;1.276926;0.881356
8.723299980;0.991999984;15.625300407;275.000000;0.000000;nan;1.210518;0.805085
8.057399750;1.359899998;15.860600471;275.000000;0.000000;nan;1.203052;0.872881
8.399399757;1.208600044;15.626299858;275.000000;0.000000;nan;1.099918;0.838983
8.801899910;0.875299990;15.767399788;275.000000;0.000000;nan;1.077836;0.881356
7.628900051;1.998000026;15.383000374;275.000000;0.000000;nan;0.839752;0.881356
7.554299831;1.856099963;15.528900146;275.000000;0.000000;nan;1.002511;0.885593
8.449399948;1.387599945;15.751799583;275.000000;0.000000;nan;1.079462;0.885593
9.238499641;1.223899961;15.624699593;275.000000;0.000000;nan;1.271664;0.826271
8.876600266;1.067100048;15.914799690;275.000000;0.000000;nan;1.271884;0.843220
8.919799805;1.978399992;14.761199951;275.000000;0.000000;nan;0.407999;0.885593
7.914000034;1.574699998;15.765000343;275.000000;0.000000;nan;1.060092;0.906780
9.356599808;1.752799988;15.526200294;275.000000;0.000000;nan;1.229672;0.838983
8.978599548;0.729099989;15.877699852;275.000000;0.000000;nan;0.926923;0.843220
7.604199886;1.921800017;15.696499825;275.000000;0.000000;nan;1.075503;0.885593
7.878200054;2.043800116;15.512299538;275.000000;0.000000;nan;0.756672;0.898305
7.735599995;1.923499942;15.819800377;275.000000;0.000000;nan;1.096701;0.927966
8.769700050;0.789799988;15.641699791;275.000000;0.000000;nan;1.002417;0.792373
8.677900314;0.932299972;15.555500031;275.000000;0.000000;nan;1.171813;0.788136
8.402199745;1.101500034;15.761899948;275.000000;0.000000;nan;1.270788;0.864407
5.869999886;-0.261200011;6.769400120;275.000000;0.000000;nan;0.147885;0.889831
5.757299900;-0.391999990;6.673900127;275.000000;0.000000;nan;0.328698;0.847458
5.726200104;-0.548900008;7.187399864;275.000000;0.000000;nan;0.289580;0.894068
5.909100056;-0.180700004;6.536499977;275.000000;0.000000;nan;0.120552;0.830508
5.175499916;-0.652499974;8.526000023;275.000000;0.000000;nan;0.140059;0.889831
5.537199974;-0.271600008;6.926199913;275.000000;0.000000;nan;0.330156;0.923729
5.755300045;-0.645699978;6.479499817;275.000000;0.000000;nan;0.456702;0.860169
5.627999783;-0.657700002;6.706799984;275.000000;0.000000;nan;0.592344;0.881356
5.676499844;-0.432399988;6.733799934;275.000000;0.000000;nan;0.372802;0.885593
5.845900059;-0.363799989;6.977099895;275.000000;0.000000;nan;0.155534;0.851695
5.486299992;-0.125100002;6.944499969;275.000000;0.000000;nan;0.319520;0.932203
5.680600166;-0.320400000;7.043000221;275.000000;0.000000;nan;0.244977;0.902542
5.633900166;-0.582000017;7.075099945;275.000000;0.000000;nan;0.430544;0.911017
5.735300064;-0.443199992;7.043900013;275.000000;0.000000;nan;0.281095;0.915254
5.834000111;-0.736100018;6.481400013;275.000000;0.000000;nan;0.536743;0.872881
5.661799908;-0.239899993;6.842199802;275.000000;0.000000;nan;0.217763;0.834746
5.917500019;-0.789399981;6.510700226;275.000000;0.000000;nan;0.620232;0.860169
5.988599777;-0.739799976;6.419199944;275.000000;0.000000;nan;0.567231;0.847458
5.805200100;-0.706399977;6.938300133;275.000000;0.000000;nan;0.452726;0.889831
5.647399902;-0.445100009;6.862800121;275.000000;0.000000;nan;0.367746;0.898305
5.638500214;-0.473600000;7.019100189;275.000000;0.000000;nan;0.368938;0.872881
5.440499783;-0.261000007;6.722799778;275.000000;0.000000;nan;0.415981;0.898305
5.635700226;-0.332700014;6.790100098;275.000000;0.000000;nan;0.306220;0.885593
5.695499897;-0.819400012;6.805099964;275.000000;0.000000;nan;0.654031;0.911017
5.625500202;-0.572000027;7.197999954;275.000000;0.000000;nan;0.333769;0.911017
5.739500046;-0.281800002;6.907000065;275.000000;0.000000;nan;0.182086;0.838983
5.813499928;-0.879700005;6.536099911;275.000000;0.000000;nan;0.673531;0.894068
5.387800217;-0.290100008;6.866199970;275.000000;0.000000;nan;0.473188;0.881356
5.943500042;-0.515399992;6.816100121;275.000000;0.000000;nan;0.323283;0.898305
5.513500214;-0.532999992;6.904300213;275.000000;0.000000;nan;0.515362;0.919492
5.664700031;-0.224299997;6.972700119;275.000000;0.000000;nan;0.201746;0.911017
5.721499920;-0.848999977;6.401299953;275.000000;0.000000;nan;0.563222;0.855932
5.476900101;-0.328900009;7.084799767;275.000000;0.000000;nan;0.426728;0.915254
5.763899803;-0.263200015;6.793000221;275.000000;0.000000;nan;0.173777;0.864407
5.728300095;-0.189500004;6.516200066;275.000000;0.000000;nan;0.206446;0.885593
5.621500015;-0.074299999;6.846000195;275.000000;0.000000;nan;0.162659;0.881356
5.717999935;-0.870500028;6.905600071;275.000000;0.000000;nan;0.593001;0.936441
5.934800148;-0.405000001;6.771900177;275.000000;0.000000;nan;0.249026;0.868644
5.592400074;-0.170100003;6.877099991;275.000000;0.000000;nan;0.238390;0.902542
5.703199863;-0.283199996;6.713399887;275.000000;0.000000;nan;0.250213;0.889831
5.965300083;-0.490500003;6.614600182;275.000000;0.000000;nan;0.392744;0.838983
5.792200089;-0.723299980;6.836800098;275.000000;0.000000;nan;0.525769;0.911017
5.769499779;-0.789900005;6.549099922;275.000000;0.000000;nan;0.607028;0.881356
5.479899883;-0.349999994;6.892000198;275.000000;0.000000;nan;0.419436;0.902542
5.736199856;-0.413700014;6.914100170;275.000000;0.000000;nan;0.275479;0.894068
5.750299931;-0.535200000;6.780600071;275.000000;0.000000;nan;0.411410;0.881356
5.872099876;-0.805199981;6.845499992;275.000000;0.000000;nan;0.552163;0.911017
9.738100052;-2.186399937;16.804199219;275.000000;0.000000;nan;1.628865;0.940678
10.033699989;-1.133200049;16.293600082;275.000000;0.000000;nan;1.380225;0.885593
9.793299675;-2.111500025;17.273599625;275.000000;0.000000;nan;1.978135;0.974576
10.101599693;-1.261700034;16.321800232;275.000000;0.000000;nan;1.506667;0.855932
10.162199974;-2.267999887;16.644500732;275.000000;0.000000;nan;1.638046;0.966102
9.483300209;-1.915599942;16.621000290;275.000000;0.000000;nan;1.742696;0.978814
9.535699844;-2.236000061;17.288900375;275.000000;0.000000;nan;1.861837;0.987288
9.661700249;-2.250999928;16.824399948;275.000000;0.000000;nan;1.571070;0.940678
10.254099846;-1.202499986;16.497999191;275.000000;0.000000;nan;1.676561;0.944915
9.782500267;-2.037699938;17.166900635;275.000000;0.000000;nan;1.962502;0.940678
9.789799690;-2.297800064;17.035499573;275.000000;0.000000;nan;1.687506;0.953390
9.860099792;-2.117500067;17.381200790;275.000000;0.000000;nan;2.061443;0.978814
10.165399551;-1.253299952;16.409999847;275.000000;0.000000;nan;1.590382;0.915254
10.205699921;-2.167500019;16.509300232;275.000000;0.000000;nan;1.688841;0.923729
9.465600014;-2.244999886;17.054700851;275.000000;0.000000;nan;1.691133;0.966102
9.470600128;-2.000999928;17.203300476;275.000000;0.000000;nan;1.973774;0.978814
10.225600243;-1.473199964;16.382200241;275.000000;0.000000;nan;1.736842;0.902542
8.952099800;-6.535699844;12.789500237;275.000000;0.000000;nan;1.329478;0.949153
9.356599808;-6.217599869;12.729800224;275.000000;0.000000;nan;1.016383;0.902542
9.701299667;-4.477399826;12.434599876;275.000000;0.000000;nan;0.134459;0.915254
8.421299934;-4.888199806;12.714200020;275.000000;0.000000;nan;0.783531;0.894068
9.146100044;-6.453599930;12.491800308;275.000000;0.000000;nan;1.230819;0.927966
8.974399567;-6.408599854;12.866800308;275.000000;0.000000;nan;1.214613;0.919492
8.378999710;-4.607200146;12.731300354;275.000000;0.000000;nan;0.965776;0.902542
9.286800385;-6.378900051;12.730500221;275.000000;0.000000;nan;1.162978;0.949153
8.335800171;-4.531199932;12.893600464;275.000000;0.000000;nan;1.081165;0.885593
8.844400406;-6.513599873;12.854100227;275.000000;0.000000;nan;1.337139;0.940678
8.785900116;-4.773900032;12.843899727;275.000000;0.000000;nan;0.600215;0.961864
9.552300453;-5.665200233;12.888600349;275.000000;0.000000;nan;0.630813;0.889831
8.590900421;-4.952400208;12.923500061;275.000000;0.000000;nan;0.668086;0.927966
9.303799629;-6.411699772;12.825699806;275.000000;0.000000;nan;1.209715;0.923729
8.448300362;-4.655700207;12.872400284;275.000000;0.000000;nan;0.914998;0.889831
9.363100052;-4.514900208;12.992199898;275.000000;0.000000;nan;0.441383;0.881356
9.409000397;-4.676799774;13.131500244;275.000000;0.000000;nan;0.446780;0.877119
9.522399902;-4.610599995;12.900500298;275.000000;0.000000;nan;0.305710;0.843220
8.192799568;-4.566999912;13.072099686;275.000000;0.000000;nan;1.109029;0.944915
9.038100243;-6.530300140;12.702400208;275.000000;0.000000;nan;1.306640;0.906780
8.472399712;-4.773399830;12.784700394;275.000000;0.000000;nan;0.806793;0.898305
9.203499794;-6.374199867;12.886199951;275.000000;0.000000;nan;1.175364;0.944915
8.889699936;-4.666900158;12.726900101;275.000000;0.000000;nan;0.570588;0.885593
9.435500145;-4.489600182;12.890000343;275.000000;0.000000;nan;0.330651;0.843220
8.219300270;-4.400199890;12.794799805;275.000000;0.000000;nan;0.966528;0.919492
9.544300079;-4.469399929;12.739899635;275.000000;0.000000;nan;0.199196;0.860169
9.016799927;-6.041299820;12.980199814;275.000000;0.000000;nan;0.894340;0.944915
8.673500061;-5.026000023;12.721300125;275.000000;0.000000;nan;0.501254;0.911017
8.214799881;-4.719999790;12.821200371;275.000000;0.000000;nan;1.057135;0.915254
8.574700356;-4.836999893;12.725500107;275.000000;0.000000;nan;0.677990;0.894068
8.673100471;-4.751500130;12.835300446;275.000000;0.000000;nan;0.683621;0.906780
9.648500443;-5.280900002;13.218799591;275.000000;0.000000;nan;0.478186;0.881356
8.295399666;-4.465499878;12.975799561;275.000000;0.000000;nan;1.128307;0.932203
8.209899902;-4.634500027;12.954999924;275.000000;0.000000;nan;1.135486;0.898305
9.398699760;-6.295000076;12.808300018;275.000000;0.000000;nan;1.111086;0.944915
8.428999901;-4.668799877;13.049900055;275.000000;0.000000;nan;0.984107;0.923729
8.846199989;-4.673600197;12.840700150;275.000000;0.000000;nan;0.636033;0.894068
9.145700455;-4.480500221;13.103199959;275.000000;0.000000;nan;0.629517;0.949153
9.594900131;-4.534900188;12.961400032;275.000000;0.000000;nan;0.402653;0.860169
9.023900032;-4.610000134;13.044199944;275.000000;0.000000;nan;0.604288;0.919492
9.260299683;-6.297399998;12.805199623;275.000000;0.000000;nan;1.089135;0.919492
8.979599953;-4.373600006;12.804599762;275.000000;0.000000;nan;0.585777;0.889831
8.403900146;-4.435800076;12.930199623;275.000000;0.000000;nan;1.103383;0.936441
8.446000099;-4.531899929;12.879300117;275.000000;0.000000;nan;0.996055;0.911017
8.304100037;-4.603300095;12.596400261;275.000000;0.000000;nan;0.998325;0.872881
8.710599899;-4.993500233;12.859900475;275.000000;0.000000;nan;0.527654;0.940678
8.800000191;-6.006800175;12.771599770;275.000000;0.000000;nan;0.860800;0.923729
8.203200340;-4.662099838;12.629500389;275.000000;0.000000;nan;1.015596;0.894068
9.367600441;-4.608699799;13.056400299;275.000000;0.000000;nan;0.444719;0.877119
9.186599731;-6.556900024;12.706500053;275.000000;0.000000;nan;1.330208;0.881356
8.977100372;-4.718900204;13.099599838;275.000000;0.000000;nan;0.598582;0.923729
8.794500351;-5.878099918;12.863200188;275.000000;0.000000;nan;0.772433;0.966102
9.144100189;-6.372200012;12.572299957;275.000000;0.000000;nan;1.143411;0.898305
8.463800430;-4.439000130;12.832599640;275.000000;0.000000;nan;1.032022;0.881356
8.591099739;-4.657999992;12.845399857;275.000000;0.000000;nan;0.803368;0.885593
9.026700020;-6.212900162;12.886899948;275.000000;0.000000;nan;1.023603;0.944915
8.963600159;-6.416900158;12.661299706;275.000000;0.000000;nan;1.200580;0.868644
9.158699989;-4.357299805;12.969499588;275.000000;0.000000;nan;0.558277;0.885593
8.838000298;-4.941299915;12.574999809;275.000000;0.000000;nan;0.384224;0.864407
8.852700233;-6.421800137;12.904100418;275.000000;0.000000;nan;1.257491;0.944915
9.601300240;-4.716000080;12.928600311;275.000000;0.000000;nan;0.309167;0.885593
8.895899773;-6.410299778;12.765399933;275.000000;0.000000;nan;1.213571;0.940678
9.470999718;-4.425000191;12.959099770;275.000000;0.000000;nan;0.411170;0.868644
9.251799583;-4.364900112;13.075900078;275.000000;0.000000;nan;0.592246;0.906780
9.395199776;-4.338699818;12.903800011;275.000000;0.000000;nan;0.412422;0.872881
8.342100143;-4.736499786;12.834799767;275.000000;0.000000;nan;0.943926;0.902542
9.572099686;-4.554100037;12.793100357;275.000000;0.000000;nan;0.234166;0.851695
8.083800316;-4.434800148;12.793700218;275.000000;0.000000;nan;0.937509;0.936441
9.470299721;-4.710599899;13.040800095;275.000000;0.000000;nan;0.366802;0.872881
9.529299736;-5.961699963;13.102199554;275.000000;0.000000;nan;0.953045;0.881356
8.865300179;-5.001500130;12.483699799;275.000000;0.000000;nan;0.339952;0.881356
9.463299751;-5.980400085;13.182399750;275.000000;0.000000;nan;0.989016;0.923729
8.829000473;-4.852499962;12.635999680;275.000000;0.000000;nan;0.452052;0.881356
9.156700134;-4.646599770;12.962100029;275.000000;0.000000;nan;0.448563;0.911017
9.618300438;-5.427100182;13.169500351;275.000000;0.000000;nan;0.523826;0.898305
9.342700005;-4.518700123;12.791999817;275.000000;0.000000;nan;0.269175;0.872881
9.400600433;-4.526700020;13.147700310;275.000000;0.000000;nan;0.560054;0.906780
9.062600136;-6.423500061;12.685700417;275.000000;0.000000;nan;1.197596;0.877119
9.470700264;-5.393199921;13.175100327;275.000000;0.000000;nan;0.472452;0.872881
9.563300133;-4.434999943;12.850399971;275.000000;0.000000;nan;0.314396;0.868644
8.399299622;-4.745900154;12.920000076;275.000000;0.000000;nan;0.915726;0.923729
9.057399750;-6.138500214;13.082400322;275.000000;0.000000;nan;1.020634;0.932203
8.208499908;-4.574999809;12.687999725;275.000000;0.000000;nan;0.991014;0.894068
9.589300156;-4.745299816;13.040100098;275.000000;0.000000;nan;0.372351;0.885593
8.926699638;-4.778500080;12.668199539;275.000000;0.000000;nan;0.445248;0.885593
8.967499733;-6.295599937;12.842200279;275.000000;0.000000;nan;1.101240;0.923729
8.443799973;-4.990200043;12.742400169;275.000000;0.000000;nan;0.729121;0.898305
9.230199814;-4.574900150;13.050999641;275.000000;0.000000;nan;0.502759;0.911017
9.315899849;-6.164500237;12.889599800;275.000000;0.000000;nan;0.986985;0.932203
8.383799553;-5.002799988;12.822699547;275.000000;0.000000;nan;0.798007;0.923729
9.726099968;-5.568500042;13.173800468;275.000000;0.000000;nan;0.674261;0.894068
9.523099899;-4.684899807;13.192700386;275.000000;0.000000;nan;0.492402;0.927966
9.593700409;-4.430900097;13.033499718;275.000000;0.000000;nan;0.490103;0.915254
9.578700066;-5.337299824;13.114299774;275.000000;0.000000;nan;0.412372;0.855932
8.584699631;-5.062900066;12.937899590;275.000000;0.000000;nan;0.644443;0.923729
9.614500046;-5.720900059;12.809499741;275.000000;0.000000;nan;0.699220;0.902542
9.778200150;-4.402100086;11.974399567;275.000000;0.000000;nan;0.213284;0.898305
8.945199966;-4.670400143;12.632800102;275.000000;0.000000;nan;0.486813;0.881356
9.055600166;-6.472099781;12.788299561;275.000000;0.000000;nan;1.255695;0.902542
9.448699951;-4.422699928;13.090000153;275.000000;0.000000;nan;0.537891;0.877119
9.541999817;-4.975800037;13.280200005;275.000000;0.000000;nan;0.439742;0.927966
6.296299934;2.749799967;15.037699699;275.000000;0.000000;nan;1.585402;0.902542
6.108099937;2.851099968;14.784700394;275.000000;0.000000;nan;1.366785;0.894068
5.583899975;3.583499908;14.110099792;275.000000;0.000000;nan;1.209560;0.868644
5.311600208;2.453200102;13.818699837;275.000000;0.000000;nan;0.529811;0.860169
5.848899841;3.794399977;13.802399635;275.000000;0.000000;nan;0.957843;0.894068
6.600699902;2.546799898;15.095100403;275.000000;0.000000;nan;1.683308;0.919492
5.748400211;3.049099922;14.302300453;275.000000;0.000000;nan;1.116215;0.894068
5.160799980;3.013400078;14.711000443;275.000000;0.000000;nan;1.580712;0.902542
5.231299877;3.348599911;13.819499969;275.000000;0.000000;nan;1.263578;0.906780
5.803199768;3.839499950;13.962100029;275.000000;0.000000;nan;1.077378;0.919492
6.148499966;2.449399948;14.882499695;275.000000;0.000000;nan;1.575201;0.898305
6.228600025;2.382400036;15.101099968;275.000000;0.000000;nan;1.748539;0.974576
5.310900211;3.409899950;14.592100143;275.000000;0.000000;nan;1.653937;0.898305
5.779699802;2.875000000;14.233400345;275.000000;0.000000;nan;1.074406;0.881356
6.961500168;3.929300070;13.676899910;275.000000;0.000000;nan;0.708689;0.872881
5.135099888;2.883399963;14.647199631;275.000000;0.000000;nan;1.469397;0.915254
6.109600067;2.359400034;14.734499931;275.000000;0.000000;nan;1.431077;0.851695
6.440499783;2.601700068;15.058500290;275.000000;0.000000;nan;1.632131;0.953390
5.846899986;3.469899893;14.933099747;275.000000;0.000000;nan;1.609671;0.898305
5.269899845;3.371000051;14.720899582;275.000000;0.000000;nan;1.763807;0.915254
5.935299873;2.822700024;14.663999557;275.000000;0.000000;nan;1.331474;0.860169
5.998300076;2.853300095;14.887900352;275.000000;0.000000;nan;1.498476;0.906780
6.451099873;3.460700035;13.735199928;275.000000;0.000000;nan;0.330318;0.894068
6.870600224;3.541100025;13.954099655;275.000000;0.000000;nan;0.566136;0.898305
5.666399956;3.633100033;13.535699844;275.000000;0.000000;nan;1.005043;0.855932
5.647200108;3.727200031;14.919300079;275.000000;0.000000;nan;1.762726;0.953390
5.623199940;3.293400049;13.788399696;275.000000;0.000000;nan;0.967704;0.855932
5.834499836;3.597599983;14.995599747;275.000000;0.000000;nan;1.700277;0.961864
7.234799862;3.120599985;13.674200058;275.000000;0.000000;nan;0.607152;0.817797
6.538000107;3.802200079;13.811200142;275.000000;0.000000;nan;0.582841;0.843220
5.266900063;2.661099911;14.747900009;275.000000;0.000000;nan;1.439248;0.932203
6.182300091;3.000600100;14.919699669;275.000000;0.000000;nan;1.451612;0.902542
5.982800007;3.075500011;13.838600159;275.000000;0.000000;nan;0.644211;0.881356
5.318600178;2.525899887;14.158599854;275.000000;0.000000;nan;0.844391;0.860169
5.570700169;3.553800106;13.659700394;275.000000;0.000000;nan;1.064446;0.898305
7.341599941;3.429399967;13.983900070;275.000000;0.000000;nan;0.852787;0.885593
5.418099880;2.390300035;14.275400162;275.000000;0.000000;nan;0.889746;0.864407
6.385900021;2.516700029;14.740699768;275.000000;0.000000;nan;1.377648;0.898305
7.346899986;3.685100079;14.081999779;275.000000;0.000000;nan;0.983032;0.889831
5.239699841;2.662400007;14.628100395;275.000000;0.000000;nan;1.335464;0.894068
6.905499935;3.275599957;14.068400383;275.000000;0.000000;nan;0.640368;0.838983
5.811399937;2.757999897;14.705300331;275.000000;0.000000;nan;1.437236;0.872881
5.642600060;3.022000074;14.285799980;275.000000;0.000000;nan;1.184996;0.847458
5.269000053;2.465500116;14.320199966;275.000000;0.000000;nan;0.982813;0.868644
6.568099976;3.672800064;13.955200195;275.000000;0.000000;nan;0.585501;0.855932
6.157800198;2.646199942;14.853599548;275.000000;0.000000;nan;1.471428;0.872881
5.481500149;2.745399952;14.242899895;275.000000;0.000000;nan;1.000331;0.877119
5.542600155;2.953799963;14.144900322;275.000000;0.000000;nan;1.058767;0.894068
6.209499836;3.954900026;14.235600471;275.000000;0.000000;nan;1.061587;0.902542
6.424200058;2.480400085;15.027600288;275.000000;0.000000;nan;1.648382;0.898305
5.953999996;3.519700050;15.038100243;275.000000;0.000000;nan;1.672757;0.957627
5.747700214;2.389100075;14.527899742;275.000000;0.000000;nan;1.147581;0.877119
5.697400093;3.158299923;14.433899879;275.000000;0.000000;nan;1.243338;0.822034
5.586500168;3.147099972;14.085200310;275.000000;0.000000;nan;1.108148;0.838983
5.364999771;3.662199974;14.149600029;275.000000;0.000000;nan;1.433244;0.923729
6.230400085;2.963200092;14.821299553;275.000000;0.000000;nan;1.349307;0.889831
6.835700035;3.863800049;13.688699722;275.000000;0.000000;nan;0.610452;0.894068
6.537700176;2.704799891;15.048399925;275.000000;0.000000;nan;1.588672;0.936441
5.263199806;2.532599926;14.029000282;275.000000;0.000000;nan;0.753047;0.860169
5.612100124;3.515199900;13.576600075;275.000000;0.000000;nan;1.003614;0.855932
5.641399860;3.649600029;13.635100365;275.000000;0.000000;nan;1.041291;0.911017
6.083499908;2.619499922;15.140099525;275.000000;0.000000;nan;1.760930;0.936441
5.257199764;3.081099987;14.803099632;275.000000;0.000000;nan;1.673698;0.927966
6.570000172;3.605000019;14.226699829;275.000000;0.000000;nan;0.792355;0.877119
6.422500134;2.716799974;15.043899536;275.000000;0.000000;nan;1.585412;0.927966
5.412700176;3.607100010;14.074099541;275.000000;0.000000;nan;1.341584;0.902542
6.978300095;3.649800062;14.105899811;275.000000;0.000000;nan;0.777725;0.894068
6.349899769;2.839200020;15.141900063;275.000000;0.000000;nan;1.660387;0.974576
5.694600105;3.016700029;14.187199593;275.000000;0.000000;nan;1.083248;0.843220
5.378600121;3.609400034;13.898099899;275.000000;0.000000;nan;1.309803;0.902542
6.281700134;3.078200102;14.918100357;275.000000;0.000000;nan;1.423684;0.927966
6.539000034;2.347800016;14.884099960;275.000000;0.000000;nan;1.561380;0.898305
5.659200191;3.005000114;14.826999664;275.000000;0.000000;nan;1.581687;0.932203
5.646299839;2.949300051;14.624799728;275.000000;0.000000;nan;1.433206;0.885593
5.908599854;3.381099939;14.064800262;275.000000;0.000000;nan;0.869491;0.872881
6.796199799;3.280200005;14.028599739;275.000000;0.000000;nan;0.568920;0.885593
6.673399925;3.892699957;14.134099960;275.000000;0.000000;nan;0.862128;0.927966
6.087800026;2.395200014;14.998000145;275.000000;0.000000;nan;1.676275;0.919492
5.438000202;3.319200039;14.259300232;275.000000;0.000000;nan;1.339509;0.847458
6.477900028;2.540299892;14.957200050;275.000000;0.000000;nan;1.557390;0.919492
5.854400158;3.527400017;13.753000259;275.000000;0.000000;nan;0.823193;0.885593
5.565400124;3.701299906;13.767800331;275.000000;0.000000;nan;1.153618;0.898305
5.987400055;2.536600113;14.759499550;275.000000;0.000000;nan;1.458322;0.877119
7.217599869;3.292599916;13.871600151;275.000000;0.000000;nan;0.676658;0.838983
7.041399956;3.419800043;14.025199890;275.000000;0.000000;nan;0.673162;0.851695
5.420199871;3.052599907;14.794500351;275.000000;0.000000;nan;1.632855;0.911017
