//X;Y;Z;R;G;B;Illuminance (PCV);Nx;Ny;Nz
-30.233541489;22.541023254;7.753899574;255;255;255;1;0.000000;0.000000;0.000000
-27.498191833;21.366989136;14.917134285;255;255;255;1;0.000000;0.000000;0.000000
-31.513080597;23.738914490;13.894625664;255;255;255;1;0.707106;0.707106;0.001384
-34.583477020;20.228809357;15.792518616;255;255;255;1;0.707106;0.707106;0.001384
-38.716312408;16.996818542;10.838418007;255;255;255;1;0.000978;0.999999;0.000978
-33.295833588;22.647390366;15.861798286;255;255;255;1;0.000000;0.000000;0.000000
-26.895185471;19.242559433;12.428872108;255;255;255;1;0.000000;0.000000;0.000000
-30.612041473;14.437083244;11.135162354;255;255;255;1;0.000000;0.000000;0.000000
-33.278114319;20.700778961;7.163582802;255;255;255;1;0.000978;0.999999;0.000978
-29.551342010;19.905242920;7.199999332;255;255;255;1;0.000000;0.000000;0.000000
-34.035793304;19.109054565;12.206665039;255;255;255;1;0.000000;0.000000;0.000000
-28.989675522;23.336269379;8.297125816;255;255;255;1;0.000000;0.000000;0.000000
-27.503896713;21.147775650;9.897192001;255;255;255;1;0.707106;0.707106;0.001384
-29.883249283;24.801786423;10.464167595;255;255;255;1;0.000978;0.999999;0.000978
-27.921216965;21.016838074;9.892479897;255;255;255;1;0.707106;0.707106;0.001384
-33.000080109;14.945014000;11.549056053;255;255;255;1;0.000978;0.999999;0.000978
-35.776988983;19.458829880;11.779614449;255;255;255;1;0.000000;0.000000;0.000000
-27.404029846;17.779878616;9.535301208;255;255;255;1;0.000000;0.000000;0.000000
-32.725959778;15.171700478;9.389252663;255;255;255;1;0.000978;0.999999;0.000978
-35.183990479;16.005739212;12.851445198;255;255;255;1;0.000978;0.999999;0.000978
-28.810924530;18.958209991;15.171920776;255;255;255;1;0.000000;0.000000;0.000000
-36.900661469;19.773899078;14.234836578;255;255;255;1;0.000978;0.999999;0.000978
-26.819456100;18.354854584;9.626114845;255;255;255;1;0.000000;0.000000;0.000000
-34.994823456;18.569627762;10.109630585;255;255;255;1;0.000978;0.999999;0.000978
-37.625038147;18.243804932;9.763350487;255;255;255;1;0.000000;0.000000;0.000000
-36.461528778;18.853364944;12.877946854;255;255;255;1;0.000978;0.999999;0.000978
-28.580030441;20.167278290;15.701251984;255;255;255;1;0.000000;0.000000;0.000000
-27.628250122;18.346315384;9.412301064;255;255;255;1;0.000000;0.000000;0.000000
-32.748439789;22.397176743;11.922206879;255;255;255;1;0.000000;0.000000;0.000000
-27.564521790;16.841409683;11.096845627;255;255;255;1;0.000000;0.000000;0.000000
-30.179641724;16.172113419;16.840442657;255;255;255;1;0.999999;0.000978;0.000978
-30.160484314;23.720104218;9.628419876;255;255;255;1;0.000000;0.000000;0.000000
-25.555698395;20.895938873;15.762034416;255;255;255;1;0.000000;0.000000;0.000000
-31.693969727;22.752635956;12.687152863;255;255;255;1;0.000000;0.000000;0.000000
-33.561119080;19.990829468;16.545314789;255;255;255;1;0.000000;0.000000;0.000000
-27.399860382;17.845378876;14.796922684;255;255;255;1;0.999999;0.000978;0.000978
-27.656494141;20.328622818;9.065024376;255;255;255;1;0.000000;0.000000;0.000000
-25.579917908;21.049264908;14.774877548;255;255;255;1;0.999999;0.000978;0.000978
-29.780832291;22.363056183;16.109491348;255;255;255;1;0.000978;0.999999;0.000978
-34.202373505;18.884061813;10.006399155;255;255;255;1;0.000000;0.000000;0.000000
-27.010622025;15.274321556;9.376187325;255;255;255;1;0.000978;0.999999;0.000978
-34.305686951;20.280097961;15.748434067;255;255;255;1;0.999999;0.000978;0.000978
-35.281093597;15.244869232;11.787443161;255;255;255;1;0.000978;0.999999;0.000978
-30.838268280;18.013896942;8.274553299;255;255;255;1;0.000978;0.999999;0.000978
-34.621417999;15.026643753;10.781269073;255;255;255;1;0.000978;0.999999;0.000978
-31.102346420;21.466083527;8.715086937;255;255;255;1;0.000000;0.000000;0.000000
-23.183975220;17.946998596;14.763181686;255;255;255;1;0.999999;0.000978;0.000978
-30.588827133;23.562910080;10.901671410;255;255;255;1;0.000978;0.999999;0.000978
-29.534414291;13.514934540;8.085103989;255;255;255;1;0.000978;0.999999;0.000978
-28.454942703;23.194286346;8.623415947;255;255;255;1;0.000978;0.999999;0.000978
-25.624403000;18.217235565;14.204358101;255;255;255;1;0.000000;0.000000;0.000000
-35.702655792;14.836522102;11.813602448;255;255;255;1;0.000978;0.999999;0.000978
-27.339519501;18.119596481;9.573724747;255;255;255;1;0.000000;0.000000;0.000000
-31.207202911;18.471120834;7.532887459;255;255;255;1;0.000000;0.000000;0.000000
-30.584526062;22.727159500;8.565199852;255;255;255;1;0.000000;0.000000;0.000000
-35.953456879;14.270734787;7.798591614;255;255;255;1;0.000978;0.999999;0.000978
-27.792190552;21.199602127;9.466954231;255;255;255;1;0.000000;0.000000;0.000000
-30.987413406;23.915092468;9.146741867;255;255;255;1;0.000000;0.000000;0.000000
-27.260547638;23.262706757;11.154369354;255;255;255;1;0.000978;0.999999;0.000978
-26.153125763;22.255615234;15.587206841;255;255;255;1;0.000000;0.000000;0.000000
-34.790863037;20.433597565;13.367014885;255;255;255;1;0.000000;0.000000;0.000000
-27.770242691;21.625947952;9.670902252;255;255;255;1;0.000000;0.000000;0.000000
-31.275695801;22.503744125;12.105429649;255;255;255;1;0.000000;0.000000;0.000000
-35.420799255;16.320203781;13.573329926;255;255;255;1;0.000978;0.999999;0.000978
-29.795642853;13.725101471;9.529781342;255;255;255;1;0.000978;0.999999;0.000978
-26.573360443;16.260147095;11.011287689;255;255;255;1;0.000000;0.000000;0.000000
-26.406791687;21.565814972;15.553276062;255;255;255;1;0.000000;0.000000;0.000000
-25.643821716;18.997055054;12.880051613;255;255;255;1;0.000000;0.000000;0.000000
-34.578956604;15.294287682;9.227810860;255;255;255;1;0.000978;0.999999;0.000978
-24.560148239;18.320537567;13.295272827;255;255;255;1;0.000000;0.000000;0.000000
-28.799350739;18.159292221;12.607934952;255;255;255;1;0.999999;0.000978;0.000978
-27.792247772;18.503292084;17.399211884;255;255;255;1;0.999999;0.000978;0.000978
-29.885276794;15.370088577;13.591060638;255;255;255;1;0.000978;0.999999;0.000978
-29.427566528;15.720201492;14.515759468;255;255;255;1;0.000000;0.000000;0.000000
-38.158096313;15.805324554;12.240535736;255;255;255;1;0.000978;0.999999;0.000978
-29.023773193;19.549943924;16.556211472;255;255;255;1;0.000000;0.000000;0.000000
-24.080589294;17.198034286;13.391005516;255;255;255;1;0.000000;0.000000;0.000000
-36.208637238;19.211498260;12.497930527;255;255;255;1;0.000000;0.000000;0.000000
-30.121427536;19.732685089;16.156681061;255;255;255;1;0.999999;0.000978;0.000978
-28.721044540;23.911756516;9.085282326;255;255;255;1;0.000978;0.999999;0.000978
-40.649642944;18.436084747;10.436439514;255;255;255;1;0.000978;0.999999;0.000978
-27.633213043;18.373939514;9.511323929;255;255;255;1;0.000000;0.000000;0.000000
-31.337284088;20.510793686;16.983402252;255;255;255;1;0.999999;0.000978;0.000978
-35.467575073;16.535913467;9.970033646;255;255;255;1;0.000000;0.000000;0.000000
-35.790573120;16.358589172;13.208820343;255;255;255;1;0.000978;0.999999;0.000978
-34.499809265;19.749750137;12.986122131;255;255;255;1;0.000000;0.000000;0.000000
-26.797800064;18.477706909;12.712448120;255;255;255;1;0.000000;0.000000;0.000000
-29.658454895;15.479473114;15.889547348;255;255;255;1;0.000000;0.000000;0.000000
-28.134126663;20.270706177;9.307929039;255;255;255;1;0.000000;0.000000;0.000000
-35.462638855;20.016420364;9.669227600;255;255;255;1;0.000978;0.999999;0.000978
-35.945381165;21.391605377;13.530431747;255;255;255;1;0.000978;0.999999;0.000978
-30.247941971;22.315685272;15.114136696;255;255;255;1;0.999999;0.000978;0.000978
-29.870588303;21.161026001;15.235320091;255;255;255;1;0.999999;0.000978;0.000978
-31.241207123;20.923751831;8.549133301;255;255;255;1;0.000000;0.000000;0.000000
-31.196557999;24.015674591;12.884830475;255;255;255;1;0.000000;0.000000;0.000000
-27.559455872;20.255460739;16.881801605;255;255;255;1;0.000000;0.000000;0.000000
-32.192291260;21.090068817;11.408343315;255;255;255;1;0.999999;0.000978;0.000978
-29.950586319;23.246124268;8.707456589;255;255;255;1;0.000000;0.000000;0.000000
-28.987733841;18.261039734;12.056273460;255;255;255;1;0.000000;0.000000;0.000000
-26.299104691;15.637335777;10.859698296;255;255;255;1;0.000000;0.000000;0.000000
-28.680534363;19.556304932;15.832673073;255;255;255;1;0.000000;0.000000;0.000000
-38.632846832;18.427949905;9.971177101;255;255;255;1;0.000000;0.000000;0.000000
-31.091157913;21.073806763;8.773428917;255;255;255;1;0.000000;0.000000;0.000000
-31.526021957;21.073051453;8.068749428;255;255;255;1;0.000000;0.000000;0.000000
-28.361396790;16.184417725;9.656330109;255;255;255;1;0.000978;0.999999;0.000978
-30.834020615;23.649906158;8.691892624;255;255;255;1;0.000000;0.000000;0.000000
-32.149364471;22.052947998;11.838046074;255;255;255;1;0.000000;0.000000;0.000000
-30.783561707;14.493065834;9.820531845;255;255;255;1;0.000000;0.000000;0.000000
-29.898719788;16.016231537;16.382587433;255;255;255;1;0.999999;0.000978;0.000978
-28.068349838;21.756217957;9.736685753;255;255;255;1;0.000000;0.000000;0.000000
-39.329006195;18.963012695;10.667108536;255;255;255;1;0.000978;0.999999;0.000978
-33.490276337;22.368854523;16.904977798;255;255;255;1;0.999999;0.000978;0.000978
-33.703182220;22.799077988;17.146583557;255;255;255;1;0.707106;0.707106;0.001384
-23.536991119;17.882846832;13.951425552;255;255;255;1;0.000000;0.000000;0.000000
-34.659675598;19.476379395;13.362526894;255;255;255;1;0.000000;0.000000;0.000000
-35.054866791;17.422512054;8.741106987;255;255;255;1;0.000000;0.000000;0.000000
-33.110603333;22.444814682;16.183427811;255;255;255;1;0.000000;0.000000;0.000000
-37.037418365;16.952056885;10.453408241;255;255;255;1;0.000978;0.999999;0.000978
-38.235584259;20.297199249;13.451673508;255;255;255;1;0.000978;0.999999;0.000978
-29.144315720;18.305210114;18.013269424;255;255;255;1;0.894688;0.446689;0.001310
-29.674827576;19.315185547;17.828414917;255;255;255;1;0.894688;0.446689;0.001310
-36.622447968;20.364244461;14.010333061;255;255;255;1;0.000978;0.999999;0.000978
-27.751543045;19.145435333;8.853137970;255;255;255;1;0.000000;0.000000;0.000000
-33.301322937;17.988033295;7.026405334;255;255;255;1;0.000978;0.999999;0.000978
-33.266212463;15.683923721;9.690294266;255;255;255;1;0.000000;0.000000;0.000000
-26.454416275;18.033626556;14.481083870;255;255;255;1;0.000000;0.000000;0.000000
-30.847890854;21.686611176;11.797545433;255;255;255;1;0.999999;0.000978;0.000978
-28.424238205;15.122039795;15.969512939;255;255;255;1;0.000000;0.000000;0.000000
-31.059377670;23.954021454;9.820310593;255;255;255;1;0.999999;0.000978;0.000978
-31.919319153;20.752885818;9.568944931;255;255;255;1;0.000000;0.000000;0.000000
-31.225631714;20.050621033;9.254087448;255;255;255;1;0.000000;0.000000;0.000000
-22.763200760;17.419401169;13.671000481;255;255;255;1;0.000000;0.000000;0.000000
-30.491308212;22.737304688;8.512054443;255;255;255;1;0.000000;0.000000;0.000000
-30.360027313;21.031705856;8.453995705;255;255;255;1;0.000000;0.000000;0.000000
-31.557115555;24.170562744;9.849920273;255;255;255;1;0.707106;0.707106;0.001384
-33.162429810;21.788488388;15.375988007;255;255;255;1;0.999999;0.000978;0.000978
-26.653453827;15.938724518;9.678901672;255;255;255;1;0.000000;0.000000;0.000000
-33.191104889;19.467006683;15.580128670;255;255;255;1;0.999999;0.000978;0.000978
-31.039903641;19.509790421;9.039110184;255;255;255;1;0.000000;0.000000;0.000000
-38.346988678;18.383663177;9.853553772;255;255;255;1;0.000000;0.000000;0.000000
-24.026397705;16.934902191;14.731936455;255;255;255;1;0.999999;0.000978;0.000978
-29.671319962;21.019969940;14.802858353;255;255;255;1;0.000000;0.000000;0.000000
-33.382091522;22.306659698;16.910018921;255;255;255;1;0.999999;0.000978;0.000978
-32.702358246;22.553588867;15.278849602;255;255;255;1;0.999999;0.000978;0.000978
-27.216884613;18.970294952;12.703433037;255;255;255;1;0.000000;0.000000;0.000000
-35.258071899;19.036026001;12.282012939;255;255;255;1;0.000000;0.000000;0.000000
-31.049848557;20.860977173;7.434904575;255;255;255;1;0.000000;0.000000;0.000000
-22.338302612;17.877719879;14.103062630;255;255;255;1;0.707106;0.707106;0.001384
-30.227384567;20.311780930;7.301876545;255;255;255;1;0.000000;0.000000;0.000000
-32.437999725;20.738445282;8.737984657;255;255;255;1;0.000000;0.000000;0.000000
-31.351222992;22.235891342;12.388953209;255;255;255;1;0.000000;0.000000;0.000000
-26.111064911;18.706893921;13.885431290;255;255;255;1;0.999999;0.000978;0.000978
-37.117588043;19.965681076;15.203001022;255;255;255;1;0.000978;0.999999;0.000978
-28.995225906;15.785243034;16.888715744;255;255;255;1;0.999999;0.000978;0.000978
-31.166631699;24.685110092;12.334411621;255;255;255;1;0.000978;0.999999;0.000978
-33.754573822;18.785076141;10.239525795;255;255;255;1;0.000000;0.000000;0.000000
-31.323255539;14.408172607;10.050292015;255;255;255;1;0.000000;0.000000;0.000000
-31.153604507;23.813358307;13.728087425;255;255;255;1;0.999999;0.000978;0.000978
-30.732372284;20.576885223;15.943091393;255;255;255;1;0.000000;0.000000;0.000000
-33.084255219;20.382623672;13.047412872;255;255;255;1;0.999999;0.000978;0.000978
-31.200998306;24.222890854;9.042050362;255;255;255;1;0.000000;0.000000;0.000000
-28.382057190;17.835765839;18.270187378;255;255;255;1;0.999999;0.000978;0.000978
-32.985877991;21.485670090;14.358258247;255;255;255;1;0.000000;0.000000;0.000000
-26.702997208;18.953611374;9.524251938;255;255;255;1;0.000000;0.000000;0.000000
-27.857175827;16.011079788;9.309326172;255;255;255;1;0.000000;0.000000;0.000000
-26.710578918;16.189180374;9.753471375;255;255;255;1;0.000978;0.999999;0.000978
-33.010486603;16.747587204;6.483853340;255;255;255;1;0.000978;0.999999;0.000978
-31.260946274;23.679866791;9.516777992;255;255;255;1;0.000000;0.000000;0.000000
-26.848503113;23.336635590;10.949041367;255;255;255;1;0.000978;0.999999;0.000978
-31.125932693;19.382371902;6.708070755;255;255;255;1;0.000000;0.000000;0.000000
-35.935638428;18.880830765;12.566698074;255;255;255;1;0.000000;0.000000;0.000000
-34.587326050;20.457880020;13.989401817;255;255;255;1;0.999999;0.000978;0.000978
-29.366237640;20.647842407;14.806946754;255;255;255;1;0.000000;0.000000;0.000000
-29.668653488;20.501714706;6.381175518;255;255;255;1;0.000000;0.000000;0.000000
-38.249328613;19.858016968;13.407739639;255;255;255;1;0.000978;0.999999;0.000978
-28.013736725;20.347002029;17.605588913;255;255;255;1;0.707106;0.707106;0.001384
-30.991275787;23.663417816;11.582904816;255;255;255;1;0.000000;0.000000;0.000000
-22.911167145;17.180143356;14.235065460;255;255;255;1;0.999999;0.000978;0.000978
-27.188659668;18.607898712;12.033563614;255;255;255;1;0.000000;0.000000;0.000000
-32.952369690;19.398302078;16.505975723;255;255;255;1;0.999999;0.000978;0.000978
-26.911695480;18.199113846;13.237176895;255;255;255;1;0.000000;0.000000;0.000000
-26.043395996;22.428989410;16.179626465;255;255;255;1;0.000000;0.000000;0.000000
-35.314750671;20.380107880;15.491427422;255;255;255;1;0.707106;0.707106;0.001384
-30.486024857;14.582489014;10.009055138;255;255;255;1;0.000000;0.000000;0.000000
-32.089023590;24.928846359;14.056066513;255;255;255;1;0.000000;0.000000;0.000000
-32.849617004;15.315037727;10.828270912;255;255;255;1;0.000000;0.000000;0.000000
-30.884517670;15.046889305;7.882226944;255;255;255;1;0.000978;0.999999;0.000978
-35.852832794;16.288721085;11.992079735;255;255;255;1;0.000978;0.999999;0.000978
-27.434186935;20.164247513;10.208700180;255;255;255;1;0.000978;0.999999;0.000978
-35.071277618;15.959710121;14.391002655;255;255;255;1;0.000978;0.999999;0.000978
-28.457622528;22.303346634;8.705234528;255;255;255;1;0.000978;0.999999;0.000978
-35.357757568;14.692224503;12.059030533;255;255;255;1;0.000978;0.999999;0.000978
-31.308053970;24.183906555;9.795312881;255;255;255;1;0.999999;0.000978;0.000978
-30.945144653;20.853134155;9.829205513;255;255;255;1;0.999999;0.000978;0.000978
-32.443473816;22.198188782;11.950447083;255;255;255;1;0.000000;0.000000;0.000000
-34.832714081;18.179941177;10.130562782;255;255;255;1;0.000978;0.999999;0.000978
-35.041690826;20.370780945;13.212016106;255;255;255;1;0.000000;0.000000;0.000000
-27.779106140;20.681650162;9.616775513;255;255;255;1;0.000000;0.000000;0.000000
-32.081558228;20.622158051;10.522497177;255;255;255;1;0.000000;0.000000;0.000000
-31.131820679;23.382745743;11.381292343;255;255;255;1;0.000000;0.000000;0.000000
-27.507875443;21.462125778;10.026204109;255;255;255;1;0.707106;0.707106;0.001384
-37.387035370;19.386827469;12.552628517;255;255;255;1;0.000978;0.999999;0.000978
-32.314846039;19.062458038;15.431097984;255;255;255;1;0.000000;0.000000;0.000000
-28.704923630;23.112447739;8.524309158;255;255;255;1;0.000978;0.999999;0.000978
-34.483970642;19.634706497;14.534031868;255;255;255;1;0.999999;0.000978;0.000978
-37.713279724;19.248743057;15.204046249;255;255;255;1;0.707106;0.707106;0.001384
-30.797023773;22.601425171;9.539540291;255;255;255;1;0.999999;0.000978;0.000978
-33.395706177;21.467294693;14.528923988;255;255;255;1;0.000000;0.000000;0.000000
-37.855312347;16.215900421;11.224848747;255;255;255;1;0.000978;0.999999;0.000978
-29.862627029;19.035558701;8.527641296;255;255;255;1;0.000978;0.999999;0.000978
-36.659267426;18.224323273;11.427103043;255;255;255;1;0.000978;0.999999;0.000978
-37.138828278;18.338336945;10.134756088;255;255;255;1;0.999999;0.000978;0.000978
-33.995208740;19.297042847;13.137305260;255;255;255;1;0.000000;0.000000;0.000000
-29.681058884;19.530364990;17.557041168;255;255;255;1;0.999999;0.000978;0.000978
-35.312705994;16.505842209;12.360449791;255;255;255;1;0.000978;0.999999;0.000978
-29.406671524;14.163751602;8.683552742;255;255;255;1;0.000978;0.999999;0.000978
-33.745258331;20.293111801;16.827947617;255;255;255;1;0.000000;0.000000;0.000000
-26.951789856;16.216238022;9.988389969;255;255;255;1;0.000000;0.000000;0.000000
-36.523994446;19.733753204;12.988970757;255;255;255;1;0.000000;0.000000;0.000000
-33.416854858;23.217561722;13.218740463;255;255;255;1;0.000978;0.999999;0.000978
-29.451210022;16.000507355;17.423265457;255;255;255;1;0.999999;0.000978;0.000978
-23.871032715;17.485797882;14.173392296;255;255;255;1;0.000000;0.000000;0.000000
-29.708213806;15.504035950;16.265712738;255;255;255;1;0.000000;0.000000;0.000000
-30.035079956;14.165875435;10.924158096;255;255;255;1;0.000978;0.999999;0.000978
-38.048759460;18.848838806;10.996689796;255;255;255;1;0.707106;0.707106;0.001384
-34.948688507;18.013622284;9.637676239;255;255;255;1;0.000978;0.999999;0.000978
-31.886917114;23.989606857;12.694429398;255;255;255;1;0.000000;0.000000;0.000000
-26.596326828;22.291296005;11.676724434;255;255;255;1;0.707106;0.707106;0.001384
-30.358493805;19.858131409;17.085176468;255;255;255;1;0.999999;0.000978;0.000978
-30.053426743;14.802799225;11.323945999;255;255;255;1;0.000000;0.000000;0.000000
-33.172573090;20.184677124;12.971086502;255;255;255;1;0.999999;0.000978;0.000978
-29.748085022;23.946895599;9.583785057;255;255;255;1;0.000000;0.000000;0.000000
-33.184925079;15.079094887;10.431117058;255;255;255;1;0.000978;0.999999;0.000978
-29.066650391;24.049365997;10.947184563;255;255;255;1;0.707106;0.707106;0.001384
-31.406713486;13.740744591;10.283958435;255;255;255;1;0.000978;0.999999;0.000978
-27.289451599;18.370473862;12.405527115;255;255;255;1;0.000000;0.000000;0.000000
-34.699630737;19.980739594;16.115526199;255;255;255;1;0.999999;0.000978;0.000978
-28.642812729;16.622428894;15.603784561;255;255;255;1;0.000000;0.000000;0.000000
-29.041694641;15.258100510;16.705165863;255;255;255;1;0.000978;0.999999;0.000978
-29.157518387;23.827859879;10.768909454;255;255;255;1;0.999999;0.000978;0.000978
-25.464735031;21.085893631;15.469133377;255;255;255;1;0.000000;0.000000;0.000000
-32.960456848;15.199308395;12.511208534;255;255;255;1;0.000978;0.999999;0.000978
-27.714721680;21.030668259;9.138354301;255;255;255;1;0.000000;0.000000;0.000000
-31.365589142;23.880207062;11.062994003;255;255;255;1;0.000000;0.000000;0.000000
-28.608259201;16.230215073;15.668522835;255;255;255;1;0.999999;0.000978;0.000978
-27.992424011;15.836225510;10.336569786;255;255;255;1;0.000000;0.000000;0.000000
-31.867126465;16.343410492;6.890307903;255;255;255;1;0.000978;0.999999;0.000978
-28.580650330;16.354049683;15.938735962;255;255;255;1;0.000000;0.000000;0.000000
-32.736011505;20.839185715;12.965632439;255;255;255;1;0.000000;0.000000;0.000000
-34.240230560;16.088237762;11.674816132;255;255;255;1;0.000978;0.999999;0.000978
-22.625320435;18.072975159;14.679200172;255;255;255;1;0.999999;0.000978;0.000978
-27.806518555;21.374576569;14.848981857;255;255;255;1;0.000000;0.000000;0.000000
-33.944572449;18.022916794;8.696977615;255;255;255;1;0.000000;0.000000;0.000000
-36.609260559;16.338848114;10.480360031;255;255;255;1;0.000978;0.999999;0.000978
-29.787109375;23.069087982;16.764102936;255;255;255;1;0.000978;0.999999;0.000978
-30.677566528;22.978759766;8.249900818;255;255;255;1;0.000000;0.000000;0.000000
-26.581459045;22.826118469;10.157226563;255;255;255;1;0.000978;0.999999;0.000978
-27.680704117;20.882118225;9.058726311;255;255;255;1;0.000000;0.000000;0.000000
-30.219915390;14.825723648;9.545112610;255;255;255;1;0.000000;0.000000;0.000000
-29.893535614;15.586661339;14.709194183;255;255;255;1;0.999999;0.000978;0.000978
-27.967954636;19.515750885;9.786698341;255;255;255;1;0.000000;0.000000;0.000000
-34.097507477;19.162523270;13.437916756;255;255;255;1;0.000000;0.000000;0.000000
-35.863121033;18.610153198;12.632606506;255;255;255;1;0.000978;0.999999;0.000978
-27.752830505;20.942937851;17.479692459;255;255;255;1;0.707106;0.707106;0.001384
-34.366962433;18.769653320;13.734034538;255;255;255;1;0.000000;0.000000;0.000000
-32.107460022;22.222629547;11.990006447;255;255;255;1;0.000000;0.000000;0.000000
-31.343013763;14.300457001;11.363675117;255;255;255;1;0.707106;0.707106;0.001384
-30.764884949;23.970104218;9.484149933;255;255;255;1;0.000000;0.000000;0.000000
-29.163894653;15.364253044;16.499742508;255;255;255;1;0.000000;0.000000;0.000000
-29.091659546;20.126834869;6.861261845;255;255;255;1;0.000000;0.000000;0.000000
-35.591056824;14.556331635;9.755936623;255;255;255;1;0.000978;0.999999;0.000978
-31.643980026;23.590328217;9.621346474;255;255;255;1;0.999999;0.000978;0.000978
-30.451042175;20.066070557;6.571928501;255;255;255;1;0.000000;0.000000;0.000000
-29.302656174;18.313476563;11.706854820;255;255;255;1;0.000000;0.000000;0.000000
-32.054161072;23.482028961;13.707068443;255;255;255;1;0.000000;0.000000;0.000000
-36.838737488;19.915946960;13.981081963;255;255;255;1;0.000978;0.999999;0.000978
-29.376241684;20.493570328;15.006539345;255;255;255;1;0.999999;0.000978;0.000978
-28.209640503;20.409040451;14.296884537;255;255;255;1;0.000000;0.000000;0.000000
-34.162933350;20.074340820;16.092927933;255;255;255;1;0.000000;0.000000;0.000000
-29.228998184;19.656797409;7.525575161;255;255;255;1;0.000000;0.000000;0.000000
-38.226360321;20.255445480;13.716638565;255;255;255;1;0.000978;0.999999;0.000978
-25.811815262;21.537124634;15.949936867;255;255;255;1;0.000000;0.000000;0.000000
-28.372816086;16.253160477;11.292018890;255;255;255;1;0.000000;0.000000;0.000000
-25.734270096;22.242740631;15.787864685;255;255;255;1;0.000000;0.000000;0.000000
-31.565782547;20.756582260;11.404208183;255;255;255;1;0.999999;0.000978;0.000978
-32.033958435;19.468980789;12.862559319;255;255;255;1;0.999999;0.000978;0.000978
-35.203304291;13.530624390;11.302021027;255;255;255;1;0.000978;0.999999;0.000978
-29.069227219;15.961908340;14.082712173;255;255;255;1;0.000000;0.000000;0.000000
-27.221345901;19.436151505;12.786350250;255;255;255;1;0.999999;0.000978;0.000978
-31.081455231;22.906024933;8.660952568;255;255;255;1;0.000000;0.000000;0.000000
-30.465766907;19.002435684;17.038549423;255;255;255;1;0.999999;0.000978;0.000978
-38.124065399;18.366550446;10.254697800;255;255;255;1;0.999999;0.000978;0.000978
-27.443161011;18.795574188;8.819686890;255;255;255;1;0.000000;0.000000;0.000000
-34.112770081;19.033243179;10.610085487;255;255;255;1;0.000000;0.000000;0.000000
-30.789949417;20.182395935;7.366282940;255;255;255;1;0.000000;0.000000;0.000000
-32.652259827;20.431884766;12.848401070;255;255;255;1;0.000000;0.000000;0.000000
-31.333837509;21.802307129;11.225098610;255;255;255;1;0.000000;0.000000;0.000000
-29.352764130;20.073238373;14.943804741;255;255;255;1;0.999999;0.000978;0.000978
-28.994451523;14.548749924;9.085218430;255;255;255;1;0.000978;0.999999;0.000978
-29.593093872;23.196491241;9.493113518;255;255;255;1;0.000000;0.000000;0.000000
-28.453016281;12.697192192;8.940937042;255;255;255;1;0.000978;0.999999;0.000978
-30.708337784;15.875873566;17.091239929;255;255;255;1;0.999999;0.000978;0.000978
-29.498577118;24.030786514;10.832893372;255;255;255;1;0.999999;0.000978;0.000978
-35.814476013;16.885751724;9.199931145;255;255;255;1;0.000000;0.000000;0.000000
-37.617141724;18.406173706;9.786901474;255;255;255;1;0.000000;0.000000;0.000000
-38.032028198;18.779212952;10.712714195;255;255;255;1;0.999999;0.000978;0.000978
-33.209114075;13.742978096;14.098015785;255;255;255;1;0.000978;0.999999;0.000978
-35.378280640;19.398504257;13.771162987;255;255;255;1;0.999999;0.000978;0.000978
-32.961654663;18.246009827;8.290880203;255;255;255;1;0.000978;0.999999;0.000978
-35.386390686;18.836957932;11.960091591;255;255;255;1;0.000000;0.000000;0.000000
-30.957410812;22.810056686;9.607139587;255;255;255;1;0.999999;0.000978;0.000978
-33.025047302;21.874723434;14.703730583;255;255;255;1;0.000000;0.000000;0.000000
-28.360597610;16.200899124;15.881491661;255;255;255;1;0.707106;0.707106;0.001384
-31.911787033;20.934062958;7.805529594;255;255;255;1;0.000000;0.000000;0.000000
-38.338390350;17.018890381;10.193151474;255;255;255;1;0.000978;0.999999;0.000978
-25.485736847;17.416698456;13.049442291;255;255;255;1;0.000978;0.999999;0.000978
-25.236186981;22.092643738;15.898809433;255;255;255;1;0.000000;0.000000;0.000000
-35.736572266;16.763689041;10.322694778;255;255;255;1;0.000000;0.000000;0.000000
-26.941888809;17.606714249;14.200277328;255;255;255;1;0.000000;0.000000;0.000000
-27.403858185;21.037029266;9.023660660;255;255;255;1;0.000000;0.000000;0.000000
-24.896751404;18.117338181;13.654186249;255;255;255;1;0.000000;0.000000;0.000000
-26.613485336;21.287883759;15.557486534;255;255;255;1;0.000000;0.000000;0.000000
-31.231876373;14.774316788;11.303112030;255;255;255;1;0.000000;0.000000;0.000000
-36.212921143;17.906148911;15.332165718;255;255;255;1;0.000978;0.999999;0.000978
-25.858818054;21.883348465;14.330933571;255;255;255;1;0.999999;0.000978;0.000978
-34.565895081;15.401034355;9.870913506;255;255;255;1;0.000978;0.999999;0.000978
-33.539642334;18.196207047;7.683647156;255;255;255;1;0.000000;0.000000;0.000000
-25.476192474;17.758258820;12.729078293;255;255;255;1;0.000000;0.000000;0.000000
-30.922164917;24.126424789;9.596197128;255;255;255;1;0.000000;0.000000;0.000000
-30.204338074;16.314258575;16.837236404;255;255;255;1;0.999999;0.000978;0.000978
-32.986000061;19.315977097;15.194587708;255;255;255;1;0.000000;0.000000;0.000000
-31.311426163;24.676519394;12.428651810;255;255;255;1;0.000978;0.999999;0.000978
