//X;Y;Z;R;G;B;Illuminance (PCV);Nx;Ny;Nz
-30.421890259;18.994049072;7.386010170;255;255;255;1;0.000000;0.000000;0.000000
-35.475379944;16.610221863;14.877994537;255;255;255;1;0.000978;0.999999;0.000978
-31.074438095;14.987831116;11.483407021;255;255;255;1;0.000000;0.000000;0.000000
-30.794101715;20.925956726;9.521921158;255;255;255;1;0.000000;0.000000;0.000000
-30.452466965;15.044818878;11.451600075;255;255;255;1;0.000000;0.000000;0.000000
-27.490724564;20.574943542;8.764245987;255;255;255;1;0.000000;0.000000;0.000000
-37.750560760;16.109165192;11.393180847;255;255;255;1;0.000978;0.999999;0.000978
-30.811538696;13.703556061;10.389979362;255;255;255;1;0.000978;0.999999;0.000978
-38.387332916;15.994459152;11.783846855;255;255;255;1;0.000978;0.999999;0.000978
-30.620424271;21.155397415;8.022727966;255;255;255;1;0.000000;0.000000;0.000000
-30.204133987;14.664871216;11.821417809;255;255;255;1;0.000978;0.999999;0.000978
-26.435962677;17.435714722;14.700005531;255;255;255;1;0.999999;0.000978;0.000978
-36.840950012;19.691329956;12.425650597;255;255;255;1;0.000000;0.000000;0.000000
-23.668445587;17.660936356;14.822972298;255;255;255;1;0.999999;0.000978;0.000978
-34.488952637;19.315826416;12.943572998;255;255;255;1;0.000000;0.000000;0.000000
-32.790210724;22.491893768;11.470937729;255;255;255;1;0.000000;0.000000;0.000000
-25.702547073;22.490110397;16.126104355;255;255;255;1;0.000978;0.999999;0.000978
-28.521099091;15.279631615;16.331941605;255;255;255;1;0.707106;0.707106;0.001384
-35.941459656;17.277084351;9.348106384;255;255;255;1;0.000000;0.000000;0.000000
-24.576751709;17.353935242;14.568394661;255;255;255;1;0.999999;0.000978;0.000978
-25.689170837;21.503089905;15.316948891;255;255;255;1;0.000000;0.000000;0.000000
-27.417524338;19.645387650;14.364931107;255;255;255;1;0.000000;0.000000;0.000000
-34.790424347;16.411426544;10.108922958;255;255;255;1;0.000000;0.000000;0.000000
-29.636590958;20.168035507;14.771934509;255;255;255;1;0.999999;0.000978;0.000978
-29.378761292;14.170468330;8.942900658;255;255;255;1;0.000978;0.999999;0.000978
-30.618333817;23.697540283;8.541152954;255;255;255;1;0.000000;0.000000;0.000000
-27.316654205;21.468975067;9.576157570;255;255;255;1;0.000000;0.000000;0.000000
-31.669246674;22.781139374;12.476785660;255;255;255;1;0.000000;0.000000;0.000000
-31.738176346;24.594394684;14.580689430;255;255;255;1;0.000000;0.000000;0.000000
-29.918754578;15.283742905;17.290334702;255;255;255;1;0.000000;0.000000;0.000000
-31.109767914;23.855186462;9.039109230;255;255;255;1;0.000000;0.000000;0.000000
-39.575691223;17.033147812;11.235958099;255;255;255;1;0.000978;0.999999;0.000978
-25.499685287;22.271289825;16.011951447;255;255;255;1;0.000000;0.000000;0.000000
-34.316150665;16.067476273;11.895115852;255;255;255;1;0.000978;0.999999;0.000978
-31.019353867;23.736972809;13.759473801;255;255;255;1;0.999999;0.000978;0.000978
-31.528137207;22.315959930;13.025730133;255;255;255;1;0.999999;0.000978;0.000978
-25.345256805;20.209987640;13.848578453;255;255;255;1;0.000000;0.000000;0.000000
-31.059123993;24.105339050;13.316148758;255;255;255;1;0.000000;0.000000;0.000000
-33.740798950;18.191295624;9.544550896;255;255;255;1;0.000000;0.000000;0.000000
-34.664821625;19.238685608;11.507023811;255;255;255;1;0.000000;0.000000;0.000000
-36.541893005;19.942508698;12.380818367;255;255;255;1;0.000978;0.999999;0.000978
-31.753543854;21.099632263;9.274744034;255;255;255;1;0.000000;0.000000;0.000000
-31.060886383;22.379032135;13.120613098;255;255;255;1;0.000978;0.999999;0.000978
-33.239517212;18.794164658;16.365896225;255;255;255;1;0.999999;0.000978;0.000978
-28.271095276;18.873899460;16.835882187;255;255;255;1;0.999999;0.000978;0.000978
-26.429637909;16.180204391;10.626729012;255;255;255;1;0.000000;0.000000;0.000000
-32.627521515;15.706546783;9.350397110;255;255;255;1;0.000978;0.999999;0.000978
-31.529247284;21.232517242;9.272573471;255;255;255;1;0.000000;0.000000;0.000000
-33.794708252;15.778568268;9.851853371;255;255;255;1;0.000978;0.999999;0.000978
-27.197572708;18.366104126;9.570036888;255;255;255;1;0.000000;0.000000;0.000000
-26.624893188;16.208835602;10.691107750;255;255;255;1;0.000000;0.000000;0.000000
-34.129955292;12.841303825;10.602252007;255;255;255;1;0.000978;0.999999;0.000978
-33.640914917;19.241641998;16.292215347;255;255;255;1;0.999999;0.000978;0.000978
-38.781047821;20.789440155;13.167303085;255;255;255;1;0.000978;0.999999;0.000978
-35.984947205;16.202264786;10.980372429;255;255;255;1;0.000978;0.999999;0.000978
-30.710744858;14.052460670;10.657492638;255;255;255;1;0.000978;0.999999;0.000978
-31.637353897;20.508260727;17.477706909;255;255;255;1;0.707106;0.707106;0.001384
-38.006980896;18.508956909;9.384080887;255;255;255;1;0.000000;0.000000;0.000000
-26.650384903;16.060071945;9.624481201;255;255;255;1;0.000000;0.000000;0.000000
-32.435005188;15.508451462;10.348545074;255;255;255;1;0.000978;0.999999;0.000978
-31.802700043;21.082765579;9.555899620;255;255;255;1;0.000000;0.000000;0.000000
-27.473852158;15.818824768;11.726691246;255;255;255;1;0.999999;0.000978;0.000978
-38.298385620;19.229579926;14.111138344;255;255;255;1;0.707106;0.707106;0.001384
-36.077133179;15.767917633;11.101226807;255;255;255;1;0.000978;0.999999;0.000978
-25.816749573;15.479953766;9.749766350;255;255;255;1;0.000978;0.999999;0.000978
-30.826934814;14.627742767;9.888434410;255;255;255;1;0.000000;0.000000;0.000000
-37.786151886;18.392856598;10.187609673;255;255;255;1;0.999999;0.000978;0.000978
-35.738201141;16.916332245;9.744330406;255;255;255;1;0.000000;0.000000;0.000000
-33.212852478;16.195285797;8.968218803;255;255;255;1;0.000000;0.000000;0.000000
-38.166103363;18.441967010;9.660820961;255;255;255;1;0.000000;0.000000;0.000000
-29.671134949;14.797711372;10.280048370;255;255;255;1;0.999999;0.000978;0.000978
-32.023849487;17.673851013;6.781733513;255;255;255;1;0.000978;0.999999;0.000978
-28.153331757;18.893651962;9.079044342;255;255;255;1;0.000000;0.000000;0.000000
-31.369184494;20.754489899;10.809552193;255;255;255;1;0.000000;0.000000;0.000000
-38.268939972;18.361024857;9.714937210;255;255;255;1;0.000000;0.000000;0.000000
-25.638736725;19.337007523;12.613084793;255;255;255;1;0.000000;0.000000;0.000000
-27.882081985;20.035074234;14.737654686;255;255;255;1;0.999999;0.000978;0.000978
-32.282539368;16.106929779;7.097196102;255;255;255;1;0.000978;0.999999;0.000978
-36.023860931;18.455141068;12.573619843;255;255;255;1;0.000978;0.999999;0.000978
-37.922145844;18.616012573;10.717741013;255;255;255;1;0.999999;0.000978;0.000978
-29.636585236;16.871009827;16.008911133;255;255;255;1;0.999999;0.000978;0.000978
-31.931556702;22.051391602;11.608493805;255;255;255;1;0.000000;0.000000;0.000000
-30.496761322;18.694944382;8.147542000;255;255;255;1;0.999999;0.000978;0.000978
-33.171600342;16.506359100;10.591073036;255;255;255;1;0.000978;0.999999;0.000978
-28.934211731;15.296401978;15.249515533;255;255;255;1;0.000000;0.000000;0.000000
-34.705284119;14.834797859;10.699106216;255;255;255;1;0.000978;0.999999;0.000978
-30.506025314;15.955953598;16.388946533;255;255;255;1;0.999999;0.000978;0.000978
-35.804714203;18.793235779;11.284871101;255;255;255;1;0.000978;0.999999;0.000978
-35.333316803;19.115461349;8.288013458;255;255;255;1;0.000978;0.999999;0.000978
-35.534790039;18.634069443;11.932077408;255;255;255;1;0.000000;0.000000;0.000000
-35.892246246;17.491962433;8.451642990;255;255;255;1;0.000978;0.999999;0.000978
-34.903896332;17.462530136;8.265632629;255;255;255;1;0.000000;0.000000;0.000000
-30.391700745;14.912102699;11.259530067;255;255;255;1;0.000000;0.000000;0.000000
-27.940769196;19.139280319;17.896450043;255;255;255;1;0.999999;0.000978;0.000978
-33.686706543;20.270004272;13.285974503;255;255;255;1;0.999999;0.000978;0.000978
-27.593305588;20.590366364;8.655128479;255;255;255;1;0.000000;0.000000;0.000000
-35.269828796;18.917366028;11.780455589;255;255;255;1;0.000000;0.000000;0.000000
-35.723262787;17.046258926;9.312244415;255;255;255;1;0.000000;0.000000;0.000000
-26.733545303;18.583673477;9.748769760;255;255;255;1;0.999999;0.000978;0.000978
-27.254444122;18.052364349;14.147991180;255;255;255;1;0.000000;0.000000;0.000000
-30.567169189;20.943857193;9.494853020;255;255;255;1;0.999999;0.000978;0.000978
-25.157175064;18.524724960;14.111630440;255;255;255;1;0.000000;0.000000;0.000000
-33.129222870;17.777706146;6.568302631;255;255;255;1;0.000978;0.999999;0.000978
-29.268575668;16.465637207;15.936691284;255;255;255;1;0.000000;0.000000;0.000000
-31.446453094;25.042083740;14.290772438;255;255;255;1;0.000978;0.999999;0.000978
-29.702363968;23.281204224;8.595529556;255;255;255;1;0.000000;0.000000;0.000000
-33.658435822;15.995792389;6.988144398;255;255;255;1;0.000978;0.999999;0.000978
-36.686565399;19.704015732;14.948581696;255;255;255;1;0.000978;0.999999;0.000978
-27.521055222;20.660930634;16.953041077;255;255;255;1;0.999999;0.000978;0.000978
-32.123287201;20.352350235;16.772138596;255;255;255;1;0.999999;0.000978;0.000978
-36.814292908;18.913131714;12.249822617;255;255;255;1;0.000978;0.999999;0.000978
-33.143711090;21.268268585;15.168127060;255;255;255;1;0.999999;0.000978;0.000978
-33.210338593;20.924095154;14.919585228;255;255;255;1;0.999999;0.000978;0.000978
-38.756580353;17.196035385;10.369879723;255;255;255;1;0.000978;0.999999;0.000978
-37.910354614;16.750974655;10.905395508;255;255;255;1;0.000978;0.999999;0.000978
-34.892059326;13.986249924;10.598397255;255;255;255;1;0.000978;0.999999;0.000978
-36.319614410;14.097081184;8.065587997;255;255;255;1;0.000978;0.999999;0.000978
-35.950622559;13.903724670;7.605917931;255;255;255;1;0.000978;0.999999;0.000978
-23.646743774;17.449502945;13.799104691;255;255;255;1;0.000000;0.000000;0.000000
-33.417266846;19.216136932;16.642791748;255;255;255;1;0.999999;0.000978;0.000978
-27.972564697;18.777797699;9.521415710;255;255;255;1;0.000000;0.000000;0.000000
-26.513187408;16.322143555;10.913058281;255;255;255;1;0.000000;0.000000;0.000000
-30.158187866;23.859729767;10.050965309;255;255;255;1;0.000000;0.000000;0.000000
-25.808341980;16.067979813;10.953108788;255;255;255;1;0.000978;0.999999;0.000978
-35.889957428;16.356214523;9.371362686;255;255;255;1;0.000000;0.000000;0.000000
-23.082035065;16.715373993;13.350413322;255;255;255;1;0.000000;0.000000;0.000000
-26.636030197;16.411733627;11.042702675;255;255;255;1;0.000978;0.999999;0.000978
-31.925029755;17.413639069;6.135344028;255;255;255;1;0.000978;0.999999;0.000978
-30.372652054;22.790945053;8.435541153;255;255;255;1;0.000000;0.000000;0.000000
-27.451694489;19.720642090;13.266824722;255;255;255;1;0.999999;0.000978;0.000978
-28.702705383;16.089370728;11.005567551;255;255;255;1;0.000000;0.000000;0.000000
-31.482929230;19.962657928;9.446918488;255;255;255;1;0.000000;0.000000;0.000000
-31.775184631;20.321464539;10.529801369;255;255;255;1;0.999999;0.000978;0.000978
-31.256200790;20.618640900;17.810979843;255;255;255;1;0.707106;0.707106;0.001384
-30.585090637;19.804450989;6.850971222;255;255;255;1;0.000000;0.000000;0.000000
-31.478553772;24.404632568;13.163040161;255;255;255;1;0.000000;0.000000;0.000000
-32.446414948;20.111186981;13.040937424;255;255;255;1;0.999999;0.000978;0.000978
-29.472047806;20.593442917;14.791231155;255;255;255;1;0.000000;0.000000;0.000000
-35.049312592;19.459589005;12.014852524;255;255;255;1;0.000000;0.000000;0.000000
-31.684099197;20.807996750;17.559087753;255;255;255;1;0.707106;0.707106;0.001384
-26.473398209;22.514308929;15.382811546;255;255;255;1;0.000000;0.000000;0.000000
-34.041770935;18.472278595;10.354707718;255;255;255;1;0.000000;0.000000;0.000000
-28.478496552;18.504573822;18.425788879;255;255;255;1;0.894688;0.446689;0.001310
-28.954952240;23.050407410;8.416175842;255;255;255;1;0.000978;0.999999;0.000978
-31.708675385;20.609022141;8.396594048;255;255;255;1;0.000000;0.000000;0.000000
-36.268562317;14.291003227;7.496932507;255;255;255;1;0.000978;0.999999;0.000978
-29.308803558;20.118141174;17.452863693;255;255;255;1;0.999999;0.000978;0.000978
-26.342494965;21.464340210;15.313685417;255;255;255;1;0.000000;0.000000;0.000000
-30.121810913;22.973602295;8.718494415;255;255;255;1;0.000000;0.000000;0.000000
-32.527595520;15.716033936;7.725845337;255;255;255;1;0.000978;0.999999;0.000978
-29.674503326;19.720537186;17.373018265;255;255;255;1;0.999999;0.000978;0.000978
-31.072700500;13.963250160;9.542783737;255;255;255;1;0.000000;0.000000;0.000000
-25.025777817;19.491760254;13.505653381;255;255;255;1;0.000978;0.999999;0.000978
-31.074607849;19.712364197;6.770510197;255;255;255;1;0.000000;0.000000;0.000000
-30.040443420;15.287872314;14.647044182;255;255;255;1;0.707106;0.707106;0.001384
-29.169544220;14.767106056;16.142192841;255;255;255;1;0.000978;0.999999;0.000978
-25.380382538;20.750766754;13.207656860;255;255;255;1;0.000000;0.000000;0.000000
-34.598945618;18.865470886;14.003322601;255;255;255;1;0.000000;0.000000;0.000000
-35.066696167;18.330787659;7.721922874;255;255;255;1;0.000978;0.999999;0.000978
-25.090511322;17.557277679;14.671217918;255;255;255;1;0.999999;0.000978;0.000978
-28.870800018;16.035785675;17.102706909;255;255;255;1;0.707106;0.707106;0.001384
-27.149236679;18.516357422;12.906093597;255;255;255;1;0.000000;0.000000;0.000000
-29.224451065;20.260744095;7.785274982;255;255;255;1;0.000000;0.000000;0.000000
-34.331233978;20.807714462;17.135446548;255;255;255;1;0.000978;0.999999;0.000978
-28.864231110;19.620803833;16.709686279;255;255;255;1;0.000000;0.000000;0.000000
-32.957611084;19.488254547;12.673281670;255;255;255;1;0.999999;0.000978;0.000978
-27.923213959;20.204835892;17.359262466;255;255;255;1;0.999999;0.000978;0.000978
-28.847784042;16.144271851;15.100477219;255;255;255;1;0.999999;0.000978;0.000978
-23.724107742;17.596138000;14.920317650;255;255;255;1;0.999999;0.000978;0.000978
-22.755104065;16.810247421;14.379625320;255;255;255;1;0.999999;0.000978;0.000978
-35.150642395;16.724920273;14.398629189;255;255;255;1;0.000978;0.999999;0.000978
-24.394969940;18.243515015;13.305195808;255;255;255;1;0.000000;0.000000;0.000000
-28.094177246;20.490142822;17.521423340;255;255;255;1;0.999999;0.000978;0.000978
-29.897359848;16.348535538;12.710157394;255;255;255;1;0.000978;0.999999;0.000978
-32.498786926;21.906103134;16.603473663;255;255;255;1;0.999999;0.000978;0.000978
-35.270034790;19.872257233;15.186885834;255;255;255;1;0.999999;0.000978;0.000978
-29.919019699;22.413612366;7.940540314;255;255;255;1;0.000000;0.000000;0.000000
-29.508098602;20.273519516;6.313943863;255;255;255;1;0.000978;0.999999;0.000978
-32.181049347;20.320693970;10.426443100;255;255;255;1;0.999999;0.000978;0.000978
-36.054611206;22.522779465;13.799748421;255;255;255;1;0.000978;0.999999;0.000978
-30.524555206;22.352878571;16.118352890;255;255;255;1;0.999999;0.000978;0.000978
-24.626241684;18.168342590;13.371672630;255;255;255;1;0.000000;0.000000;0.000000
-32.404350281;21.588832855;16.277101517;255;255;255;1;0.999999;0.000978;0.000978
-34.692630768;17.432579041;7.855221748;255;255;255;1;0.000978;0.999999;0.000978
-25.122884750;21.574192047;16.133871078;255;255;255;1;0.707106;0.707106;0.001384
-30.278238297;23.693702698;10.086907387;255;255;255;1;0.000000;0.000000;0.000000
-34.652515411;15.921409607;14.071707726;255;255;255;1;0.000978;0.999999;0.000978
-32.889144897;21.142673492;14.690688133;255;255;255;1;0.999999;0.000978;0.000978
-28.639492035;18.477422714;17.709201813;255;255;255;1;0.999999;0.000978;0.000978
-31.233541489;23.821598053;8.494622231;255;255;255;1;0.000000;0.000000;0.000000
-31.773820877;20.557191849;7.821218967;255;255;255;1;0.000000;0.000000;0.000000
-27.805076599;15.691770554;9.143697739;255;255;255;1;0.000000;0.000000;0.000000
-29.451868057;23.550907135;9.837184906;255;255;255;1;0.000000;0.000000;0.000000
-24.390937805;18.313726425;13.074931145;255;255;255;1;0.000000;0.000000;0.000000
-32.716041565;16.704572678;14.993963242;255;255;255;1;0.000978;0.999999;0.000978
-22.813591003;17.618728638;14.282783508;255;255;255;1;0.999999;0.000978;0.000978
-30.443040848;16.477502823;10.557549477;255;255;255;1;0.000978;0.999999;0.000978
-27.633934021;19.624629974;13.979328156;255;255;255;1;0.000000;0.000000;0.000000
-32.845272064;22.555503845;16.971885681;255;255;255;1;0.000000;0.000000;0.000000
-29.262657166;20.442855835;14.280785561;255;255;255;1;0.000000;0.000000;0.000000
-30.205413818;15.129747391;9.870697975;255;255;255;1;0.000000;0.000000;0.000000
-27.061773300;18.104225159;14.350713730;255;255;255;1;0.000000;0.000000;0.000000
-30.572666168;19.987985611;7.491298676;255;255;255;1;0.000000;0.000000;0.000000
-29.877603531;20.234375000;8.090087891;255;255;255;1;0.000000;0.000000;0.000000
-27.075000763;18.490139008;13.298650742;255;255;255;1;0.000000;0.000000;0.000000
-28.764186859;17.687126160;18.743537903;255;255;255;1;0.999999;0.000978;0.000978
-35.138195038;19.142822266;7.484961033;255;255;255;1;0.000978;0.999999;0.000978
-29.100933075;15.556009293;13.693077087;255;255;255;1;0.000000;0.000000;0.000000
-22.623373032;17.099615097;14.568902016;255;255;255;1;0.999999;0.000978;0.000978
-35.454551697;19.102540970;11.623254776;255;255;255;1;0.000000;0.000000;0.000000
-22.567867279;17.394948959;13.535467148;255;255;255;1;0.999999;0.000978;0.000978
-33.078971863;21.272504807;14.143837929;255;255;255;1;0.000000;0.000000;0.000000
-34.354839325;15.575650215;11.802572250;255;255;255;1;0.000978;0.999999;0.000978
-29.933586121;16.469354630;12.386071205;255;255;255;1;0.000978;0.999999;0.000978
-29.485229492;17.298852921;17.441944122;255;255;255;1;0.707106;0.707106;0.001384
-34.139339447;19.032005310;10.323563576;255;255;255;1;0.000000;0.000000;0.000000
-34.346324921;20.622842789;16.853181839;255;255;255;1;0.000978;0.999999;0.000978
-29.297672272;19.833583832;6.611493587;255;255;255;1;0.000000;0.000000;0.000000
-22.556449890;18.032600403;13.546764374;255;255;255;1;0.000000;0.000000;0.000000
-29.648473740;20.100879669;5.887877941;255;255;255;1;0.000000;0.000000;0.000000
-34.631504059;17.087596893;8.845203400;255;255;255;1;0.000000;0.000000;0.000000
-27.487758636;20.687259674;9.613222122;255;255;255;1;0.000000;0.000000;0.000000
-35.879528046;22.021690369;14.035312653;255;255;255;1;0.000978;0.999999;0.000978
-30.006767273;20.091917038;17.730831146;255;255;255;1;0.999999;0.000978;0.000978
-23.445903778;17.715127945;14.277229309;255;255;255;1;0.999999;0.000978;0.000978
-29.907730103;16.526483536;10.954340935;255;255;255;1;0.000000;0.000000;0.000000
-29.025819778;18.411283493;12.028194427;255;255;255;1;0.000000;0.000000;0.000000
-33.696975708;20.510379791;17.363311768;255;255;255;1;0.000978;0.999999;0.000978
-30.295022964;22.187522888;7.897625446;255;255;255;1;0.000000;0.000000;0.000000
-36.163913727;23.072404861;13.611012459;255;255;255;1;0.000978;0.999999;0.000978
-33.124393463;15.898129463;11.344435692;255;255;255;1;0.707106;0.707106;0.001384
-33.563716888;15.784440041;6.807954788;255;255;255;1;0.000978;0.999999;0.000978
-32.831855774;16.467147827;7.025816441;255;255;255;1;0.000978;0.999999;0.000978
-39.194904327;16.625648499;11.387979507;255;255;255;1;0.000978;0.999999;0.000978
-30.452270508;19.308458328;17.283624649;255;255;255;1;0.999999;0.000978;0.000978
-39.802608490;18.628051758;10.907829285;255;255;255;1;0.000978;0.999999;0.000978
-35.495048523;19.932098389;9.380960464;255;255;255;1;0.000000;0.000000;0.000000
-34.856174469;19.549297333;10.953117371;255;255;255;1;0.000000;0.000000;0.000000
-29.567905426;20.289932251;8.027551651;255;255;255;1;0.000000;0.000000;0.000000
-31.088737488;21.909288406;13.051710129;255;255;255;1;0.707106;0.707106;0.001384
-28.704195023;19.187267303;16.189874649;255;255;255;1;0.999999;0.000978;0.000978
-31.887605667;22.331291199;12.901976585;255;255;255;1;0.999999;0.000978;0.000978
-33.519626617;22.959665298;15.921433449;255;255;255;1;0.999999;0.000978;0.000978
-30.512552261;15.090077400;11.821882248;255;255;255;1;0.000000;0.000000;0.000000
-29.556497574;23.421018600;9.227194786;255;255;255;1;0.000000;0.000000;0.000000
-30.099313736;22.803173065;8.385833740;255;255;255;1;0.000000;0.000000;0.000000
-25.479335785;21.557941437;15.191266060;255;255;255;1;0.000000;0.000000;0.000000
-27.503345490;20.509542465;17.560892105;255;255;255;1;0.707106;0.707106;0.001384
-27.913541794;20.014158249;14.574122429;255;255;255;1;0.999999;0.000978;0.000978
-37.422264099;16.815126419;10.884788513;255;255;255;1;0.000978;0.999999;0.000978
-34.310134888;18.166101456;15.548524857;255;255;255;1;0.000978;0.999999;0.000978
-38.303565979;19.925779343;13.796111107;255;255;255;1;0.000978;0.999999;0.000978
-22.954866409;16.520542145;14.058794022;255;255;255;1;0.999999;0.000978;0.000978
-29.875904083;14.193886757;9.502318382;255;255;255;1;0.000978;0.999999;0.000978
-34.926780701;19.603290558;8.780971527;255;255;255;1;0.000000;0.000000;0.000000
-33.432941437;21.822669983;14.630497932;255;255;255;1;0.000000;0.000000;0.000000
-33.704139709;18.098348618;9.349909782;255;255;255;1;0.000000;0.000000;0.000000
-29.109710693;15.606809616;13.027605057;255;255;255;1;0.000978;0.999999;0.000978
-32.238792419;19.114025116;11.069002151;255;255;255;1;0.000978;0.999999;0.000978
-30.991867065;21.132369995;9.787372589;255;255;255;1;0.999999;0.000978;0.000978
-28.253120422;20.960227966;9.456239700;255;255;255;1;0.000000;0.000000;0.000000
-27.584688187;19.906923294;17.661754608;255;255;255;1;0.000000;0.000000;0.000000
-29.167205811;20.135000229;7.065922260;255;255;255;1;0.000000;0.000000;0.000000
-23.240797043;18.001800537;14.626968384;255;255;255;1;0.999999;0.000978;0.000978
-32.848243713;20.804039001;7.659723282;255;255;255;1;0.000000;0.000000;0.000000
-31.683601379;19.692110062;6.620732784;255;255;255;1;0.000978;0.999999;0.000978
-29.331317902;23.379428864;8.408305168;255;255;255;1;0.000000;0.000000;0.000000
-39.403606415;18.787429810;11.043119431;255;255;255;1;0.000978;0.999999;0.000978
-31.875116348;24.998329163;13.100647926;255;255;255;1;0.000978;0.999999;0.000978
-32.665977478;22.438369751;15.526668549;255;255;255;1;0.000000;0.000000;0.000000
-30.701519012;21.994277954;16.647863388;255;255;255;1;0.707106;0.707106;0.001384
-29.749206543;19.485616684;17.745557785;255;255;255;1;0.707106;0.707106;0.001384
-23.246448517;17.571399689;14.362869263;255;255;255;1;0.999999;0.000978;0.000978
-30.027370453;21.668346405;15.976779938;255;255;255;1;0.999999;0.000978;0.000978
-23.296178818;17.792236328;14.593956947;255;255;255;1;0.999999;0.000978;0.000978
-26.470849991;18.294361115;14.798596382;255;255;255;1;0.000000;0.000000;0.000000
-29.271926880;18.488582611;15.335340500;255;255;255;1;0.999999;0.000978;0.000978
-25.300439835;18.642780304;14.557809830;255;255;255;1;0.000000;0.000000;0.000000
-31.464183807;14.081636429;10.610641479;255;255;255;1;0.000978;0.999999;0.000978
-29.237575531;15.760457993;17.085901260;255;255;255;1;0.000000;0.000000;0.000000
-28.662673950;12.641886711;8.756319046;255;255;255;1;0.000978;0.999999;0.000978
-30.395500183;21.948289871;12.664315224;255;255;255;1;0.000978;0.999999;0.000978
-32.989452362;18.069671631;16.872037888;255;255;255;1;0.000978;0.999999;0.000978
-27.386920929;19.701614380;16.797628403;255;255;255;1;0.000000;0.000000;0.000000
-33.167346954;20.856332779;7.125757217;255;255;255;1;0.000978;0.999999;0.000978
-32.809402466;25.175367355;13.007105827;255;255;255;1;0.000978;0.999999;0.000978
-28.413814545;18.196489334;12.541441917;255;255;255;1;0.000000;0.000000;0.000000
-24.032493591;16.952239990;14.539746284;255;255;255;1;0.999999;0.000978;0.000978
-28.140823364;18.299962997;18.074224472;255;255;255;1;0.894688;0.446689;0.001310
-29.488430023;13.447778702;7.855465412;255;255;255;1;0.000978;0.999999;0.000978
-32.750030518;15.387134552;10.006028175;255;255;255;1;0.000978;0.999999;0.000978
-30.895107269;14.043604851;9.645885468;255;255;255;1;0.000000;0.000000;0.000000
-35.790256500;18.799329758;12.626945496;255;255;255;1;0.000000;0.000000;0.000000
-34.225494385;19.224407196;9.939209938;255;255;255;1;0.000000;0.000000;0.000000
-38.102821350;18.689428329;10.298423767;255;255;255;1;0.999999;0.000978;0.000978
-35.466033936;18.707088470;7.964262009;255;255;255;1;0.000978;0.999999;0.000978
-29.273096085;19.289129257;17.550626755;255;255;255;1;0.999999;0.000978;0.000978
-29.006731033;18.171648026;17.205350876;255;255;255;1;0.999999;0.000978;0.000978
-29.377937317;14.437211990;11.850081444;255;255;255;1;0.000978;0.999999;0.000978
-30.866743088;19.770637512;9.645570755;255;255;255;1;0.000000;0.000000;0.000000
-30.414113998;19.753664017;7.540967941;255;255;255;1;0.000000;0.000000;0.000000
-26.455928802;15.143360138;10.746035576;255;255;255;1;0.000978;0.999999;0.000978
-37.095848083;16.616043091;11.124476433;255;255;255;1;0.000978;0.999999;0.000978
-36.467613220;16.829730988;9.400786400;255;255;255;1;0.000978;0.999999;0.000978
-23.015510559;18.096088409;14.612771988;255;255;255;1;0.999999;0.000978;0.000978
-31.023035049;23.559059143;13.584248543;255;255;255;1;0.999999;0.000978;0.000978
-25.483255386;20.980590820;13.610245705;255;255;255;1;0.000000;0.000000;0.000000
-35.254901886;16.454895020;13.570272446;255;255;255;1;0.000978;0.999999;0.000978
-31.997455597;23.853200912;8.879471779;255;255;255;1;0.707106;0.707106;0.001384
-32.730262756;18.669265747;15.614501953;255;255;255;1;0.000000;0.000000;0.000000
-30.091014862;14.599879265;9.734934807;255;255;255;1;0.000000;0.000000;0.000000
-22.794296265;16.854057312;14.264527321;255;255;255;1;0.999999;0.000978;0.000978
-31.159572601;20.257974625;17.223312378;255;255;255;1;0.999999;0.000978;0.000978
-27.295434952;19.691766739;18.255315781;255;255;255;1;0.707106;0.707106;0.001384
-27.518909454;15.628791809;11.562187195;255;255;255;1;0.999999;0.000978;0.000978
-31.048873901;14.399351120;9.516290665;255;255;255;1;0.000000;0.000000;0.000000
-27.414695740;21.365213394;9.907286644;255;255;255;1;0.999999;0.000978;0.000978
-27.398138046;19.206708908;13.067028999;255;255;255;1;0.999999;0.000978;0.000978
-32.844905853;15.127860069;11.540800095;255;255;255;1;0.000978;0.999999;0.000978
-24.541267395;18.564689636;14.737030983;255;255;255;1;0.707106;0.707106;0.001384
-31.819694519;24.696205139;14.566815376;255;255;255;1;0.000000;0.000000;0.000000
-27.085479736;18.568378448;12.985094070;255;255;255;1;0.000000;0.000000;0.000000
-29.990259171;24.212501526;10.861495018;255;255;255;1;0.707106;0.707106;0.001384
-31.982929230;25.076440811;14.207796097;255;255;255;1;0.000978;0.999999;0.000978
-31.371398926;23.599403381;9.108389854;255;255;255;1;0.000000;0.000000;0.000000
-28.756832123;18.390275955;11.394515991;255;255;255;1;0.000000;0.000000;0.000000
-32.003177643;22.854171753;11.680941582;255;255;255;1;0.000000;0.000000;0.000000
-30.760608673;22.985095978;9.131797791;255;255;255;1;0.000000;0.000000;0.000000
-30.814334869;20.982515335;9.245129585;255;255;255;1;0.000000;0.000000;0.000000
-30.292608261;15.217954636;17.241611481;255;255;255;1;0.999999;0.000978;0.000978
-25.898868561;21.078861237;15.581095695;255;255;255;1;0.000000;0.000000;0.000000
-31.769790649;24.619079590;14.370565414;255;255;255;1;0.000000;0.000000;0.000000
