//X;Y;Z;Scalar field;C2C absolute distances;Illuminance (PCV)
-30.412200928;14.862299919;6.481599808;208.000000;0.906811;0.915254
-29.996299744;16.013200760;5.502099991;208.000000;0.683014;0.915254
-30.271200180;15.782799721;5.392600060;208.000000;0.819376;0.927966
-29.131500244;15.976799965;7.599299908;208.000000;0.742422;0.919492
-29.123399734;14.887499809;6.639100075;208.000000;0.429219;0.877119
-30.163099289;14.632300377;6.726699829;208.000000;0.943048;0.923729
-25.118900299;18.168800354;1.591400027;208.000000;0.366908;0.940678
-30.244600296;16.288900375;7.590099812;208.000000;1.169734;0.898305
-30.171400070;15.861599922;5.618400097;208.000000;0.863411;0.936441
-29.986200333;15.140199661;6.426400185;208.000000;0.517468;0.898305
-25.402200699;15.283800125;7.647699833;208.000000;1.069018;0.932203
-29.122999191;17.688699722;4.290800095;208.000000;0.137922;0.932203
-29.082399368;14.911999702;7.267600060;208.000000;0.437380;0.919492
-30.180200577;15.446700096;5.590600014;208.000000;0.824269;0.906780
-28.753299713;15.106699944;6.089600086;208.000000;0.127041;0.877119
-29.383699417;16.125999451;5.496399879;208.000000;0.555349;0.894068
-30.210100174;15.022100449;6.658100128;208.000000;0.832281;0.902542
-28.913799286;18.982400894;3.027499914;208.000000;0.310538;0.889831
-28.959600449;14.844400406;7.085499763;208.000000;0.389914;0.872881
-28.904300690;16.137800217;4.180300236;208.000000;0.264774;0.889831
-29.771999359;14.489800453;5.953899860;208.000000;0.487919;0.860169
-29.070999146;14.727800369;6.618999958;208.000000;0.364977;0.898305
-29.962999344;16.560800552;8.447899818;208.000000;1.146717;0.919492
-28.909000397;15.992500305;6.377799988;208.000000;0.269903;0.877119
-29.503099442;14.594400406;6.550799847;208.000000;0.347116;0.885593
-28.845399857;16.176300049;5.496600151;208.000000;0.536282;0.894068
-29.633499146;14.720199585;7.315899849;208.000000;0.927789;0.966102
-29.044200897;16.242599487;5.395500183;208.000000;0.422641;0.898305
-28.586399078;15.008799553;6.220099926;208.000000;0.215743;0.894068
-26.537900925;21.564699173;6.262700081;208.000000;0.677897;0.953390
-30.267599106;14.545999527;6.972000122;208.000000;1.171626;0.957627
-30.427999496;14.604100227;6.447500229;208.000000;0.991685;0.919492
-28.095300674;20.977399826;3.808500051;208.000000;0.399658;0.889831
-29.410200119;16.165300369;5.612599850;208.000000;0.666789;0.927966
-28.854799271;14.862500191;6.144299984;208.000000;0.126996;0.872881
-29.078800201;16.240100861;6.192900181;208.000000;0.608644;0.872881
-29.024200439;14.831399918;6.697199821;208.000000;0.475467;0.894068
-25.041299820;13.649000168;5.765699863;208.000000;0.583649;0.936441
-29.726299286;15.432100296;6.491899967;208.000000;0.583721;0.898305
-27.601200104;21.390699387;4.990099907;208.000000;0.632565;0.906780
-30.443599701;14.861900330;6.327000141;208.000000;0.875352;0.949153
-28.889600754;14.954000473;7.332499981;208.000000;0.421904;0.864407
-30.368200302;14.839599609;6.656199932;208.000000;0.970586;0.923729
-26.999399185;21.205600739;3.960099936;208.000000;0.602414;0.923729
-29.854799271;15.332300186;5.423500061;208.000000;0.652708;0.906780
-29.941799164;14.871500015;6.503699780;208.000000;0.569761;0.906780
-29.027200699;14.718700409;6.921500206;208.000000;0.525188;0.911017
-28.422000885;14.943799973;7.925099850;208.000000;0.963313;0.932203
-28.481100082;19.178100586;4.381800175;208.000000;0.312959;0.885593
-29.261299133;16.099399567;5.535200119;208.000000;0.600483;0.881356
-30.106700897;15.291500092;6.446300030;208.000000;0.657929;0.932203
-30.156099319;15.460499763;5.713300228;208.000000;0.751242;0.915254
-29.189800262;14.656299591;7.190400124;208.000000;0.655523;0.881356
-28.377700806;18.639699936;7.151999950;208.000000;0.562574;0.860169
-28.542999268;18.972400665;7.093699932;208.000000;0.535628;0.940678
-29.386999130;15.581399918;8.766900063;208.000000;1.564741;0.944915
-29.230300903;15.954400063;5.590300083;208.000000;0.594805;0.902542
-30.046199799;14.492199898;6.836800098;208.000000;0.919244;0.957627
-28.900100708;15.103400230;6.978199959;208.000000;0.126491;0.906780
-30.217399597;15.169300079;6.520800114;208.000000;0.754563;0.889831
-30.358600616;15.215600014;5.541100025;208.000000;0.908996;0.923729
-29.814500809;14.454600334;6.894499779;208.000000;0.813653;0.949153
-28.932699203;14.960100174;7.100900173;208.000000;0.280102;0.877119
-28.635000229;15.218199730;6.719099998;208.000000;0.185378;0.919492
-29.476200104;14.741100311;6.317100048;208.000000;0.168356;0.885593
-24.430099487;17.950300217;4.430900097;208.000000;0.517488;0.855932
-29.723400116;16.824100494;5.952099800;208.000000;0.239913;0.894068
-29.787099838;14.474599838;6.204100132;208.000000;0.439945;0.885593
-30.202600479;15.555600166;5.529500008;208.000000;0.867044;0.889831
-29.996900558;16.479999542;7.530000210;208.000000;0.918496;0.906780
-30.162099838;19.474199295;7.018300056;208.000000;0.505253;0.923729
-28.893499374;16.469600677;5.961400032;208.000000;0.320114;0.927966
-30.009700775;18.668800354;7.278500080;208.000000;0.581315;0.919492
-30.421100616;14.977199554;6.216400146;208.000000;0.808314;0.919492
-28.910699844;16.199100494;6.162300110;208.000000;0.478310;0.894068
-30.061700821;14.352499962;6.242300034;208.000000;0.739191;0.902542
-28.831800461;15.135399818;6.795400143;208.000000;0.196237;0.851695
-24.121299744;16.835800171;5.843100071;208.000000;0.238768;0.902542
-29.988399506;14.819199562;6.091300011;208.000000;0.426455;0.889831
-28.627599716;15.346899986;6.916699886;208.000000;0.164606;0.855932
-30.663700104;18.233999252;6.472199917;208.000000;0.167135;0.872881
-30.356199265;14.584699631;6.829800129;208.000000;1.154893;0.970339
-30.494400024;18.025999069;8.196299553;208.000000;0.480377;0.974576
-29.727300644;14.655400276;5.921999931;208.000000;0.399697;0.881356
-30.248500824;16.021200180;5.421700001;208.000000;0.835985;0.902542
-29.099000931;16.272800446;5.539999962;208.000000;0.514126;0.927966
-28.245599747;16.556900024;8.960200310;208.000000;0.409547;0.915254
-29.413999557;15.301400185;6.254000187;208.000000;0.328304;0.915254
-25.520000458;14.706600189;6.163799763;208.000000;0.387999;0.864407
-29.700799942;14.626999855;6.609799862;208.000000;0.509765;0.923729
-29.433000565;15.367699623;7.493100166;208.000000;0.663367;0.944915
-30.237699509;16.530099869;7.621399879;208.000000;1.086250;0.889831
-30.344100952;14.951399803;6.386700153;208.000000;0.790027;0.927966
-29.422700882;19.263799667;3.081700087;208.000000;0.160828;0.915254
-28.954500198;15.215999603;6.746399879;208.000000;0.145065;0.919492
-30.053300858;15.504599571;5.585100174;208.000000;0.781176;0.902542
-30.161500931;15.378999710;6.700600147;208.000000;0.893660;0.944915
-29.995199203;15.319399834;5.557000160;208.000000;0.675448;0.906780
-29.231399536;15.388400078;7.475900173;208.000000;0.539690;0.923729
-30.066799164;15.563400269;5.671100140;208.000000;0.777637;0.923729
-29.860399246;14.717100143;4.925600052;208.000000;0.687197;0.898305
-30.253499985;14.544899940;6.770800114;208.000000;1.043846;0.961864
-29.871700287;14.448300362;6.712100029;208.000000;0.714627;0.889831
-29.516300201;14.559200287;7.270100117;208.000000;0.932250;0.932203
-29.265300751;14.661499977;7.058199883;208.000000;0.663656;0.906780
-24.855600357;17.576000214;3.737499952;208.000000;0.155589;0.864407
-30.018999100;14.930999756;6.526299953;208.000000;0.617516;0.915254
-29.964500427;15.836500168;5.666299820;208.000000;0.760743;0.927966
-28.576200485;16.325799942;9.030300140;208.000000;0.687525;0.957627
-27.051500320;15.245800018;6.346300125;208.000000;0.440712;0.860169
-28.854000092;14.966500282;7.497099876;208.000000;0.554888;0.885593
-29.585899353;15.333100319;6.783699989;208.000000;0.590831;0.936441
-28.980400085;14.850000381;6.834700108;208.000000;0.413674;0.877119
-28.422899246;15.222200394;7.017899990;208.000000;0.416559;0.881356
-29.083499908;14.734199524;7.494100094;208.000000;0.708826;0.944915
-25.051900864;17.001800537;4.438300133;208.000000;0.316632;0.826271
-29.373300552;15.103699684;6.174099922;208.000000;0.204477;0.902542
-22.945100784;16.540199280;5.958499908;208.000000;1.026092;0.932203
-24.173799515;17.958099365;4.278200150;208.000000;0.464014;0.898305
-23.835699081;15.557299614;4.290900230;208.000000;0.204713;0.919492
-28.825300217;15.900799751;6.762199879;208.000000;0.215188;0.881356
-28.745000839;14.941699982;7.348000050;208.000000;0.473284;0.902542
-27.203599930;21.538900375;5.862800121;208.000000;0.577623;0.889831
-24.678800583;20.094100952;3.509700060;208.000000;0.387887;0.889831
-29.337200165;15.840499878;7.088799953;208.000000;0.434354;0.911017
-29.614999771;14.949099541;5.843999863;208.000000;0.190284;0.881356
-30.312799454;14.547300339;6.582399845;208.000000;0.994477;0.927966
-25.641199112;14.977899551;7.421599865;208.000000;1.230285;0.923729
-28.798799515;16.768800735;8.060199738;208.000000;0.340549;0.919492
-29.266700745;15.765899658;7.036200047;208.000000;0.321996;0.906780
-29.878900528;14.432499886;6.152200222;208.000000;0.544244;0.906780
-29.346500397;15.207599640;6.271500111;208.000000;0.320517;0.885593
-29.291299820;14.838700294;7.328000069;208.000000;0.624374;0.923729
-29.732299805;15.787699699;5.423999786;208.000000;0.432337;0.911017
-27.428100586;16.825000763;9.457099915;208.000000;1.153383;0.957627
-29.046499252;14.756099701;7.229700089;208.000000;0.533317;0.889831
-30.349700928;14.845299721;4.331299782;208.000000;0.566313;0.902542
-24.946300507;20.052299500;3.383100033;208.000000;0.366996;0.864407
-30.197700500;14.370599747;6.695700169;208.000000;0.981019;0.923729
-29.531400681;14.543399811;7.131299973;208.000000;0.911364;0.923729
-29.094299316;15.555999756;7.507999897;208.000000;0.508396;0.902542
-29.523399353;15.294400215;7.233200073;208.000000;0.582747;0.932203
-28.950399399;13.784199715;7.014999866;208.000000;0.846156;0.944915
-29.718799591;14.623200417;6.119999886;208.000000;0.345598;0.868644
-30.240600586;14.823100090;6.901000023;208.000000;1.062531;0.944915
-29.748100281;15.155699730;6.576900005;208.000000;0.539642;0.889831
-29.886299133;15.519100189;5.884300232;208.000000;0.562064;0.915254
-30.330799103;14.706500053;6.620200157;208.000000;0.959447;0.927966
-26.934099197;20.736499786;3.486799955;208.000000;0.346879;0.864407
-30.540500641;15.859900475;5.494200230;208.000000;0.967423;0.936441
-27.427600861;20.477899551;7.690599918;208.000000;0.926372;0.915254
-29.022199631;15.599900246;7.291100025;208.000000;0.291032;0.902542
-28.929199219;16.592399597;9.335200310;208.000000;0.910236;0.957627
-29.354999542;14.751199722;7.482900143;208.000000;0.799522;0.957627
-29.928600311;15.631899834;5.409399986;208.000000;0.568908;0.877119
-29.575199127;15.303400040;7.347700119;208.000000;0.678118;0.889831
-29.653600693;14.759099960;5.932899952;208.000000;0.275764;0.894068
-29.239099503;14.717900276;6.646699905;208.000000;0.391662;0.877119
-30.319999695;18.684299469;6.830900192;208.000000;0.401396;0.864407
-30.411100388;14.676899910;6.562099934;208.000000;0.999459;0.949153
-29.014999390;14.905900002;6.571899891;208.000000;0.394329;0.868644
-30.859199524;18.040100098;2.648499966;208.000000;0.799523;0.949153
-29.388299942;14.694000244;7.153399944;208.000000;0.723772;0.898305
-24.052400589;15.944899559;5.005400181;208.000000;0.486669;0.868644
-30.108699799;15.045599937;5.487899780;208.000000;0.743528;0.915254
-29.286199570;15.795900345;7.196400166;208.000000;0.414217;0.902542
-30.233800888;18.392400742;7.988599777;208.000000;0.661058;0.940678
-29.841400146;14.472999573;6.604700089;208.000000;0.618841;0.906780
-28.045299530;15.944899559;8.840800285;208.000000;0.984251;0.936441
-26.621599197;15.175999641;6.201499939;208.000000;0.380950;0.894068
-29.808799744;15.982700348;9.317899704;208.000000;1.757079;0.987288
-29.047399521;15.095999718;6.676700115;208.000000;0.304635;0.894068
-30.105300903;14.632900238;6.506000042;208.000000;0.769890;0.902542
-29.122100830;15.919799805;7.483300209;208.000000;0.615498;0.932203
-30.103599548;15.340299606;6.568099976;208.000000;0.751413;0.902542
